gara,giro,timestamp,categoria,pilota,bandiera,testo,penalita_secondi
Canada,34,2026-05-24 20:54:31,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:54:31,
Canada,35,2026-05-24 20:54:44,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:54:44,
Canada,35,2026-05-24 20:55:02,Other,ALO,,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT (16:25:49),
Canada,35,2026-05-24 20:55:12,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:55:11,
Canada,35,2026-05-24 20:55:34,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:55:34,
Canada,36,2026-05-24 20:55:49,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:55:48,
Canada,36,2026-05-24 20:56:07,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:56:07,
Canada,36,2026-05-24 20:56:12,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:56:11,
Canada,36,2026-05-24 20:56:18,Other,HAD,,INCIDENT INVOLVING CAR 6 (HAD) NOTED - YELLOW FLAG INFRINGEMENT (16:47:57),
Canada,36,2026-05-24 20:56:56,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:56:56,
Canada,37,2026-05-24 20:58:01,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:58:00,
Canada,38,2026-05-24 20:58:19,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:58:19,
Canada,38,2026-05-24 20:58:29,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:58:29,
Canada,38,2026-05-24 20:58:51,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:58:51,
Canada,38,2026-05-24 20:59:05,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:59:04,
Canada,38,2026-05-24 20:59:33,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:59:33,
Canada,39,2026-05-24 20:59:36,Other,HAD,,TURN 13 INCIDENT INVOLVING CAR 6 (HAD) NOTED - MORE THAN ONE CHANGE OF DIRECTION,
Canada,39,2026-05-24 20:59:46,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:59:45,
Canada,39,2026-05-24 21:00:36,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:00:36,
Canada,39,2026-05-24 21:00:44,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:00:43,
Canada,40,2026-05-24 21:01:02,Other,BEA,,FIA STEWARDS: INCIDENT INVOLVING CAR 87 (BEA) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT (16:26:52),
Canada,40,2026-05-24 21:01:37,Flag,,YELLOW,YELLOW IN TRACK SECTOR 11,
Canada,40,2026-05-24 21:01:42,Flag,,CLEAR,CLEAR IN TRACK SECTOR 11,
Canada,41,2026-05-24 21:02:13,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:02:13,
Canada,41,2026-05-24 21:02:20,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 17:02:19,
Canada,41,2026-05-24 21:02:20,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 17:02:20,
Canada,41,2026-05-24 21:03:15,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 17:03:15,
Canada,41,2026-05-24 21:03:23,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 17:03:23,
Canada,42,2026-05-24 21:03:51,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:03:51,
Canada,42,2026-05-24 21:03:56,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:03:55,
Canada,42,2026-05-24 21:04:20,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 17:04:19,
Canada,42,2026-05-24 21:04:32,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 17:04:31,
Canada,43,2026-05-24 21:05:05,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:05:04,
Canada,43,2026-05-24 21:05:33,Other,HAD,,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CAR 6 (HAD) UNDER INVESTIGATION - MORE THAN ONE CHANGE OF DIRECTION (16:54:33),
Canada,44,2026-05-24 21:06:23,Other,PER,,INCIDENT INVOLVING CAR 11 (PER) NOTED - IGNORING BLUE FLAGS (17:02:52),
Canada,44,2026-05-24 21:06:37,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:06:37,
Canada,44,2026-05-24 21:06:47,Other,HAD,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 6 (HAD) - MORE THAN ONE CHANGE OF DIRECTION,10
Canada,44,2026-05-24 21:06:47,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:06:47,
Canada,44,2026-05-24 21:07:04,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 17:07:03,
Canada,45,2026-05-24 21:07:12,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 17:07:11,
Canada,45,2026-05-24 21:08:06,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:08:05,
Canada,45,2026-05-24 21:08:17,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 17:08:17,
Canada,46,2026-05-24 21:08:29,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 17:08:29,
Canada,46,2026-05-24 21:08:38,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 17:08:38,
Canada,46,2026-05-24 21:08:44,Other,,,PIT LANE ENTRY CLOSED,
Canada,46,2026-05-24 21:08:49,SafetyCar,,,VSC DEPLOYED,
Canada,46,2026-05-24 21:09:01,Other,STR,,CAR 18 (STR) TIME 1:21.728 DELETED - TRACK LIMITS AT TURN 2 LAP 42 17:06:40,
Canada,46,2026-05-24 21:09:25,Other,,,MARSHALS ON TRACK AT TURN 13,
Canada,46,2026-05-24 21:09:30,Other,,,PIT LANE ENTRY OPEN,
Canada,46,2026-05-24 21:09:32,SafetyCar,,,VSC ENDING,
Canada,46,2026-05-24 21:09:45,Flag,,CLEAR,TRACK CLEAR,
Canada,46,2026-05-24 21:09:52,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:09:52,
Canada,46,2026-05-24 21:09:54,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:09:54,
Canada,46,2026-05-24 21:09:56,Other,BOT,,INCIDENT INVOLVING CAR 77 (BOT) NOTED - SPEEDING IN THE PIT LANE,
Canada,46,2026-05-24 21:09:57,Other,,,OVERTAKE ENABLED,
Canada,47,2026-05-24 21:10:27,Other,BOT,,FIA STEWARDS: INCIDENT INVOLVING CAR 77 (BOT) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,
Canada,47,2026-05-24 21:10:31,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:10:30,
Canada,47,2026-05-24 21:10:37,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:10:36,
Canada,47,2026-05-24 21:10:54,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:10:54,
Canada,47,2026-05-24 21:10:56,Other,BOT,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 77 (BOT) - SPEEDING IN THE PIT LANE,5
Canada,48,2026-05-24 21:11:46,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:11:46,
Canada,48,2026-05-24 21:11:47,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 17:11:46,
Canada,48,2026-05-24 21:11:57,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 17:11:56,
Canada,49,2026-05-24 21:12:42,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:12:41,
Canada,49,2026-05-24 21:12:43,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 17:12:42,
Canada,49,2026-05-24 21:12:47,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:12:46,
Canada,49,2026-05-24 21:13:02,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:13:01,
Canada,49,2026-05-24 21:13:24,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:13:24,
Canada,49,2026-05-24 21:13:31,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:13:30,
Canada,49,2026-05-24 21:13:32,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:13:31,
Canada,49,2026-05-24 21:13:37,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:13:36,
Canada,49,2026-05-24 21:13:38,Other,PER,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) WILL BE INVESTIGATED AFTER THE RACE - IGNORING BLUE FLAGS (17:02:52),
Canada,50,2026-05-24 21:13:58,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:13:57,
Canada,50,2026-05-24 21:14:12,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 17:14:11,
Canada,50,2026-05-24 21:14:12,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:14:12,
Canada,50,2026-05-24 21:14:33,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:14:33,
Canada,51,2026-05-24 21:16:01,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:16:01,
Canada,52,2026-05-24 21:16:32,Other,HAD,,FIA STEWARDS: INCIDENT INVOLVING CAR 6 (HAD) UNDER INVESTIGATION - YELLOW FLAG INFRINGEMENT (16:47:57),
Canada,52,2026-05-24 21:16:56,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:16:55,
Canada,52,2026-05-24 21:17:16,Other,GAS,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - YELLOW FLAG INFRINGEMENT (17:01:36),
Canada,53,2026-05-24 21:17:28,SafetyCar,,,VSC DEPLOYED,
Canada,53,2026-05-24 21:17:30,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 12,
Canada,53,2026-05-24 21:17:56,Other,,,MARSHALS ON TRACK AT TURN 12,
Canada,54,2026-05-24 21:19:24,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Canada,54,2026-05-24 21:19:26,SafetyCar,,,VSC ENDING,
Canada,54,2026-05-24 21:19:40,Flag,,CLEAR,TRACK CLEAR,
Canada,54,2026-05-24 21:19:40,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:19:40,
Canada,54,2026-05-24 21:19:46,Other,,,OVERTAKE ENABLED,
Canada,55,2026-05-24 21:21:08,Other,BOR,,INCIDENT INVOLVING CAR 5 (BOR) NOTED - VSC INFRINGEMENT,
Canada,55,2026-05-24 21:21:46,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:21:46,
Canada,56,2026-05-24 21:21:57,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:21:56,
Canada,56,2026-05-24 21:22:18,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:22:18,
Canada,57,2026-05-24 21:23:15,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 17:23:14,
Canada,57,2026-05-24 21:23:49,Other,HAD,,FIA STEWARDS: INCIDENT INVOLVING CAR 6 (HAD) WILL BE INVESTIGATED AFTER THE RACE - YELLOW FLAG INFRINGEMENT (16:47:57),
Canada,57,2026-05-24 21:23:57,Other,SAI,,CAR 55 (SAI) TIME 1:16.764 DELETED - TRACK LIMITS AT TURN 14 LAP 54 17:22:18,
Canada,57,2026-05-24 21:24:01,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:24:01,
Canada,57,2026-05-24 21:24:07,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:24:06,
Canada,57,2026-05-24 21:24:08,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 17:24:07,
Canada,58,2026-05-24 21:24:50,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:24:50,
Canada,58,2026-05-24 21:24:52,Other,HAD,,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 6 (HAD) - MORE THAN ONE CHANGE OF DIRECTION,10
Canada,58,2026-05-24 21:25:10,Other,PIA,,FIA STEWARDS: PENALTY SERVED - 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - CAUSING A COLLISION (16:25:37),10
Canada,58,2026-05-24 21:25:16,Other,BOT,,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 77 (BOT) - SPEEDING IN THE PIT LANE,5
Canada,59,2026-05-24 21:26:26,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:26:25,
Canada,59,2026-05-24 21:26:31,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 17:26:31,
Canada,59,2026-05-24 21:26:38,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 17:26:37,
Canada,60,2026-05-24 21:26:59,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:26:58,
Canada,60,2026-05-24 21:27:33,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:27:32,
Canada,61,2026-05-24 21:28:31,Other,PIA,,CAR 81 (PIA) TIME 1:16.439 DELETED - TRACK LIMITS AT TURN 2 LAP 58 17:26:53,
Canada,61,2026-05-24 21:28:45,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 17:28:44,
Canada,61,2026-05-24 21:28:57,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 17:28:56,
Canada,61,2026-05-24 21:29:12,Flag,,YELLOW,YELLOW IN TRACK SECTOR 1,
Canada,61,2026-05-24 21:29:20,Flag,,CLEAR,CLEAR IN TRACK SECTOR 1,
Canada,62,2026-05-24 21:29:33,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 17:29:33,
Canada,62,2026-05-24 21:29:42,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 17:29:42,
Canada,62,2026-05-24 21:30:03,Other,HAD,,FIA STEWARDS: STOP-AND-GO PENALTY FOR CAR 6 (HAD) - YELLOW FLAG INFRINGEMENT (16:47:57),
Canada,62,2026-05-24 21:30:08,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 17:30:07,
Canada,62,2026-05-24 21:30:32,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 17:30:31,
Canada,63,2026-05-24 21:30:39,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 17:30:38,
Canada,63,2026-05-24 21:30:42,Other,HUL,,CAR 27 (HUL) TIME 1:25.706 DELETED - TRACK LIMITS AT TURN 2 LAP 60 17:29:15,
Canada,64,2026-05-24 21:31:54,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 17:31:53,
Canada,64,2026-05-24 21:31:58,Flag,HAD,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 17:31:57,
Canada,64,2026-05-24 21:32:02,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 17:32:01,
Canada,64,2026-05-24 21:32:27,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 17:32:26,
Canada,64,2026-05-24 21:32:50,Other,GAS,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT (17:01:36),
Canada,65,2026-05-24 21:33:10,Other,HAD,,FIA STEWARDS: PENALTY SERVED - STOP-AND-GO PENALTY FOR CAR 6 (HAD) - YELLOW FLAG INFRINGEMENT (16:47:57),
Canada,66,2026-05-24 21:34:59,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:34:59,
Canada,66,2026-05-24 21:35:12,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 17:35:11,
Canada,67,2026-05-24 21:35:49,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:35:49,
Canada,67,2026-05-24 21:36:10,Other,PIA,,CAR 81 (PIA) TIME 1:16.439 DELETED - TRACK LIMITS AT TURN 1 LAP 58 17:26:52,
Canada,67,2026-05-24 21:36:14,Other,BOR,,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (BOR) UNDER INVESTIGATION - VSC INFRINGEMENT,
Canada,67,2026-05-24 21:36:38,Other,BOR,,CAR 5 (BOR) TIME 1:20.499 DELETED - TRACK LIMITS AT TURN 8 LAP 64 17:35:06,
Canada,68,2026-05-24 21:37:07,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 17:37:06,
Canada,68,2026-05-24 21:37:12,Flag,HUL,BLUE,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 17:37:11,
Canada,68,2026-05-24 21:37:18,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 17:37:17,
Canada,68,2026-05-24 21:37:25,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 17:37:25,
Canada,68,2026-05-24 21:37:38,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:37:37,
Canada,68,2026-05-24 21:37:39,Other,BOR,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 5 (BOR) - VSC INFRINGEMENT,5
Canada,68,2026-05-24 21:37:45,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 17:37:45,
Canada,68,2026-05-24 21:37:54,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:37:53,
Canada,68,2026-05-24 21:38:03,Flag,,CHEQUERED,CHEQUERED FLAG,
Canada,68,2026-05-24 21:38:29,Other,PIA,,CAR 81 (PIA) TIME 1:16.575 DELETED - TRACK LIMITS AT TURN 14 LAP 65 17:36:50,
Canada,68,2026-05-24 21:38:41,Other,SAI,,CAR 55 (SAI) TIME 1:19.410 DELETED - TRACK LIMITS AT TURN 8 LAP 66 17:37:05,
Canada,68,2026-05-24 21:39:19,Other,STR,,CAR 18 (STR) TIME 1:26.632 DELETED - TRACK LIMITS AT TURN 10 LAP 64 17:37:49,
Canada,68,2026-05-24 21:41:00,Other,LAW,,TURN 13 INCIDENT INVOLVING CAR 30 (LAW) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS (17:34:39),
Canada,68,2026-05-24 21:41:08,Other,,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,
Canada,68,2026-05-24 21:41:20,Other,LAW,,CAR 30 (LAW) TIME 1:16.854 DELETED - TRACK LIMITS AT TURN 14 LAP 64 17:34:40,
Canada,68,2026-05-24 21:41:35,Other,GAS,,CAR 10 (GAS) TIME 1:16.853 DELETED - TRACK LIMITS AT TURN 14 LAP 64 17:34:39,
Canada,68,2026-05-24 21:47:14,Other,LAW,,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CAR 30 (LAW) REVIEWED NO FURTHER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS (17:34:39),
Monaco,1,2026-06-07 12:20:01,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Monaco,1,2026-06-07 12:22:10,Other,PER,,INCIDENT INVOLVING CAR 11 (PER) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT (14:20:23),
Monaco,1,2026-06-07 12:25:25,Flag,,YELLOW,YELLOW IN TRACK SECTOR 18,
Monaco,1,2026-06-07 12:26:04,Flag,,CLEAR,CLEAR IN TRACK SECTOR 18,
Monaco,1,2026-06-07 12:30:01,Other,,,PIT EXIT CLOSED,
Monaco,1,2026-06-07 12:33:08,Other,PER,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT (14:20:23),
Monaco,1,2026-06-07 12:45:25,Other,,,RISK OF RAIN FOR THE F1 RACE IS 0%,
Monaco,1,2026-06-07 12:57:03,Other,,,OVERTAKE DISABLED,
Monaco,1,2026-06-07 13:03:12,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Monaco,1,2026-06-07 13:03:17,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 19,
Monaco,1,2026-06-07 13:03:32,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Monaco,1,2026-06-07 13:04:20,Other,,,OVERTAKE ENABLED,
Monaco,3,2026-06-07 13:06:24,Other,RUS,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - FALSE START - OUT OF POSITION (15:03:11),
Monaco,5,2026-06-07 13:09:34,Other,RUS,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION - FALSE START - OUT OF POSITION (15:03:11),
Monaco,6,2026-06-07 13:10:09,Other,PER,,INCIDENT INVOLVING CAR 11 (PER) NOTED - FALSE START - OUT OF POSITION (15:03:08),
Monaco,6,2026-06-07 13:10:20,Other,PER,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - FALSE START - OUT OF POSITION (15:03:08),
Monaco,9,2026-06-07 13:14:10,Other,PER,,FIA STEWARDS: DRIVE THROUGH PENALTY FOR CAR 11 (PER) - FALSE START - OUT OF POSITION (15:03:08),
Monaco,10,2026-06-07 13:16:02,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:16:01,
Monaco,11,2026-06-07 13:16:11,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:16:10,
Monaco,11,2026-06-07 13:16:20,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:16:19,
Monaco,11,2026-06-07 13:16:32,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:16:32,
Monaco,11,2026-06-07 13:16:34,Other,PER,,FIA STEWARDS: PENALTY SERVED - DRIVE THROUGH PENALTY FOR CAR 11 (PER) - FALSE START - OUT OF POSITION (15:03:08),
Monaco,11,2026-06-07 13:17:10,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:17:09,
Monaco,11,2026-06-07 13:17:20,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:17:19,
Monaco,12,2026-06-07 13:17:33,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:17:33,
Monaco,12,2026-06-07 13:18:08,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:18:08,
Monaco,12,2026-06-07 13:18:28,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:18:27,
Monaco,12,2026-06-07 13:18:28,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:18:28,
Monaco,13,2026-06-07 13:18:41,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:18:41,
Monaco,13,2026-06-07 13:19:30,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:19:30,
Monaco,13,2026-06-07 13:19:45,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:19:45,
Monaco,13,2026-06-07 13:19:49,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:19:48,
Monaco,14,2026-06-07 13:19:59,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:19:58,
Monaco,14,2026-06-07 13:20:04,Other,SAI,,CAR 55 (SAI) TIME 1:18.858 DELETED - TRACK LIMITS AT TURN 16 LAP 12 15:19:04,
Monaco,14,2026-06-07 13:20:12,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:20:12,
Monaco,14,2026-06-07 13:20:32,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:20:32,
Monaco,14,2026-06-07 13:20:55,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:20:55,
Monaco,15,2026-06-07 13:22:06,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:22:06,
Monaco,15,2026-06-07 13:22:09,Other,ALB,,CAR 23 (ALB) TIME 1:18.836 DELETED - TRACK LIMITS AT TURN 10 LAP 14 15:21:23,
Monaco,15,2026-06-07 13:22:28,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:22:27,
Monaco,16,2026-06-07 13:23:02,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:23:01,
Monaco,17,2026-06-07 13:23:58,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:23:58,
Monaco,17,2026-06-07 13:24:04,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:24:03,
Monaco,17,2026-06-07 13:24:16,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:24:15,
