gara,giro,timestamp,categoria,pilota,bandiera,testo,penalita_secondi
Australia,0,2026-03-08 03:08:08,Other,,,PINK HEAD PADDING MATERIAL MUST BE USED,
Australia,1,2026-03-08 03:20:00,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Australia,1,2026-03-08 03:21:22,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 6,
Australia,1,2026-03-08 03:21:25,Flag,,CLEAR,CLEAR IN TRACK SECTOR 6,
Australia,1,2026-03-08 03:21:26,Flag,,YELLOW,YELLOW IN TRACK SECTOR 7,
Australia,1,2026-03-08 03:21:50,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 6,
Australia,1,2026-03-08 03:21:51,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 7,
Australia,1,2026-03-08 03:21:59,Other,,,MEDICAL CAR DEPLOYED,
Australia,1,2026-03-08 03:29:59,Flag,,YELLOW,YELLOW IN TRACK SECTOR 20,
Australia,1,2026-03-08 03:30:00,Other,,,PIT EXIT CLOSED,
Australia,1,2026-03-08 03:30:15,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 20,
Australia,1,2026-03-08 03:30:25,Flag,,CLEAR,CLEAR IN TRACK SECTOR 20,
Australia,1,2026-03-08 03:32:26,Flag,,CLEAR,CLEAR IN TRACK SECTOR 20,
Australia,1,2026-03-08 03:33:13,Other,HUL,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - STARTING PROCEDURE INFRINGEMENT,
Australia,1,2026-03-08 03:37:53,Flag,,CLEAR,CLEAR IN TRACK SECTOR 7,
Australia,1,2026-03-08 03:37:54,Flag,,CLEAR,CLEAR IN TRACK SECTOR 6,
Australia,1,2026-03-08 03:38:40,Other,HUL,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - STARTING PROCEDURE INFRINGEMENT,
Australia,1,2026-03-08 03:40:23,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Australia,1,2026-03-08 03:40:40,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Australia,1,2026-03-08 03:45:10,Other,,,RISK OF RAIN FOR THE F1 RACE IS 0%,
Australia,1,2026-03-08 03:55:31,Other,HUL,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) NO FURTHER ACTION - STARTING PROCEDURE INFRINGEMENT,
Australia,1,2026-03-08 03:57:02,Other,,,OVERTAKE DISABLED,
Australia,1,2026-03-08 04:01:21,Other,COL,,INCIDENT INVOLVING CAR 43 (COL) NOTED - STARTING PROCEDURE INFRINGEMENT,
Australia,1,2026-03-08 04:03:26,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Australia,1,2026-03-08 04:03:53,Other,COL,,FIA STEWARDS: INCIDENT INVOLVING CAR 43 (COL) UNDER INVESTIGATION - STARTING PROCEDURE INFRINGEMENT,
Australia,1,2026-03-08 04:04:46,Other,,,OVERTAKE ENABLED,
Australia,6,2026-03-08 04:11:11,Other,GAS,,CAR 10 (GAS) TIME 1:27.040 DELETED - TRACK LIMITS AT TURN 10 LAP 5 15:10:17,
Australia,7,2026-03-08 04:12:27,Other,BOR,,CAR 5 (BOR) TIME 1:27.463 DELETED - TRACK LIMITS AT TURN 3 LAP 6 15:11:11,
Australia,8,2026-03-08 04:14:16,Other,COL,,FIA STEWARDS: STOP-AND-GO PENALTY FOR CAR 43 (COL) - STARTING PROCEDURE INFRINGEMENT,
Australia,9,2026-03-08 04:16:10,Other,LEC,,TURN 11 INCIDENT INVOLVING CAR 16 (LEC) NOTED,
Australia,10,2026-03-08 04:17:20,Other,LEC,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CAR 16 (LEC) REVIEWED NO FURTHER INVESTIGATION,
Australia,12,2026-03-08 04:19:08,SafetyCar,,,VSC DEPLOYED,
Australia,12,2026-03-08 04:19:16,Flag,,YELLOW,YELLOW IN TRACK SECTOR 13,
Australia,12,2026-03-08 04:19:19,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 13,
Australia,12,2026-03-08 04:20:09,Other,,,MARSHALS ON TRACK AT TURN 9,
Australia,13,2026-03-08 04:21:13,Other,COL,,FIA STEWARDS: PENALTY SERVED - STOP-AND-GO PENALTY FOR CAR 43 (COL) - STARTING PROCEDURE INFRINGEMENT,
Australia,14,2026-03-08 04:23:05,Flag,,CLEAR,CLEAR IN TRACK SECTOR 13,
Australia,14,2026-03-08 04:23:07,SafetyCar,,,VSC ENDING,
Australia,14,2026-03-08 04:23:19,Flag,,CLEAR,TRACK CLEAR,
Australia,14,2026-03-08 04:23:22,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:23:22,
Australia,14,2026-03-08 04:23:30,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:23:30,
Australia,14,2026-03-08 04:23:35,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:23:35,
Australia,14,2026-03-08 04:24:21,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:24:20,
Australia,15,2026-03-08 04:25:06,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:25:06,
Australia,15,2026-03-08 04:25:27,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:25:26,
Australia,16,2026-03-08 04:26:27,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:26:27,
Australia,16,2026-03-08 04:26:42,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:26:41,
Australia,18,2026-03-08 04:28:39,Other,ALB,,CAR 23 (ALB) TIME 1:28.434 DELETED - TRACK LIMITS AT TURN 3 LAP 16 15:26:48,
Australia,18,2026-03-08 04:29:38,Flag,,YELLOW,YELLOW IN TRACK SECTOR 20,
Australia,18,2026-03-08 04:29:52,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:29:51,
Australia,18,2026-03-08 04:29:55,SafetyCar,,,VSC DEPLOYED,
Australia,19,2026-03-08 04:31:16,Other,,,PIT LANE ENTRY CLOSED,
Australia,19,2026-03-08 04:31:17,Flag,,CLEAR,CLEAR IN TRACK SECTOR 20,
Australia,20,2026-03-08 04:32:04,Other,,,MARSHALS ON TRACK AT PIT ENTRY,
Australia,20,2026-03-08 04:32:21,Other,,,PIT LANE ENTRY OPEN,
Australia,20,2026-03-08 04:32:26,SafetyCar,,,VSC ENDING,
Australia,20,2026-03-08 04:32:39,Flag,,CLEAR,TRACK CLEAR,
Australia,20,2026-03-08 04:32:43,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:32:43,
Australia,20,2026-03-08 04:32:56,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:32:55,
Australia,21,2026-03-08 04:34:21,Other,,,TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
Australia,21,2026-03-08 04:34:33,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:34:33,
Australia,22,2026-03-08 04:35:08,Other,LAW,,CAR 30 (LAW) TIME 1:29.919 DELETED - TRACK LIMITS AT TURN 3 LAP 16 15:26:58,
Australia,22,2026-03-08 04:36:04,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:03,
Australia,22,2026-03-08 04:36:20,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:36:20,
Australia,23,2026-03-08 04:36:27,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:26,
Australia,23,2026-03-08 04:36:59,Other,,,TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) NOTED,
Australia,23,2026-03-08 04:37:32,Other,,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,
Australia,23,2026-03-08 04:37:37,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:37:36,
Australia,24,2026-03-08 04:38:30,Other,,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) UNDER INVESTIGATION,
Australia,25,2026-03-08 04:39:47,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:39:46,
Australia,25,2026-03-08 04:39:56,Other,OCO,,INCIDENT INVOLVING CAR 31 (OCO) NOTED - DRIVING UNNECESSARILY SLOWLY,
Australia,26,2026-03-08 04:40:49,Other,,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,
Australia,26,2026-03-08 04:41:47,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:41:46,
Australia,27,2026-03-08 04:42:24,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:42:24,
Australia,27,2026-03-08 04:42:47,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:42:46,
Australia,27,2026-03-08 04:43:19,Other,PER,,INCIDENT INVOLVING CAR 11 (PER) NOTED - IGNORING BLUE FLAGS,
Australia,28,2026-03-08 04:44:00,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:43:59,
Australia,28,2026-03-08 04:44:40,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:44:39,
Australia,29,2026-03-08 04:45:10,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:45:10,
Australia,29,2026-03-08 04:46:00,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:45:59,
Australia,29,2026-03-08 04:46:04,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:46:03,
Australia,30,2026-03-08 04:46:12,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:46:11,
Australia,30,2026-03-08 04:46:55,Other,OCO,,FIA STEWARDS: INCIDENT INVOLVING CAR 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE - DRIVING UNNECESSARILY SLOWLY,
Australia,31,2026-03-08 04:48:24,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:48:24,
Australia,31,2026-03-08 04:48:52,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:48:52,
Australia,32,2026-03-08 04:49:32,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:49:31,
Australia,33,2026-03-08 04:50:30,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:50:29,
Australia,33,2026-03-08 04:50:30,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:50:29,
Australia,33,2026-03-08 04:50:40,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:50:39,
Australia,33,2026-03-08 04:50:47,Other,,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) NO FURTHER ACTION,
Australia,33,2026-03-08 04:51:23,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:51:22,
Australia,33,2026-03-08 04:51:26,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 13,
Australia,33,2026-03-08 04:51:34,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:51:34,
Australia,34,2026-03-08 04:51:48,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:51:47,
Australia,34,2026-03-08 04:52:20,SafetyCar,,,VSC DEPLOYED,
Australia,34,2026-03-08 04:52:20,Flag,,CLEAR,CLEAR IN TRACK SECTOR 13,
Australia,34,2026-03-08 04:52:23,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 13,
Australia,34,2026-03-08 04:52:28,Other,,,MARSHALS ON TRACK AT TURN 8,
Australia,34,2026-03-08 04:52:37,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 12,
Australia,34,2026-03-08 04:52:55,Flag,,CLEAR,CLEAR IN TRACK SECTOR 13,
Australia,34,2026-03-08 04:52:56,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Australia,34,2026-03-08 04:52:58,SafetyCar,,,VSC ENDING,
Australia,34,2026-03-08 04:53:11,Flag,,CLEAR,TRACK CLEAR,
Australia,34,2026-03-08 04:53:12,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:53:11,
Australia,35,2026-03-08 04:53:24,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:53:24,
Australia,35,2026-03-08 04:53:27,Other,PER,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - IGNORING BLUE FLAGS,
Australia,35,2026-03-08 04:53:36,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:53:36,
Australia,35,2026-03-08 04:54:34,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:54:34,
Australia,36,2026-03-08 04:55:18,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:17,
Australia,36,2026-03-08 04:55:33,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:55:32,
Australia,37,2026-03-08 04:56:10,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:56:10,
Australia,37,2026-03-08 04:56:27,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:56:26,
Australia,37,2026-03-08 04:56:33,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:33,
Australia,37,2026-03-08 04:57:09,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:57:08,
Australia,38,2026-03-08 04:57:39,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:57:39,
Australia,39,2026-03-08 05:00:05,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:00:04,
Australia,40,2026-03-08 05:01:24,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:01:23,
Australia,41,2026-03-08 05:01:43,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:01:42,
Australia,41,2026-03-08 05:01:58,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:01:57,
Australia,41,2026-03-08 05:02:46,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:02:46,
Australia,42,2026-03-08 05:03:10,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:03:10,
Australia,43,2026-03-08 05:04:40,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:39,
Australia,45,2026-03-08 05:07:13,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:07:12,
Australia,45,2026-03-08 05:07:53,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:07:53,
Australia,45,2026-03-08 05:08:07,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:08:06,
Australia,45,2026-03-08 05:08:22,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:08:21,
Australia,46,2026-03-08 05:08:38,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:08:37,
Australia,46,2026-03-08 05:08:53,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:08:53,
Australia,47,2026-03-08 05:10:34,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:10:34,
Australia,47,2026-03-08 05:11:10,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:11:10,
Australia,47,2026-03-08 05:11:12,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:11:12,
Australia,48,2026-03-08 05:11:24,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:11:24,
Australia,48,2026-03-08 05:11:42,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:11:41,
Australia,48,2026-03-08 05:12:39,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:39,
Australia,49,2026-03-08 05:13:10,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:10,
Australia,50,2026-03-08 05:14:14,Flag,SAI,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:14:14,
Australia,50,2026-03-08 05:14:49,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:14:48,
Australia,50,2026-03-08 05:15:16,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:15:16,
Australia,51,2026-03-08 05:16:17,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:16:16,
Australia,51,2026-03-08 05:16:31,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:16:31,
Australia,52,2026-03-08 05:16:55,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:16:54,
Australia,52,2026-03-08 05:17:14,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:14,
Australia,52,2026-03-08 05:17:16,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:17:15,
Australia,53,2026-03-08 05:18:20,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:19,
Australia,53,2026-03-08 05:18:26,Flag,GAS,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:25,
Australia,53,2026-03-08 05:19:24,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:19:24,
Australia,53,2026-03-08 05:19:30,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:19:30,
Australia,54,2026-03-08 05:19:58,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:19:57,
Australia,54,2026-03-08 05:20:18,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:20:18,
Australia,55,2026-03-08 05:21:07,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:21:07,
Australia,55,2026-03-08 05:21:17,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:21:16,
Australia,55,2026-03-08 05:21:21,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:21:21,
Australia,55,2026-03-08 05:21:50,Flag,COL,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:21:49,
Australia,56,2026-03-08 05:23:00,Other,SAI,,CAR 55 (SAI) TIME 1:27.961 DELETED - TRACK LIMITS AT TURN 3 LAP 53 16:21:48,
Australia,57,2026-03-08 05:24:30,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:24:29,
Australia,57,2026-03-08 05:24:48,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:24:47,
Australia,57,2026-03-08 05:24:54,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:24:53,
Australia,58,2026-03-08 05:25:22,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:25:22,
Australia,58,2026-03-08 05:25:23,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:25:22,
Australia,58,2026-03-08 05:25:51,Flag,LAW,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:25:50,
Australia,58,2026-03-08 05:26:05,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:26:04,
Australia,58,2026-03-08 05:26:07,Flag,ALB,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:26:06,
Australia,58,2026-03-08 05:26:19,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:26:18,
Australia,58,2026-03-08 05:26:33,Flag,,CHEQUERED,CHEQUERED FLAG,
Australia,58,2026-03-08 05:29:56,Other,,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,
Australia,58,2026-03-08 05:32:13,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 19,
Australia,58,2026-03-08 05:33:37,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Cina,1,2026-03-15 06:20:01,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Cina,1,2026-03-15 06:30:01,Other,,,PIT EXIT CLOSED,
Cina,1,2026-03-15 06:32:39,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 11,
Cina,1,2026-03-15 06:33:35,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 12,
Cina,1,2026-03-15 06:34:35,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Cina,1,2026-03-15 06:34:45,Flag,,CLEAR,CLEAR IN TRACK SECTOR 11,
Cina,1,2026-03-15 06:57:22,Other,,,OVERTAKE DISABLED,
Cina,1,2026-03-15 07:04:00,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Cina,1,2026-03-15 07:04:26,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 4,
Cina,1,2026-03-15 07:04:27,Flag,,YELLOW,YELLOW IN TRACK SECTOR 3,
Cina,1,2026-03-15 07:04:30,Flag,,CLEAR,CLEAR IN TRACK SECTOR 3,
Cina,1,2026-03-15 07:04:33,Flag,,CLEAR,CLEAR IN TRACK SECTOR 4,
Cina,1,2026-03-15 07:05:18,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Cina,1,2026-03-15 07:05:20,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 4,
Cina,1,2026-03-15 07:05:20,Flag,,YELLOW,YELLOW IN TRACK SECTOR 15,
Cina,1,2026-03-15 07:05:24,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Cina,1,2026-03-15 07:05:32,Other,,,OVERTAKE ENABLED,
Cina,2,2026-03-15 07:06:22,Flag,,CLEAR,CLEAR IN TRACK SECTOR 4,
Cina,3,2026-03-15 07:07:33,Other,,,TURN 3 INCIDENT INVOLVING CARS 11 (PER) AND 77 (BOT) NOTED - CAUSING A COLLISION,
Cina,5,2026-03-15 07:11:17,Other,,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 11 (PER) AND 77 (BOT) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,
Cina,7,2026-03-15 07:14:01,Other,VER,,CAR 3 (VER) TIME 1:39.582 DELETED - TRACK LIMITS AT TURN 2 LAP 5 15:10:57,
Cina,10,2026-03-15 07:19:39,Flag,,YELLOW,YELLOW IN TRACK SECTOR 3,
Cina,10,2026-03-15 07:19:57,Flag,,YELLOW,YELLOW IN TRACK SECTOR 2,
Cina,10,2026-03-15 07:20:04,SafetyCar,,,SAFETY CAR DEPLOYED,
Cina,11,2026-03-15 07:22:39,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 3,
Cina,11,2026-03-15 07:22:51,Other,,,MARSHALS ON TRACK AT TURN 2,
Cina,11,2026-03-15 07:22:54,Other,,,RECOVERY VEHICLE ON TRACK AT TURN 2,
Cina,12,2026-03-15 07:25:19,Flag,,CLEAR,CLEAR IN TRACK SECTOR 2,
Cina,12,2026-03-15 07:25:23,Flag,,CLEAR,CLEAR IN TRACK SECTOR 3,
Cina,13,2026-03-15 07:26:11,SafetyCar,,,SAFETY CAR IN THIS LAP,
Cina,13,2026-03-15 07:27:50,Flag,,CLEAR,TRACK CLEAR,
Cina,14,2026-03-15 07:28:22,Other,,,OVERTAKE ENABLED,
Cina,16,2026-03-15 07:32:50,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 16,
Cina,18,2026-03-15 07:34:55,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,
Cina,18,2026-03-15 07:35:28,Flag,,CLEAR,CLEAR IN TRACK SECTOR 16,
Cina,19,2026-03-15 07:36:56,Other,,,TURN 6 INCIDENT INVOLVING CARS 10 (GAS) AND 3 (VER) NOTED - MOVING UNDER BRAKING,
Cina,20,2026-03-15 07:38:48,Other,,,TURN 15 INCIDENT INVOLVING CARS 87 (BEA) AND 41 (LIN) NOTED ,
Cina,20,2026-03-15 07:39:07,Other,BEA,,CAR 87 (BEA) TIME 1:39.289 DELETED - TRACK LIMITS AT TURN 14 LAP 15 15:31:26,
Cina,21,2026-03-15 07:40:34,Other,,,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 87 (BEA) AND 41 (LIN) REVIEWED NO FURTHER INVESTIGATION ,
Cina,22,2026-03-15 07:41:41,Other,,,TURN 6 INCIDENT INVOLVING CARS 10 (GAS) AND 3 (VER) NOTED - MOVING UNDER BRAKING,
Cina,23,2026-03-15 07:43:13,Other,,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 10 (GAS) AND 3 (VER) REVIEWED NO FURTHER INVESTIGATION - MOVING UNDER BRAKING,
Cina,24,2026-03-15 07:45:33,Other,,,TURN 15 INCIDENT INVOLVING CARS 30 (LAW) AND 41 (LIN) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
Cina,24,2026-03-15 07:46:02,Other,LIN,,CAR 41 (LIN) TIME 1:39.780 DELETED - TRACK LIMITS AT TURN 14 LAP 21 15:41:22,
Cina,26,2026-03-15 07:48:39,Other,,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 10 (GAS) AND 3 (VER) REVIEWED NO FURTHER INVESTIGATION - MOVING UNDER BRAKING,
Cina,28,2026-03-15 07:51:19,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 17,
Cina,28,2026-03-15 07:51:25,Flag,,CLEAR,CLEAR IN TRACK SECTOR 17,
