gara,cid,drv,stint,compound,freezeL,A0,n_fut,obs_cum,ott_cum,cen_cum,pess_cum,coperto,obs_cum_live,ott_live,pess_live,coperto_live
Miami,miami,ANT,2,HARD,53,14.5000,3,2.1961,0.9918,2.2054,2.9014,1,2.1961,1.1502,3.0599,1
Miami,miami,BEA,1,MEDIUM,8,3.0000,3,-1.2068,0.7710,1.5780,1.8960,0,-1.2068,-64.7151,-63.5901,0
Miami,miami,BEA,1,MEDIUM,9,3.0000,4,-1.3655,1.0794,2.2092,2.6544,0,-1.3655,-90.6011,-89.0261,0
Miami,miami,BEA,1,MEDIUM,10,3.0000,5,-1.7066,1.4135,2.8930,3.4760,0,-1.7066,-118.6443,-116.5818,0
Miami,miami,BEA,1,MEDIUM,11,3.0000,6,-1.6640,1.7733,3.6294,4.3608,0,-1.6640,-148.8446,-146.2571,0
Miami,miami,BEA,1,MEDIUM,12,3.5000,6,-0.9655,1.8504,3.7872,4.5504,0,-0.9655,-35.2724,-32.5724,0
Miami,miami,BEA,1,MEDIUM,13,4.0000,6,-0.1089,1.9275,3.9450,4.7400,0,-0.1089,-28.3900,-25.5775,0
Miami,miami,BEA,1,MEDIUM,14,4.5000,6,1.2479,2.0046,4.1028,4.9296,0,1.2479,-26.6779,-23.7529,0
Miami,miami,BEA,1,MEDIUM,15,5.0000,6,1.1713,2.0817,4.2606,5.1192,0,1.1713,-24.3316,-21.2941,0
Miami,miami,BEA,1,MEDIUM,16,8.5000,6,2.1292,1.6962,3.4716,4.1712,1,2.1292,-18.1406,-15.6656,0
Miami,miami,BEA,1,MEDIUM,17,12.0000,6,3.2198,1.3107,2.6826,3.2232,1,3.2198,-12.5678,-10.6553,0
Miami,miami,BEA,1,MEDIUM,18,12.5000,6,3.4663,1.3878,2.8404,3.4128,0,3.4663,-12.0622,-10.0372,0
Miami,miami,BEA,1,MEDIUM,19,13.0000,6,3.6998,1.4649,2.9982,3.6024,0,3.6998,-11.6697,-9.5322,0
Miami,miami,BEA,1,MEDIUM,20,13.5000,5,3.0463,1.2208,2.4985,3.0020,0,3.0463,-8.9299,-7.1487,0
Miami,miami,BEA,1,MEDIUM,21,14.0000,4,2.3327,0.9766,1.9988,2.4016,1,2.3327,-6.4905,-5.0655,0
Miami,miami,BEA,1,MEDIUM,22,14.5000,3,2.2062,0.7325,1.4991,1.8012,0,2.2062,-4.5346,-3.4659,0
Miami,miami,BEA,2,HARD,30,3.0000,6,2.8873,0.6156,1.3689,1.8009,0,2.8873,1.9773,3.1626,1
Miami,miami,BEA,2,HARD,31,3.5000,6,2.8609,0.6840,1.5210,2.0010,0,2.8609,3.1509,4.4679,0
Miami,miami,BEA,2,HARD,32,4.0000,6,2.9416,0.7524,1.6731,2.2011,0,2.9416,3.2581,4.7068,0
Miami,miami,BEA,2,HARD,33,4.5000,6,3.7438,0.8208,1.8252,2.4012,0,3.7438,1.9004,3.4808,0
Miami,miami,BEA,2,HARD,34,5.0000,6,4.0661,0.8892,1.9773,2.6013,0,4.0661,3.1235,4.8356,1
Miami,miami,BEA,2,HARD,35,5.5000,6,4.2896,0.9576,2.1294,2.8014,0,4.2896,3.2802,5.1240,1
Miami,miami,BEA,2,HARD,36,6.0000,6,4.4022,1.0260,2.2815,3.0015,0,4.4022,3.5377,5.5132,1
Miami,miami,BEA,2,HARD,37,6.5000,6,5.1431,1.0944,2.4336,3.2016,0,5.1431,3.5717,5.6789,1
Miami,miami,BEA,2,HARD,38,7.0000,6,5.3630,1.1628,2.5857,3.4017,0,5.3630,3.8503,6.0892,1
Miami,miami,BEA,2,HARD,39,7.5000,6,5.1021,1.2312,2.7378,3.6018,0,5.1021,4.0757,6.4463,1
Miami,miami,BEA,2,HARD,40,8.0000,6,4.6502,1.2996,2.8899,3.8019,0,4.6502,4.1235,6.6258,1
Miami,miami,BEA,2,HARD,41,8.5000,6,7.8999,1.3680,3.0420,4.0020,0,7.8999,4.2864,6.9204,0
Miami,miami,BEA,2,HARD,42,9.0000,6,8.4036,1.4364,3.1941,4.2021,0,8.4036,4.3335,7.0992,0
Miami,miami,BEA,2,HARD,43,9.5000,6,7.9566,1.5048,3.3462,4.4022,0,7.9566,5.0442,7.9416,0
Miami,miami,BEA,2,HARD,44,10.0000,6,7.8516,1.5732,3.4983,4.6023,0,7.8516,5.0283,8.0574,1
Miami,miami,BEA,2,HARD,45,10.5000,6,7.9525,1.6416,3.6504,4.8024,0,7.9525,5.1405,8.3013,1
Miami,miami,BEA,2,HARD,46,11.0000,6,8.5614,1.7100,3.8025,5.0025,0,8.5614,4.9417,8.2342,0
Miami,miami,BEA,2,HARD,47,11.5000,6,5.1683,1.7784,3.9546,5.2026,1,5.1683,8.3263,11.7505,0
Miami,miami,BEA,2,HARD,48,12.0000,6,5.6162,1.8468,4.1067,5.4027,0,5.6162,8.0836,11.6395,0
Miami,miami,BEA,2,HARD,49,12.5000,6,7.2261,1.9152,4.2588,5.6028,0,7.2261,7.4605,11.1481,0
Miami,miami,BEA,2,HARD,50,13.0000,6,7.5089,1.9836,4.4109,5.8029,0,7.5089,6.8873,10.7066,1
Miami,miami,BEA,2,HARD,51,13.5000,5,6.8118,1.6530,3.6758,4.8357,0,6.8118,5.2772,8.4600,1
Miami,miami,BEA,2,HARD,52,14.0000,4,5.7976,1.3224,2.9406,3.8686,0,5.7976,4.0543,6.6005,1
Miami,miami,BEA,2,HARD,53,14.5000,3,4.9100,0.9918,2.2054,2.9014,0,4.9100,2.7899,4.6995,0
Miami,miami,BOR,1,MEDIUM,8,2.5000,3,0.0969,0.8095,1.6569,1.9908,0,0.0969,-120.6629,-119.4817,0
Miami,miami,BOR,1,MEDIUM,9,2.5000,4,-0.2155,1.1308,2.3144,2.7808,0,-0.2155,-168.5450,-166.8950,0
Miami,miami,BOR,1,MEDIUM,10,2.5000,5,-0.7123,1.4778,3.0245,3.6340,0,-0.7123,-220.2577,-218.1014,0
Miami,miami,BOR,1,MEDIUM,11,2.5000,6,-1.1484,1.8504,3.7872,4.5504,0,-1.1484,-275.8009,-273.1009,0
Miami,miami,BOR,1,MEDIUM,12,3.0000,6,-2.6318,1.9275,3.9450,4.7400,0,-2.6318,-35.8606,-33.0481,0
Miami,miami,BOR,1,MEDIUM,13,3.5000,6,-1.5898,2.0046,4.1028,4.9296,0,-1.5898,-34.6484,-31.7234,0
Miami,miami,BOR,1,MEDIUM,14,4.0000,6,-0.8098,2.0817,4.2606,5.1192,0,-0.8098,-32.9941,-29.9566,0
Miami,miami,BOR,1,MEDIUM,15,8.0000,6,-0.4670,1.6191,3.3138,3.9816,0,-0.4670,-23.9559,-21.5934,0
Miami,miami,BOR,1,MEDIUM,16,12.0000,6,0.0118,1.1565,2.3670,2.8440,0,0.0118,-16.2489,-14.5614,0
Miami,miami,BOR,1,MEDIUM,17,12.5000,6,-0.5065,1.2336,2.5248,3.0336,0,-0.5065,-16.3817,-14.5817,0
Miami,miami,BOR,1,MEDIUM,18,13.0000,6,-1.0436,1.3107,2.6826,3.2232,0,-1.0436,-16.0912,-14.1787,0
Miami,miami,BOR,1,MEDIUM,19,13.5000,6,-2.1188,1.3878,2.8404,3.4128,0,-2.1188,-15.8187,-13.7937,0
Miami,miami,BOR,1,MEDIUM,20,14.0000,6,-3.2801,1.4649,2.9982,3.6024,0,-3.2801,-15.5125,-13.3750,0
Miami,miami,BOR,1,MEDIUM,21,14.5000,6,-2.2633,1.5420,3.1560,3.7920,0,-2.2633,-15.6751,-13.4251,0
Miami,miami,BOR,1,MEDIUM,22,15.0000,6,-1.4244,1.6191,3.3138,3.9816,0,-1.4244,-15.7992,-13.4367,0
Miami,miami,BOR,1,MEDIUM,23,15.5000,6,-0.7328,1.6962,3.4716,4.1712,0,-0.7328,-16.1107,-13.6357,0
Miami,miami,BOR,1,MEDIUM,24,16.0000,6,-0.3812,1.7733,3.6294,4.3608,0,-0.3812,-16.0428,-13.4553,0
Miami,miami,BOR,1,MEDIUM,25,16.5000,6,0.2289,1.8504,3.7872,4.5504,0,0.2289,-15.9000,-13.2000,0
Miami,miami,BOR,1,MEDIUM,26,17.0000,5,0.5522,1.5420,3.1560,3.7920,0,0.5522,-12.6092,-10.3592,0
Miami,miami,BOR,1,MEDIUM,27,17.5000,4,0.3298,1.2336,2.5248,3.0336,0,0.3298,-9.4402,-7.6402,0
Miami,miami,BOR,1,MEDIUM,28,18.0000,3,0.4554,0.9252,1.8936,2.2752,0,0.4554,-6.7058,-5.3558,0
Miami,miami,BOR,2,HARD,36,3.0000,6,2.9133,0.6156,1.3689,1.8009,0,2.9133,1.0863,2.2716,0
Miami,miami,BOR,2,HARD,37,3.5000,6,3.5992,0.6840,1.5210,2.0010,0,3.5992,1.4799,2.7969,0
Miami,miami,BOR,2,HARD,38,4.0000,6,3.8701,0.7524,1.6731,2.2011,0,3.8701,2.7598,4.2085,1
Miami,miami,BOR,2,HARD,39,4.5000,6,4.5026,0.8208,1.8252,2.4012,0,4.5026,3.1789,4.7593,1
Miami,miami,BOR,2,HARD,40,5.0000,6,5.4912,0.8892,1.9773,2.6013,0,5.4912,3.5775,5.2896,0
Miami,miami,BOR,2,HARD,41,5.5000,6,6.1806,0.9576,2.1294,2.8014,0,6.1806,2.2922,4.1360,0
Miami,miami,BOR,2,HARD,42,6.0000,6,6.1371,1.0260,2.2815,3.0015,0,6.1371,2.7952,4.7707,0
Miami,miami,BOR,2,HARD,43,6.5000,6,5.5795,1.0944,2.4336,3.2016,0,5.5795,4.8901,6.9973,1
Miami,miami,BOR,2,HARD,44,7.0000,6,5.3890,1.1628,2.5857,3.4017,0,5.3890,5.5945,7.8334,0
Miami,miami,BOR,2,HARD,45,7.5000,6,6.7939,1.2312,2.7378,3.6018,0,6.7939,5.8183,8.1889,1
Miami,miami,BOR,2,HARD,46,8.0000,6,6.7708,1.2996,2.8899,3.8019,0,6.7708,6.7376,9.2399,1
Miami,miami,BOR,2,HARD,47,8.5000,6,6.3717,1.3680,3.0420,4.0020,0,6.3717,6.1402,8.7742,1
Miami,miami,BOR,2,HARD,48,9.0000,6,6.1746,1.4364,3.1941,4.2021,0,6.1746,5.1554,7.9211,1
Miami,miami,BOR,2,HARD,49,9.5000,6,5.3836,1.5048,3.3462,4.4022,0,5.3836,5.0368,7.9342,1
Miami,miami,BOR,2,HARD,50,10.0000,6,5.0416,1.5732,3.4983,4.6023,0,5.0416,5.1228,8.1519,0
Miami,miami,BOR,2,HARD,51,10.5000,5,2.5799,1.3110,2.9153,3.8352,1,2.5799,5.4812,8.0054,0
Miami,miami,BOR,2,HARD,52,11.0000,4,1.1724,1.0488,2.3322,3.0682,1,1.1724,4.3073,6.3267,0
Miami,miami,BOR,2,HARD,53,11.5000,3,0.4820,0.7866,1.7492,2.3011,0,0.4820,2.7120,4.2265,0
Miami,miami,BOT,3,MEDIUM,25,3.0000,4,0.6933,0.3598,0.7364,0.8848,1,0.6933,0.8782,1.4032,0
Miami,miami,BOT,3,MEDIUM,26,3.5000,3,1.0292,0.2699,0.5523,0.6636,0,1.0292,-1.1347,-0.7410,0
Miami,miami,BOT,4,MEDIUM,34,12.0000,6,5.0063,0.6939,1.4202,1.7064,0,5.0063,-24.7662,-23.7537,0
Miami,miami,BOT,4,MEDIUM,35,12.5000,6,6.7309,0.7710,1.5780,1.8960,0,6.7309,-22.3791,-21.2541,0
Miami,miami,BOT,4,MEDIUM,36,13.0000,6,7.8398,0.8481,1.7358,2.0856,0,7.8398,-8.1764,-6.9389,0
Miami,miami,BOT,4,MEDIUM,37,13.5000,6,6.5739,0.9252,1.8936,2.2752,0,6.5739,-5.3819,-4.0319,0
Miami,miami,BOT,4,MEDIUM,38,14.0000,6,7.4783,1.0023,2.0514,2.4648,0,7.4783,-5.0707,-3.6082,0
Miami,miami,BOT,4,MEDIUM,39,14.5000,6,8.4109,1.0794,2.2092,2.6544,0,8.4109,0.5842,2.1592,0
Miami,miami,BOT,4,MEDIUM,40,15.0000,6,6.7316,1.1565,2.3670,2.8440,0,6.7316,6.5699,8.2574,1
Miami,miami,BOT,4,MEDIUM,41,15.5000,6,6.9428,1.2336,2.5248,3.0336,0,6.9428,3.7942,5.5942,0
Miami,miami,BOT,4,MEDIUM,42,16.0000,6,5.1942,1.3107,2.6826,3.2232,0,5.1942,7.3030,9.2155,0
Miami,miami,BOT,4,MEDIUM,43,16.5000,6,10.1764,1.3878,2.8404,3.4128,0,10.1764,4.3321,6.3571,0
Miami,miami,BOT,4,MEDIUM,44,17.0000,6,10.9388,1.4649,2.9982,3.6024,0,10.9388,2.7501,4.8876,0
Miami,miami,BOT,4,MEDIUM,45,17.5000,6,7.3773,1.5420,3.1560,3.7920,0,7.3773,6.4075,8.6575,1
Miami,miami,BOT,4,MEDIUM,46,18.0000,6,7.3608,1.6191,3.3138,3.9816,0,7.3608,6.3987,8.7612,1
Miami,miami,BOT,4,MEDIUM,47,18.5000,6,7.3369,1.6962,3.4716,4.1712,0,7.3369,4.4726,6.9476,0
Miami,miami,BOT,4,MEDIUM,48,19.0000,6,7.1004,1.7733,3.6294,4.3608,0,7.1004,3.5529,6.1404,0
Miami,miami,BOT,4,MEDIUM,49,19.5000,6,4.0534,1.8504,3.7872,4.5504,1,4.0534,8.1098,10.8098,0
Miami,miami,BOT,4,MEDIUM,50,20.0000,5,2.5257,1.5420,3.1560,3.7920,1,2.5257,5.6127,7.8627,0
Miami,miami,BOT,4,MEDIUM,51,20.5000,4,3.8371,1.2336,2.5248,3.0336,0,3.8371,3.0307,4.8307,1
Miami,miami,BOT,4,MEDIUM,52,21.0000,3,1.7571,0.9252,1.8936,2.2752,1,1.7571,2.3312,3.6812,0
Miami,miami,COL,1,MEDIUM,8,3.0000,3,1.5199,0.7710,1.5780,1.8960,1,1.5199,-39.4701,-38.3451,0
Miami,miami,COL,1,MEDIUM,9,3.0000,4,1.8155,1.0794,2.2092,2.6544,1,1.8155,-55.2581,-53.6831,0
Miami,miami,COL,1,MEDIUM,10,3.0000,5,2.1767,1.4135,2.8930,3.4760,1,2.1767,-72.3618,-70.2993,0
Miami,miami,COL,1,MEDIUM,11,3.0000,6,2.8536,1.7733,3.6294,4.3608,1,2.8536,-90.7811,-88.1936,0
Miami,miami,COL,1,MEDIUM,12,3.5000,6,1.5456,1.8504,3.7872,4.5504,0,1.5456,-15.5342,-12.8342,0
Miami,miami,COL,1,MEDIUM,13,4.0000,6,1.3903,1.9275,3.9450,4.7400,0,1.3903,-13.9256,-11.1131,0
Miami,miami,COL,1,MEDIUM,14,4.5000,6,3.1132,2.0046,4.1028,4.9296,1,3.1132,-13.9705,-11.0455,0
Miami,miami,COL,1,MEDIUM,15,5.0000,6,3.6153,2.0817,4.2606,5.1192,1,3.6153,-13.3694,-10.3319,0
Miami,miami,COL,1,MEDIUM,16,8.5000,6,4.0188,1.6962,3.4716,4.1712,1,4.0188,-10.0591,-7.5841,0
Miami,miami,COL,1,MEDIUM,17,12.0000,6,3.8934,1.3107,2.6826,3.2232,0,3.8934,-6.9246,-5.0121,0
Miami,miami,COL,1,MEDIUM,18,12.5000,6,3.6115,1.3878,2.8404,3.4128,0,3.6115,-6.3448,-4.3198,0
Miami,miami,COL,1,MEDIUM,19,13.0000,6,3.5126,1.4649,2.9982,3.6024,1,3.5126,-5.9796,-3.8421,0
Miami,miami,COL,1,MEDIUM,20,13.5000,6,3.1683,1.5420,3.1560,3.7920,1,3.1683,-5.5693,-3.3193,0
Miami,miami,COL,1,MEDIUM,21,14.0000,6,2.7319,1.6191,3.3138,3.9816,1,2.7319,-4.8870,-2.5245,0
Miami,miami,COL,1,MEDIUM,22,14.5000,6,2.2769,1.6962,3.4716,4.1712,1,2.2769,-4.8226,-2.3476,0
Miami,miami,COL,1,MEDIUM,23,15.0000,6,2.4713,1.7733,3.6294,4.3608,1,2.4713,-4.9304,-2.3429,0
Miami,miami,COL,1,MEDIUM,24,15.5000,6,2.5504,1.8504,3.7872,4.5504,1,2.5504,-4.8426,-2.1426,0
Miami,miami,COL,1,MEDIUM,25,16.0000,5,2.0667,1.5420,3.1560,3.7920,1,2.0667,-3.7664,-1.5164,0
Miami,miami,COL,1,MEDIUM,26,16.5000,4,1.8727,1.2336,2.5248,3.0336,1,1.8727,-2.9092,-1.1092,0
Miami,miami,COL,1,MEDIUM,27,17.0000,3,1.4067,0.9252,1.8936,2.2752,1,1.4067,-2.0098,-0.6598,0
Miami,miami,COL,2,HARD,35,3.0000,6,5.0761,0.6156,1.3689,1.8009,0,5.0761,2.3823,3.5676,0
Miami,miami,COL,2,HARD,36,3.5000,6,5.4759,0.6840,1.5210,2.0010,0,5.4759,3.7719,5.0889,0
Miami,miami,COL,2,HARD,37,4.0000,6,5.0178,0.7524,1.6731,2.2011,0,5.0178,6.4690,7.9177,0
Miami,miami,COL,2,HARD,38,4.5000,6,4.2987,0.8208,1.8252,2.4012,0,4.2987,6.7347,8.3151,0
Miami,miami,COL,2,HARD,39,5.0000,6,4.1536,0.8892,1.9773,2.6013,0,4.1536,6.4635,8.1756,0
Miami,miami,COL,2,HARD,40,5.5000,6,2.9445,0.9576,2.1294,2.8014,0,2.9445,6.1532,7.9970,0
Miami,miami,COL,2,HARD,41,6.0000,6,1.3864,1.0260,2.2815,3.0015,1,1.3864,6.0307,8.0062,0
Miami,miami,COL,2,HARD,42,6.5000,6,1.5023,1.0944,2.4336,3.2016,1,1.5023,5.9880,8.0952,0
Miami,miami,COL,2,HARD,43,7.0000,6,1.8440,1.1628,2.5857,3.4017,1,1.8440,4.8457,7.0846,0
Miami,miami,COL,2,HARD,44,7.5000,6,2.9625,1.2312,2.7378,3.6018,1,2.9625,3.9919,6.3625,0
Miami,miami,COL,2,HARD,45,8.0000,6,3.0916,1.2996,2.8899,3.8019,1,3.0916,4.4601,6.9624,0
Miami,miami,COL,2,HARD,46,8.5000,6,3.5245,1.3680,3.0420,4.0020,1,3.5245,4.1851,6.8191,0
Miami,miami,COL,2,HARD,47,9.0000,6,3.9744,1.4364,3.1941,4.2021,1,3.9744,3.5345,6.3002,1
Miami,miami,COL,2,HARD,48,9.5000,6,3.7363,1.5048,3.3462,4.4022,1,3.7363,3.6207,6.5181,1
Miami,miami,COL,2,HARD,49,10.0000,6,3.8702,1.5732,3.4983,4.6023,1,3.8702,3.2243,6.2534,1
Miami,miami,COL,2,HARD,50,10.5000,6,2.9608,1.6416,3.6504,4.8024,1,2.9608,3.9314,7.0922,0
Miami,miami,COL,2,HARD,51,11.0000,5,2.1991,1.3680,3.0420,4.0020,1,2.1991,3.2061,5.8401,0
Miami,miami,COL,2,HARD,52,11.5000,4,1.4098,1.0944,2.4336,3.2016,1,1.4098,2.5153,4.6225,0
Miami,miami,COL,2,HARD,53,12.0000,3,0.8644,0.8208,1.8252,2.4012,1,0.8644,1.7231,3.3035,0
Miami,miami,HAM,1,MEDIUM,8,3.0000,3,1.5421,0.7710,1.5780,1.8960,1,1.5421,-36.9441,-35.8191,0
Miami,miami,HAM,1,MEDIUM,9,3.0000,4,1.9270,1.0794,2.2092,2.6544,1,1.9270,-51.7217,-50.1467,0
Miami,miami,HAM,1,MEDIUM,10,3.0000,5,2.2926,1.4135,2.8930,3.4760,1,2.2926,-67.7308,-65.6683,0
Miami,miami,HAM,1,MEDIUM,11,3.0000,6,3.0108,1.7733,3.6294,4.3608,1,3.0108,-84.9713,-82.3838,0
Miami,miami,HAM,1,MEDIUM,12,3.5000,6,2.0357,1.8504,3.7872,4.5504,1,2.0357,-13.3695,-10.6695,0
Miami,miami,HAM,1,MEDIUM,13,4.0000,6,1.8783,1.9275,3.9450,4.7400,0,1.8783,-12.3535,-9.5410,0
Miami,miami,HAM,1,MEDIUM,14,4.5000,6,3.2992,2.0046,4.1028,4.9296,1,3.2992,-12.3326,-9.4076,0
Miami,miami,HAM,1,MEDIUM,15,5.0000,6,3.5928,2.0817,4.2606,5.1192,1,3.5928,-11.6236,-8.5861,0
Miami,miami,HAM,1,MEDIUM,16,8.5000,6,4.3438,1.6962,3.4716,4.1712,0,4.3438,-8.7797,-6.3047,0
Miami,miami,HAM,1,MEDIUM,17,12.0000,6,4.5537,1.3107,2.6826,3.2232,0,4.5537,-5.9867,-4.0742,0
Miami,miami,HAM,1,MEDIUM,18,12.5000,6,4.3947,1.3878,2.8404,3.4128,0,4.3947,-5.4301,-3.4051,0
Miami,miami,HAM,1,MEDIUM,19,13.0000,6,4.5766,1.4649,2.9982,3.6024,0,4.5766,-5.1390,-3.0015,0
Miami,miami,HAM,1,MEDIUM,20,13.5000,6,5.6013,1.5420,3.1560,3.7920,0,5.6013,-4.7008,-2.4508,0
Miami,miami,HAM,1,MEDIUM,21,14.0000,5,4.8074,1.2850,2.6300,3.1600,0,4.8074,-3.4286,-1.5536,0
Miami,miami,HAM,1,MEDIUM,22,14.5000,4,3.3825,1.0280,2.1040,2.5280,0,3.3825,-2.4189,-0.9189,0
Miami,miami,HAM,1,MEDIUM,23,15.0000,3,2.4792,0.7710,1.5780,1.8960,0,2.4792,-1.6792,-0.5542,0
Miami,miami,HAM,2,HARD,31,3.0000,6,5.8351,0.6156,1.3689,1.8009,0,5.8351,3.2058,4.3911,0
Miami,miami,HAM,2,HARD,32,3.5000,6,5.9679,0.6840,1.5210,2.0010,0,5.9679,5.2029,6.5199,1
Miami,miami,HAM,2,HARD,33,4.0000,6,5.7878,0.7524,1.6731,2.2011,0,5.7878,4.1722,5.6209,0
Miami,miami,HAM,2,HARD,34,4.5000,6,5.7168,0.8208,1.8252,2.4012,0,5.7168,4.5428,6.1232,1
Miami,miami,HAM,2,HARD,35,5.0000,6,5.7128,0.8892,1.9773,2.6013,0,5.7128,3.5121,5.2242,0
Miami,miami,HAM,2,HARD,36,5.5000,6,5.4038,0.9576,2.1294,2.8014,0,5.4038,5.4762,7.3200,0
Miami,miami,HAM,2,HARD,37,6.0000,6,3.8528,1.0260,2.2815,3.0015,0,3.8528,9.7994,11.7749,0
Miami,miami,HAM,2,HARD,38,6.5000,6,3.4373,1.0944,2.4336,3.2016,0,3.4373,8.8072,10.9144,0
Miami,miami,HAM,2,HARD,39,7.0000,6,3.7118,1.1628,2.5857,3.4017,0,3.7118,6.9835,9.2224,0
Miami,miami,HAM,2,HARD,40,7.5000,6,3.2368,1.2312,2.7378,3.6018,1,3.2368,6.4442,8.8148,0
Miami,miami,HAM,2,HARD,41,8.0000,6,3.1348,1.2996,2.8899,3.8019,1,3.1348,5.7026,8.2049,0
Miami,miami,HAM,2,HARD,42,8.5000,6,3.2271,1.3680,3.0420,4.0020,1,3.2271,5.0671,7.7011,0
Miami,miami,HAM,2,HARD,43,9.0000,6,3.4874,1.4364,3.1941,4.2021,1,3.4874,4.4178,7.1835,0
Miami,miami,HAM,2,HARD,44,9.5000,6,4.2417,1.5048,3.3462,4.4022,1,4.2417,3.5858,6.4832,1
Miami,miami,HAM,2,HARD,45,10.0000,6,4.8241,1.5732,3.4983,4.6023,0,4.8241,3.2801,6.3092,1
Miami,miami,HAM,2,HARD,46,10.5000,6,6.0887,1.6416,3.6504,4.8024,0,6.0887,3.0583,6.2191,1
Miami,miami,HAM,2,HARD,47,11.0000,6,6.8164,1.7100,3.8025,5.0025,0,6.8164,3.1358,6.4283,0
Miami,miami,HAM,2,HARD,48,11.5000,6,7.7410,1.7784,3.9546,5.2026,0,7.7410,3.4662,6.8904,0
Miami,miami,HAM,2,HARD,49,12.0000,6,8.5826,1.8468,4.1067,5.4027,0,8.5826,3.7995,7.3554,0
Miami,miami,HAM,2,HARD,50,12.5000,6,9.9395,1.9152,4.2588,5.6028,0,9.9395,3.9453,7.6329,0
Miami,miami,HAM,2,HARD,51,13.0000,5,9.1129,1.5960,3.5490,4.6690,0,9.1129,3.3228,6.3958,0
Miami,miami,HAM,2,HARD,52,13.5000,4,7.0898,1.2768,2.8392,3.7352,0,7.0898,3.2629,5.7213,0
Miami,miami,HAM,2,HARD,53,14.0000,3,5.3959,0.9576,2.1294,2.8014,0,5.3959,2.6585,4.5023,0
Miami,miami,LEC,1,MEDIUM,8,3.0000,3,1.1752,0.7710,1.5780,1.8960,1,1.1752,-8.5281,-7.4031,0
Miami,miami,LEC,1,MEDIUM,9,3.0000,4,1.5645,1.0794,2.2092,2.6544,1,1.5645,-11.9393,-10.3643,0
Miami,miami,LEC,1,MEDIUM,10,3.0000,5,1.9824,1.4135,2.8930,3.4760,1,1.9824,-15.6348,-13.5723,0
Miami,miami,LEC,1,MEDIUM,11,3.0000,6,4.3740,1.7733,3.6294,4.3608,0,4.3740,-19.6145,-17.0270,0
Miami,miami,LEC,1,MEDIUM,12,3.5000,6,6.8396,1.8504,3.7872,4.5504,0,6.8396,-10.1188,-7.4188,0
Miami,miami,LEC,1,MEDIUM,13,4.0000,6,4.9776,1.9275,3.9450,4.7400,0,4.9776,-3.3726,-0.5601,0
Miami,miami,LEC,1,MEDIUM,14,4.5000,6,3.6763,2.0046,4.1028,4.9296,1,3.6763,-2.6427,0.2823,0
Miami,miami,LEC,1,MEDIUM,15,5.0000,5,2.9025,1.6705,3.4190,4.1080,1,2.9025,-2.0883,0.3492,0
Miami,miami,LEC,1,MEDIUM,16,8.5000,4,2.8166,1.0280,2.1040,2.5280,0,2.8166,-1.2141,0.2859,0
Miami,miami,LEC,1,MEDIUM,17,12.0000,3,0.7857,0.5397,1.1046,1.3272,1,0.7857,0.2122,0.9997,1
Miami,miami,LEC,2,HARD,25,3.0000,6,-1.4809,0.6156,1.3689,1.8009,0,-1.4809,-11.4822,-10.2969,0
Miami,miami,LEC,2,HARD,26,3.5000,6,-2.8113,0.6840,1.5210,2.0010,0,-2.8113,-0.8931,0.4239,0
Miami,miami,LEC,2,HARD,27,4.0000,6,-1.6064,0.7524,1.6731,2.2011,0,-1.6064,-4.5002,-3.0515,0
Miami,miami,LEC,2,HARD,28,4.5000,6,0.5527,0.8208,1.8252,2.4012,0,0.5527,-6.5658,-4.9854,0
Miami,miami,LEC,2,HARD,29,5.0000,6,2.5998,0.8892,1.9773,2.6013,1,2.5998,-6.3285,-4.6164,0
Miami,miami,LEC,2,HARD,30,5.5000,6,0.8543,0.9576,2.1294,2.8014,0,0.8543,-3.6038,-1.7600,0
Miami,miami,LEC,2,HARD,31,6.0000,6,1.5033,1.0260,2.2815,3.0015,1,1.5033,-3.3368,-1.3613,0
Miami,miami,LEC,2,HARD,32,6.5000,6,1.5092,1.0944,2.4336,3.2016,1,1.5092,-2.8847,-0.7775,0
Miami,miami,LEC,2,HARD,33,7.0000,6,1.1971,1.1628,2.5857,3.4017,1,1.1971,-2.2920,-0.0531,0
Miami,miami,LEC,2,HARD,34,7.5000,6,1.0651,1.2312,2.7378,3.6018,0,1.0651,-2.0259,0.3447,0
Miami,miami,LEC,2,HARD,35,8.0000,6,0.8301,1.2996,2.8899,3.8019,0,0.8301,-1.7244,0.7779,0
Miami,miami,LEC,2,HARD,36,8.5000,6,1.2691,1.3680,3.0420,4.0020,0,1.2691,-1.6423,0.9917,0
Miami,miami,LEC,2,HARD,37,9.0000,6,1.0021,1.4364,3.1941,4.2021,0,1.0021,-1.0897,1.6760,1
Miami,miami,LEC,2,HARD,38,9.5000,6,0.7255,1.5048,3.3462,4.4022,0,0.7255,-0.8713,2.0261,1
Miami,miami,LEC,2,HARD,39,10.0000,6,1.0713,1.5732,3.4983,4.6023,0,1.0713,-0.9877,2.0414,1
Miami,miami,LEC,2,HARD,40,10.5000,6,2.0754,1.6416,3.6504,4.8024,1,2.0754,-1.0224,2.1384,1
Miami,miami,LEC,2,HARD,41,11.0000,6,3.3706,1.7100,3.8025,5.0025,1,3.3706,-1.1087,2.1838,0
Miami,miami,LEC,2,HARD,42,11.5000,6,3.4666,1.7784,3.9546,5.2026,1,3.4666,-0.7454,2.6788,0
