anno,circuito,compound,drv,stint,n_usable,n_centrale,n_coda,pend_base,pend_coda,marg_raw,marg_iso_centrale,marg_iso_fuelprior,cum5_iso
2024,Canadian,MEDIUM,VER,3,13,8,5,-0.2131,-0.0271,-0.0271,0.1860,0.0229,1.3836
2024,Canadian,MEDIUM,ZHO,4,11,6,5,-0.4319,-0.2878,-0.2878,0.1441,-0.2378,5.7301
2024,Chinese,MEDIUM,ALO,4,9,4,5,-0.1468,0.2205,0.2205,0.3673,0.2830,5.5884
2024,Chinese,MEDIUM,GAS,4,13,8,5,0.1356,0.0928,0.0928,-0.0428,0.1553,-3.3873
2024,Chinese,HARD,HUL,3,12,7,5,0.0111,0.0720,0.0720,0.0609,0.1345,1.3412
2024,Chinese,MEDIUM,LEC,1,9,4,5,-0.0808,-0.0379,-0.0379,0.0429,0.0246,2.5385
2024,Chinese,HARD,LEC,2,16,11,5,0.0369,0.0746,0.0746,0.0377,0.1371,0.0103
2024,Chinese,MEDIUM,MAG,3,17,12,5,-0.0288,0.2246,0.2246,0.2534,0.2871,6.7316
2024,Chinese,MEDIUM,NOR,1,13,8,5,-0.0464,0.0460,0.0460,0.0924,0.1085,1.9752
2024,Chinese,HARD,NOR,2,23,18,5,0.0498,0.1158,0.1158,0.0660,0.1783,0.2078
2024,Chinese,HARD,OCO,3,15,10,5,-0.0042,0.0106,0.0106,0.0148,0.0731,0.6907
2024,Chinese,MEDIUM,PER,1,8,3,5,-0.0210,0.1105,0.1105,0.1315,0.1730,1.6673
2024,Chinese,HARD,PER,3,18,13,5,0.0455,0.1451,0.1451,0.0996,0.2076,0.8432
2024,Chinese,HARD,PIA,3,20,15,5,0.0004,-0.0005,-0.0005,-0.0009,0.0620,1.3804
2024,Chinese,HARD,RUS,3,13,8,5,-0.0188,0.0883,0.0883,0.1071,0.1508,3.0786
2024,Chinese,HARD,SAI,2,23,18,5,-0.0185,0.0144,0.0144,0.0329,0.0769,1.2812
2024,Chinese,HARD,SAR,3,15,10,5,0.0677,0.1431,0.1431,0.0753,0.2056,-1.0688
2024,Chinese,HARD,STR,5,18,13,5,0.1002,0.1341,0.1341,0.0339,0.1966,-0.6616
2024,Chinese,MEDIUM,VER,1,10,5,5,0.1822,0.0662,0.0662,-0.1160,0.1287,-2.3980
2024,Chinese,HARD,VER,3,25,20,5,0.0527,0.1269,0.1269,0.0742,0.1894,0.7158
2024,Chinese,HARD,ZHO,2,9,4,5,0.2663,-0.0687,-0.0687,-0.3350,-0.0062,-1.6035
2024,Chinese,SOFT,ZHO,4,11,6,5,0.3252,0.1364,0.1364,-0.1888,0.1989,-8.0837
2024,Dutch,HARD,ALB,2,22,17,5,0.0102,-0.0038,-0.0038,-0.0140,0.0448,-4.5734
2024,Dutch,MEDIUM,ALB,3,12,7,5,-0.1001,-0.0938,-0.0938,0.0063,-0.0452,2.5816
2024,Dutch,MEDIUM,ALO,1,14,9,5,-0.0359,0.0567,0.0567,0.0927,0.1054,1.6589
2024,Dutch,HARD,ALO,2,22,17,5,-0.0186,-0.1561,-0.1561,-0.1375,-0.1075,1.6000
2024,Dutch,SOFT,BOT,1,8,3,5,-0.0329,0.0778,0.0778,0.1107,0.1264,2.7746
2024,Dutch,HARD,BOT,2,24,19,5,0.0523,0.2661,0.2661,0.2138,0.3147,-0.3027
2024,Dutch,MEDIUM,BOT,3,25,20,5,-0.0160,0.0349,0.0349,0.0509,0.0835,0.6651
2024,Dutch,MEDIUM,GAS,1,24,19,5,0.0144,0.1076,0.1076,0.0932,0.1562,-0.2539
2024,Dutch,HARD,GAS,2,32,27,5,-0.0171,0.1085,0.1085,0.1256,0.1571,-0.0371
2024,Dutch,HARD,HAM,2,17,12,5,-0.0441,0.2697,0.2697,0.3138,0.3183,3.7672
2024,Dutch,SOFT,HAM,3,15,10,5,-0.0005,0.1555,0.1555,0.1560,0.2041,3.2275
2024,Dutch,HARD,HUL,2,44,39,5,-0.0081,0.0488,0.0488,0.0569,0.0974,-0.0743
2024,Dutch,HARD,LEC,2,45,40,5,-0.0132,-0.0174,-0.0174,-0.0042,0.0312,0.1171
2024,Dutch,HARD,MAG,1,16,11,5,0.0234,0.0517,0.0517,0.0283,0.1003,-0.9276
2024,Dutch,MEDIUM,NOR,1,10,5,5,-0.0710,0.0101,0.0101,0.0811,0.0587,1.0440
2024,Dutch,HARD,NOR,2,42,37,5,0.0069,-0.1336,-0.1336,-0.1405,-0.0850,-1.2749
2024,Dutch,MEDIUM,OCO,1,11,6,5,-0.1932,0.0365,0.0365,0.2297,0.0851,7.3511
2024,Dutch,HARD,OCO,2,35,30,5,0.0113,-0.0979,-0.0979,-0.1092,-0.0493,1.8352
2024,Dutch,MEDIUM,PER,1,10,5,5,-0.0078,-0.0651,-0.0651,-0.0573,-0.0165,0.4858
2024,Dutch,HARD,PER,2,37,32,5,0.0057,-0.0015,-0.0015,-0.0072,0.0471,-1.6038
2024,Dutch,MEDIUM,PIA,1,8,3,5,-0.2355,0.1079,0.1079,0.3434,0.1565,4.9157
2024,Dutch,MEDIUM,RIC,1,14,9,5,0.0021,0.1203,0.1203,0.1182,0.1689,-0.0917
2024,Dutch,HARD,RIC,2,25,20,5,-0.0208,-0.0217,-0.0217,-0.0009,0.0269,0.0570
2024,Dutch,MEDIUM,RUS,1,18,13,5,-0.0181,0.0774,0.0774,0.0955,0.1260,2.1188
2024,Dutch,HARD,RUS,2,24,19,5,-0.0495,0.0873,0.0873,0.1368,0.1359,2.2113
2024,Dutch,SOFT,RUS,3,17,12,5,0.0601,0.1256,0.1256,0.0655,0.1742,-2.6313
2024,Dutch,MEDIUM,SAI,1,19,14,5,-0.0309,0.0218,0.0218,0.0527,0.0704,0.7810
2024,Dutch,HARD,SAI,2,28,23,5,-0.0049,-0.1528,-0.1528,-0.1479,-0.1042,0.0801
2024,Dutch,MEDIUM,SAR,1,11,6,5,-0.0592,0.0575,0.0575,0.1167,0.1061,2.5261
2024,Dutch,HARD,SAR,2,36,31,5,0.0219,0.0411,0.0411,0.0192,0.0897,-2.9212
2024,Dutch,MEDIUM,STR,1,14,9,5,-0.0377,0.1129,0.1129,0.1507,0.1615,2.6802
2024,Dutch,HARD,STR,2,18,13,5,-0.0224,0.0646,0.0646,0.0870,0.1132,0.3955
2024,Dutch,MEDIUM,VER,1,21,16,5,0.0081,0.0278,0.0278,0.0197,0.0764,0.3568
2024,Dutch,HARD,VER,2,43,38,5,0.0031,0.2246,0.2246,0.2215,0.2732,0.8567
2024,Dutch,MEDIUM,ZHO,1,9,4,5,-0.0653,0.0506,0.0506,0.1159,0.0992,1.7316
2024,Dutch,HARD,ZHO,2,28,23,5,0.1157,-0.1482,-0.1482,-0.2639,-0.0996,-9.7204
2024,Dutch,SOFT,ZHO,3,17,12,5,0.1193,0.0263,0.0263,-0.0930,0.0749,-6.8280
2024,Emilia Romagna,MEDIUM,ALB,3,11,6,5,0.1758,-0.0198,-0.0198,-0.1956,0.0358,-3.0243
2024,Emilia Romagna,MEDIUM,ALB,5,21,16,5,-0.0045,0.4634,0.4634,0.4679,0.5190,1.8693
2024,Emilia Romagna,HARD,ALO,2,29,24,5,0.0540,0.0437,0.0437,-0.0103,0.0993,-1.9341
2024,Emilia Romagna,MEDIUM,ALO,3,8,3,5,0.5640,0.0181,0.0181,-0.5459,0.0737,-10.8393
2024,Emilia Romagna,HARD,BOT,2,39,34,5,0.0434,0.4453,0.4453,0.4019,0.5009,1.0228
2024,Emilia Romagna,HARD,GAS,2,11,6,5,0.0768,0.0915,0.0915,0.0147,0.1471,-0.5904
2024,Emilia Romagna,MEDIUM,GAS,3,19,14,5,-0.0217,0.0404,0.0404,0.0621,0.0960,0.4693
2024,Emilia Romagna,HARD,HAM,2,30,25,5,0.0139,0.0016,0.0016,-0.0123,0.0572,-2.5776
2024,Emilia Romagna,MEDIUM,HUL,1,8,3,5,0.0880,0.1187,0.1187,0.0307,0.1743,-1.3203
2024,Emilia Romagna,HARD,HUL,2,34,29,5,0.0187,0.1732,0.1732,0.1545,0.2288,-2.2576
2024,Emilia Romagna,HARD,LEC,2,28,23,5,-0.0016,0.1908,0.1908,0.1924,0.2464,1.4833
2024,Emilia Romagna,MEDIUM,MAG,1,26,21,5,0.0161,-0.1968,-0.1968,-0.2129,-0.1412,0.2815
2024,Emilia Romagna,HARD,MAG,2,10,5,5,-0.2742,-0.0088,-0.0088,0.2654,0.0468,7.5875
2024,Emilia Romagna,MEDIUM,NOR,1,14,9,5,0.0895,0.0846,0.0846,-0.0049,0.1402,-1.4183
2024,Emilia Romagna,HARD,NOR,2,33,28,5,-0.0146,-0.0787,-0.0787,-0.0641,-0.0231,-1.3316
2024,Emilia Romagna,MEDIUM,OCO,1,12,7,5,0.0469,0.0162,0.0162,-0.0307,0.0718,-0.1066
2024,Emilia Romagna,HARD,OCO,2,13,8,5,0.1260,-0.2123,-0.2123,-0.3383,-0.1568,-12.4050
2024,Emilia Romagna,HARD,PER,1,23,18,5,0.0139,0.1907,0.1907,0.1768,0.2463,-1.1165
2024,Emilia Romagna,MEDIUM,PER,2,22,17,5,0.0039,0.2061,0.2061,0.2022,0.2617,1.0105
2024,Emilia Romagna,HARD,PIA,2,27,22,5,0.0051,0.0974,0.0974,0.0923,0.1530,-1.3145
2024,Emilia Romagna,HARD,RIC,2,26,21,5,0.0202,-0.0308,-0.0308,-0.0510,0.0248,5.3163
2024,Emilia Romagna,MEDIUM,RUS,1,14,9,5,0.0736,0.0935,0.0935,0.0200,0.1491,-0.4988
2024,Emilia Romagna,HARD,RUS,2,23,18,5,0.0016,-0.0456,-0.0456,-0.0472,0.0100,1.3846
2024,Emilia Romagna,MEDIUM,RUS,3,10,5,5,0.1733,0.1892,0.1892,0.0159,0.2448,0.9885
2024,Emilia Romagna,MEDIUM,SAI,1,16,11,5,0.0526,-0.0984,-0.0984,-0.1510,-0.0429,-2.5372
2024,Emilia Romagna,HARD,SAI,2,34,29,5,0.0194,-0.1062,-0.1062,-0.1256,-0.0506,-1.8222
2024,Emilia Romagna,HARD,SAR,1,17,12,5,-0.0125,0.1172,0.1172,0.1297,0.1727,2.1031
2024,Emilia Romagna,MEDIUM,SAR,2,17,12,5,0.0744,-0.4569,-0.4569,-0.5313,-0.4013,-6.2549
2024,Emilia Romagna,MEDIUM,STR,1,22,17,5,0.0269,-0.0920,-0.0920,-0.1189,-0.0364,-1.3993
2024,Emilia Romagna,HARD,STR,2,16,11,5,-0.0043,0.8232,0.8232,0.8275,0.8788,6.1911
2024,Emilia Romagna,HARD,TSU,2,35,30,5,0.0241,0.0029,0.0029,-0.0212,0.0585,-2.8545
2024,Emilia Romagna,MEDIUM,VER,1,21,16,5,0.0471,0.1155,0.1155,0.0684,0.1711,0.9356
2024,Emilia Romagna,HARD,VER,2,37,32,5,-0.0001,0.1452,0.1452,0.1453,0.2008,-0.1718
2024,Emilia Romagna,HARD,ZHO,1,23,18,5,0.0023,0.1978,0.1978,0.1955,0.2534,0.9085
2024,Emilia Romagna,MEDIUM,ZHO,2,11,6,5,-0.0841,0.2162,0.2162,0.3003,0.2717,6.5914
2024,Hungarian,HARD,ALB,3,32,27,5,0.0551,-0.0424,-0.0424,-0.0975,0.0076,-3.4737
2024,Hungarian,MEDIUM,ALO,2,18,13,5,-0.0241,0.1592,0.1592,0.1833,0.2092,-0.5898
2024,Hungarian,HARD,ALO,3,24,19,5,0.0074,0.1645,0.1645,0.1571,0.2145,3.6332
2024,Hungarian,HARD,BOT,2,11,6,5,0.0280,0.4301,0.4301,0.4021,0.4801,3.2780
2024,Hungarian,HARD,BOT,3,10,5,5,-0.6573,-0.0734,-0.0734,0.5839,-0.0234,48.5494
2024,Hungarian,HARD,GAS,1,19,14,5,0.0088,0.0927,0.0927,0.0839,0.1427,1.0689
2024,Hungarian,HARD,HAM,2,20,15,5,0.0417,0.0207,0.0207,-0.0210,0.0707,4.6803
2024,Hungarian,HARD,HAM,3,27,22,5,0.0007,0.1121,0.1121,0.1114,0.1621,-0.2337
2024,Hungarian,HARD,HUL,2,18,13,5,0.0989,0.1626,0.1626,0.0637,0.2126,-0.7552
2024,Hungarian,HARD,HUL,3,34,29,5,0.0327,-1.1291,-1.1291,-1.1618,-1.0791,8.9334
2024,Hungarian,HARD,LEC,2,11,6,5,-0.0958,0.3435,0.3435,0.4393,0.3935,6.1663
2024,Hungarian,MEDIUM,LEC,3,12,7,5,0.0252,-0.0468,-0.0468,-0.0720,0.0032,-0.4820
2024,Hungarian,HARD,MAG,3,31,26,5,0.0709,-0.0758,-0.0758,-0.1467,-0.0258,-2.2321
2024,Hungarian,MEDIUM,NOR,1,13,8,5,0.0991,0.0499,0.0499,-0.0492,0.0999,-2.1939
2024,Hungarian,HARD,NOR,2,15,10,5,-0.0955,0.0797,0.0797,0.1752,0.1297,7.0032
2024,Hungarian,MEDIUM,NOR,3,21,16,5,-0.0309,0.3473,0.3473,0.3782,0.3973,8.6204
2024,Hungarian,HARD,OCO,3,17,12,5,-0.0474,-0.5230,-0.5230,-0.4755,-0.4730,10.3084
2024,Hungarian,MEDIUM,PER,2,11,6,5,-0.0140,0.2276,0.2276,0.2416,0.2776,0.5624
2024,Hungarian,MEDIUM,PER,3,20,15,5,0.1552,0.0812,0.0812,-0.0740,0.1312,-3.0925
2024,Hungarian,MEDIUM,PIA,1,15,10,5,-0.0108,0.0276,0.0276,0.0384,0.0776,1.4686
2024,Hungarian,HARD,PIA,2,26,21,5,0.0701,0.0184,0.0184,-0.0517,0.0684,-2.2618
2024,Hungarian,MEDIUM,PIA,3,21,16,5,0.0447,0.0541,0.0541,0.0094,0.1041,0.0117
2024,Hungarian,HARD,RIC,3,31,26,5,0.0493,0.5947,0.5947,0.5454,0.6447,4.3701
2024,Hungarian,HARD,RUS,1,11,6,5,-0.0200,0.0221,0.0221,0.0421,0.0721,2.3130
2024,Hungarian,MEDIUM,RUS,2,15,10,5,0.0880,-0.0168,-0.0168,-0.1048,0.0332,-3.1385
2024,Hungarian,HARD,RUS,3,12,7,5,0.2251,0.1801,0.1801,-0.0450,0.2301,-1.7312
2024,Hungarian,MEDIUM,SAI,1,18,13,5,0.0137,-0.0431,-0.0431,-0.0568,0.0069,0.5134
2024,Hungarian,HARD,SAI,2,21,16,5,0.0555,0.1090,0.1090,0.0535,0.1590,-0.4294
2024,Hungarian,MEDIUM,SAI,3,12,7,5,0.0390,-0.0581,-0.0581,-0.0971,-0.0081,3.4495
2024,Hungarian,MEDIUM,STR,2,11,6,5,0.0290,0.0889,0.0889,0.0599,0.1389,-3.1322
2024,Hungarian,HARD,STR,3,12,7,5,0.0284,0.0149,0.0149,-0.0135,0.0649,0.7525
2024,Hungarian,MEDIUM,TSU,1,22,17,5,0.0654,-0.0884,-0.0884,-0.1538,-0.0384,1.4575
2024,Hungarian,HARD,TSU,2,31,26,5,-0.0237,0.1479,0.1479,0.1716,0.1979,3.4649
2024,Hungarian,MEDIUM,VER,1,12,7,5,0.0412,-0.0721,-0.0721,-0.1133,-0.0221,-0.7759
2024,Hungarian,HARD,VER,2,15,10,5,0.0598,0.1473,0.1473,0.0875,0.1973,0.2259
2024,Hungarian,HARD,ZHO,2,19,14,5,-0.0006,0.6667,0.6667,0.6673,0.7167,6.8906
2024,Hungarian,HARD,ZHO,3,30,25,5,0.0349,0.3481,0.3481,0.3132,0.3981,-0.3003
2024,Italian,MEDIUM,ALB,1,12,7,5,-0.1135,0.2902,0.2902,0.4037,0.3562,4.1421
2024,Italian,HARD,ALB,2,27,22,5,-0.0201,-0.0689,-0.0689,-0.0488,-0.0029,-2.1194
2024,Italian,HARD,ALO,2,11,6,5,-0.0437,0.0249,0.0249,0.0686,0.0909,2.3239
2024,Italian,HARD,ALO,3,9,4,5,-0.0137,-0.0343,-0.0343,-0.0206,0.0318,-1.5829
2024,Italian,HARD,BOT,1,14,9,5,0.0294,-0.0807,-0.0807,-0.1101,-0.0147,-4.1535
2024,Italian,MEDIUM,BOT,2,16,11,5,-0.0884,-0.2940,-0.2940,-0.2056,-0.2280,-1.2833
2024,Italian,HARD,COL,2,29,24,5,0.0004,-0.1363,-0.1363,-0.1367,-0.0703,-3.4601
2024,Italian,HARD,GAS,3,15,10,5,0.0529,-0.0156,-0.0156,-0.0685,0.0504,-7.6731
2024,Italian,HARD,HAM,3,14,9,5,-0.0481,0.1592,0.1592,0.2073,0.2252,3.6917
2024,Italian,HARD,HUL,2,20,15,5,0.0288,-0.0866,-0.0866,-0.1154,-0.0206,-1.2927
2024,Italian,HARD,HUL,3,14,9,5,-0.1684,0.1079,0.1079,0.2763,0.1740,6.6128
2024,Italian,HARD,LEC,2,23,18,5,0.0202,-0.0109,-0.0109,-0.0311,0.0551,-1.4769
2024,Italian,HARD,MAG,2,20,15,5,-0.0465,0.0102,0.0102,0.0567,0.0762,-1.1133
2024,Italian,HARD,NOR,2,8,3,5,-0.1666,0.3893,0.3893,0.5559,0.4553,3.7820
2024,Italian,HARD,NOR,3,11,6,5,-0.0751,-0.2972,-0.2972,-0.2221,-0.2312,2.9076
2024,Italian,HARD,OCO,1,12,7,5,-0.0182,-0.1260,-0.1260,-0.1078,-0.0600,0.3502
2024,Italian,MEDIUM,OCO,2,19,14,5,-0.0205,-0.1430,-0.1430,-0.1225,-0.0770,1.0679
2024,Italian,HARD,PER,2,9,4,5,-0.0549,-0.1339,-0.1339,-0.0790,-0.0679,1.6905
2024,Italian,MEDIUM,PER,3,10,5,5,-0.0666,0.2479,0.2479,0.3145,0.3139,4.7320
2024,Italian,MEDIUM,PIA,1,13,8,5,-0.1231,0.2138,0.2138,0.3369,0.2798,4.9689
2024,Italian,HARD,PIA,2,18,13,5,-0.0871,0.1376,0.1376,0.2247,0.2036,4.2308
2024,Italian,HARD,PIA,3,11,6,5,0.0659,-0.2642,-0.2642,-0.3301,-0.1982,-3.1749
2024,Italian,HARD,RIC,2,36,31,5,-0.0114,-0.1138,-0.1138,-0.1024,-0.0478,-1.6142
2024,Italian,HARD,RUS,3,13,8,5,-0.2260,0.0839,0.0839,0.3099,0.1499,3.7665
2024,Italian,MEDIUM,SAI,1,8,3,5,0.1785,0.1112,0.1112,-0.0673,0.1772,-3.0020
2024,Italian,HARD,SAI,2,31,26,5,0.0109,-0.1451,-0.1451,-0.1560,-0.0791,-1.0304
2024,Italian,HARD,STR,1,10,5,5,-0.0424,0.1580,0.1580,0.2004,0.2240,3.5337
2024,Italian,HARD,VER,2,15,10,5,-0.0142,0.1366,0.1366,0.1508,0.2026,1.1643
2024,Italian,MEDIUM,VER,3,10,5,5,-0.1793,0.2589,0.2589,0.4382,0.3249,4.4175
2024,Italian,HARD,ZHO,2,35,30,5,0.0396,0.2528,0.2528,0.2132,0.3188,-2.2488
2024,Japanese,MEDIUM,ALO,3,15,10,5,0.0488,0.0257,0.0257,-0.0231,0.0917,-0.5447
2024,Japanese,HARD,ALO,4,16,11,5,0.0395,-0.2585,-0.2585,-0.2980,-0.1925,-1.8658
2024,Japanese,MEDIUM,GAS,3,13,8,5,0.0775,0.1117,0.1117,0.0342,0.1777,-1.5515
2024,Japanese,HARD,GAS,4,17,12,5,-0.1061,0.0797,0.0797,0.1858,0.1457,8.7023
2024,Japanese,HARD,HAM,3,12,7,5,0.1596,0.1559,0.1559,-0.0037,0.2219,-3.2106
2024,Japanese,MEDIUM,HAM,4,9,4,5,0.2602,0.2124,0.2124,-0.0478,0.2784,-2.8325
2024,Japanese,HARD,HUL,3,14,9,5,0.0485,0.1670,0.1670,0.1185,0.2330,1.5996
2024,Japanese,MEDIUM,LEC,2,14,9,5,-0.1744,-0.0243,-0.0243,0.1501,0.0417,5.4495
2024,Japanese,HARD,LEC,3,21,16,5,-0.0244,-0.0956,-0.0956,-0.0712,-0.0296,-2.2175
2024,Japanese,MEDIUM,MAG,2,8,3,5,0.1639,-0.0769,-0.0769,-0.2408,-0.0109,-3.2356
2024,Japanese,HARD,MAG,3,21,16,5,-0.0172,0.0365,0.0365,0.0537,0.1025,1.4010
2024,Japanese,HARD,NOR,4,12,7,5,-0.0448,0.0322,0.0322,0.0771,0.0983,-0.3666
2024,Japanese,HARD,OCO,3,9,4,5,0.2266,-0.0532,-0.0532,-0.2798,0.0128,-5.8395
2024,Japanese,MEDIUM,OCO,4,16,11,5,0.0347,-0.1068,-0.1068,-0.1415,-0.0408,-6.4774
2024,Japanese,MEDIUM,PER,2,9,4,5,0.0347,0.1067,0.1067,0.0720,0.1727,2.5735
2024,Japanese,MEDIUM,PER,3,10,5,5,-0.0022,0.0895,0.0895,0.0917,0.1555,-0.9694
2024,Japanese,HARD,PER,4,17,12,5,0.0258,-0.0929,-0.0929,-0.1187,-0.0269,-1.0333
2024,Japanese,HARD,PIA,3,14,9,5,0.0766,0.1420,0.1420,0.0654,0.2080,-1.6101
2024,Japanese,HARD,RUS,3,9,4,5,0.1825,-0.0465,-0.0465,-0.2290,0.0195,-3.6022
2024,Japanese,MEDIUM,SAI,3,16,11,5,0.0181,-0.0111,-0.0111,-0.0292,0.0549,-0.5724
2024,Japanese,HARD,SAI,4,11,6,5,0.0287,0.1511,0.1511,0.1224,0.2171,0.6630
2024,Japanese,SOFT,SAR,5,9,4,5,0.2270,0.3370,0.3370,0.1100,0.4030,-2.6085
2024,Japanese,SOFT,STR,5,12,7,5,0.0271,0.3459,0.3459,0.3188,0.4119,3.5507
2024,Japanese,HARD,TSU,4,25,20,5,-0.0037,0.2099,0.2099,0.2136,0.2759,-2.3339
2024,Japanese,MEDIUM,VER,2,12,7,5,0.1896,0.0317,0.0317,-0.1579,0.0977,-1.5506
2024,Japanese,MEDIUM,VER,3,13,8,5,0.0953,0.0857,0.0857,-0.0096,0.1517,-0.5275
2024,Japanese,HARD,VER,4,16,11,5,0.0420,0.2020,0.2020,0.1600,0.2680,-1.7745
2024,Las Vegas,HARD,ALB,2,9,4,5,-0.0281,0.3920,0.3920,0.4200,0.4620,2.0505
2024,Las Vegas,HARD,ALO,2,8,3,5,-0.0815,0.0293,0.0293,0.1108,0.0993,2.8093
2024,Las Vegas,HARD,ALO,3,14,9,5,-0.0599,0.0424,0.0424,0.1024,0.1124,4.7972
2024,Las Vegas,HARD,BOT,3,12,7,5,-0.0834,0.5652,0.5652,0.6486,0.6352,1.1229
2024,Las Vegas,HARD,COL,3,10,5,5,-0.1398,-0.0045,-0.0045,0.1353,0.0655,2.8374
2024,Las Vegas,HARD,HAM,3,20,15,5,-0.0889,0.4987,0.4987,0.5876,0.5687,9.5575
2024,Las Vegas,HARD,LAW,2,8,3,5,0.0355,0.0224,0.0224,-0.0131,0.0924,-0.2028
2024,Las Vegas,HARD,LAW,3,11,6,5,-0.2039,0.0817,0.0817,0.2856,0.1517,4.9785
2024,Las Vegas,HARD,LEC,2,12,7,5,-0.2472,0.1539,0.1539,0.4011,0.2239,11.0365
2024,Las Vegas,HARD,MAG,2,22,17,5,-0.0634,-0.2632,-0.2632,-0.1998,-0.1932,-1.0808
2024,Las Vegas,HARD,NOR,2,10,5,5,0.0679,0.1115,0.1115,0.0436,0.1815,0.9205
2024,Las Vegas,HARD,NOR,3,15,10,5,-0.2497,0.1617,0.1617,0.4114,0.2317,6.4528
2024,Las Vegas,HARD,OCO,3,10,5,5,0.0459,-0.0125,-0.0125,-0.0584,0.0575,-3.2084
2024,Las Vegas,MEDIUM,PER,2,8,3,5,0.0313,0.0295,0.0295,-0.0018,0.0995,-1.6451
2024,Las Vegas,HARD,PIA,3,18,13,5,-0.0879,0.3080,0.3080,0.3959,0.3780,5.2615
2024,Las Vegas,MEDIUM,RUS,1,10,5,5,-0.2222,0.0710,0.0710,0.2932,0.1410,5.3720
2024,Las Vegas,HARD,RUS,2,18,13,5,-0.0617,0.0032,0.0032,0.0649,0.0732,2.1371
2024,Las Vegas,HARD,RUS,3,17,12,5,-0.1341,0.5144,0.5144,0.6485,0.5844,6.7485
2024,Las Vegas,HARD,SAI,2,13,8,5,-0.1877,0.2081,0.2081,0.3958,0.2781,4.5456
2024,Las Vegas,HARD,SAI,3,17,12,5,-0.0851,0.1827,0.1827,0.2678,0.2527,2.3038
2024,Las Vegas,HARD,STR,3,16,11,5,-0.0429,0.1464,0.1464,0.1893,0.2164,-0.1065
2024,Las Vegas,HARD,TSU,2,14,9,5,0.0053,-0.1808,-0.1808,-0.1861,-0.1108,2.0894
2024,Las Vegas,HARD,TSU,3,13,8,5,-0.0927,-0.0211,-0.0211,0.0716,0.0489,2.4913
2024,Las Vegas,HARD,VER,2,13,8,5,-0.1460,0.1880,0.1880,0.3340,0.2580,3.5988
2024,Las Vegas,HARD,VER,3,10,5,5,-0.1092,0.0445,0.0445,0.1538,0.1145,2.8535
2024,Las Vegas,HARD,ZHO,2,10,5,5,-0.0027,0.0081,0.0081,0.0108,0.0781,-0.0905
2024,Las Vegas,HARD,ZHO,3,9,4,5,-0.2246,0.1438,0.1438,0.3684,0.2138,6.3722
2024,Mexico City,HARD,BOT,1,21,16,5,-0.0259,-0.0718,-0.0718,-0.0459,-0.0225,0.1299
2024,Mexico City,MEDIUM,BOT,2,20,15,5,0.0195,0.5243,0.5243,0.5048,0.5736,2.9986
2024,Mexico City,HARD,COL,1,22,17,5,-0.0186,-0.0340,-0.0340,-0.0154,0.0153,-0.7155
2024,Mexico City,MEDIUM,COL,2,12,7,5,0.2126,-0.1351,-0.1351,-0.3477,-0.0858,-13.6526
2024,Mexico City,MEDIUM,GAS,1,8,3,5,-0.0625,0.1898,0.1898,0.2523,0.2391,1.8573
2024,Mexico City,HARD,GAS,2,32,27,5,-0.0200,-0.3445,-0.3445,-0.3245,-0.2952,1.6875
2024,Mexico City,MEDIUM,HAM,1,9,4,5,-0.1058,0.1896,0.1896,0.2954,0.2389,2.7380
2024,Mexico City,HARD,HAM,2,19,14,5,-0.0169,0.1228,0.1228,0.1397,0.1721,0.9624
2024,Mexico City,MEDIUM,HUL,1,13,8,5,0.0165,0.1201,0.1201,0.1036,0.1694,1.1835
2024,Mexico City,HARD,HUL,2,32,27,5,-0.0236,0.7703,0.7703,0.7939,0.8196,4.9655
2024,Mexico City,HARD,LAW,1,13,8,5,0.0029,0.0610,0.0610,0.0582,0.1103,-1.5154
2024,Mexico City,MEDIUM,LEC,1,13,8,5,-0.0153,-0.0487,-0.0487,-0.0334,0.0006,2.6708
2024,Mexico City,HARD,LEC,2,35,30,5,0.0114,0.0438,0.0438,0.0324,0.0931,0.3736
2024,Mexico City,MEDIUM,MAG,1,9,4,5,0.0254,0.0858,0.0858,0.0604,0.1351,2.5030
2024,Mexico City,HARD,MAG,2,35,30,5,-0.0365,0.1438,0.1438,0.1803,0.1931,3.6577
2024,Mexico City,HARD,NOR,2,34,29,5,-0.0197,0.0812,0.0812,0.1009,0.1305,-0.9348
2024,Mexico City,HARD,OCO,1,17,12,5,-0.0213,0.0146,0.0146,0.0359,0.0639,0.0237
2024,Mexico City,MEDIUM,OCO,2,15,10,5,-0.0036,-0.0741,-0.0741,-0.0704,-0.0248,-0.3965
2024,Mexico City,MEDIUM,PER,2,13,8,5,0.1334,0.0635,0.0635,-0.0699,0.1128,-0.3535
2024,Mexico City,MEDIUM,PER,3,18,13,5,0.0375,0.5364,0.5364,0.4989,0.5857,4.6330
2024,Mexico City,MEDIUM,PIA,1,9,4,5,-0.2915,-0.0428,-0.0428,0.2487,0.0065,14.4220
2024,Mexico City,HARD,PIA,2,22,17,5,-0.0485,0.1661,0.1661,0.2146,0.2154,1.6075
2024,Mexico City,MEDIUM,RUS,1,16,11,5,-0.0269,0.0411,0.0411,0.0680,0.0904,1.2558
2024,Mexico City,HARD,RUS,2,37,32,5,-0.0096,-0.0432,-0.0432,-0.0336,0.0061,1.4660
