circuito,stagione,round,durata_s
Miami,2024,6,22.466
Miami,2024,6,21.695
Miami,2024,6,21.825
Miami,2024,6,22.663
Miami,2024,6,22.374
Miami,2024,6,23.265
Miami,2024,6,22.187
Miami,2024,6,22.800
Miami,2024,6,22.107
Miami,2024,6,22.216
Miami,2024,6,22.805
Miami,2024,6,22.396
Miami,2024,6,22.153
Miami,2024,6,23.017
Miami,2024,6,22.540
Miami,2024,6,22.487
Miami,2024,6,22.631
Miami,2024,6,29.727
Miami,2024,6,22.041
Miami,2024,6,22.765
Miami,2024,6,30.732
Miami,2024,6,30.409
Miami,2024,6,22.567
Miami,2025,6,22.188
Miami,2025,6,22.317
Miami,2025,6,22.115
Miami,2025,6,23.162
Miami,2025,6,24.383
Miami,2025,6,22.415
Miami,2025,6,22.501
Miami,2025,6,21.906
Miami,2025,6,22.560
Miami,2025,6,23.104
Miami,2025,6,23.602
Miami,2025,6,22.439
Miami,2025,6,22.106
Miami,2025,6,22.044
Miami,2025,6,24.257
Miami,2025,6,22.183
Miami,2025,6,22.060
Miami,2025,6,22.108
Miami,2026,4,33.710
Miami,2026,4,23.529
Miami,2026,4,22.547
Miami,2026,4,22.042
Miami,2026,4,23.827
Miami,2026,4,23.386
Miami,2026,4,22.630
Miami,2026,4,22.128
Miami,2026,4,23.474
Miami,2026,4,23.016
Miami,2026,4,23.779
Miami,2026,4,22.565
Miami,2026,4,22.731
Miami,2026,4,23.024
Miami,2026,4,23.595
Miami,2026,4,23.228
Miami,2026,4,17.173
Miami,2026,4,23.093
Miami,2026,4,24.027
Miami,2026,4,23.986
Miami,2026,4,22.090
Miami,2026,4,23.160
Monaco,2023,6,32.494
Monaco,2023,6,26.141
Monaco,2023,6,24.887
Monaco,2023,6,24.290
Monaco,2023,6,24.376
Monaco,2023,6,27.774
Monaco,2023,6,24.594
Monaco,2023,6,25.833
Monaco,2023,6,24.252
Monaco,2023,6,32.749
Monaco,2023,6,24.192
Monaco,2023,6,23.902
Monaco,2023,6,24.663
Monaco,2023,6,30.395
Monaco,2023,6,24.656
Monaco,2023,6,25.260
Monaco,2023,6,26.990
Monaco,2023,6,33.706
Monaco,2023,6,25.946
Monaco,2023,6,24.414
Monaco,2023,6,24.539
Monaco,2023,6,30.980
Monaco,2023,6,24.707
Monaco,2023,6,26.685
Monaco,2023,6,29.949
Monaco,2023,6,24.217
Monaco,2023,6,24.798
Monaco,2023,6,25.851
Monaco,2023,6,33.428
Monaco,2023,6,25.916
Monaco,2023,6,34.725
Monaco,2023,6,25.713
Monaco,2023,6,29.300
Monaco,2023,6,51.052
Monaco,2023,6,29.337
Monaco,2023,6,25.672
Monaco,2023,6,25.466
Monaco,2024,8,2358.026
Monaco,2024,8,2357.645
Monaco,2024,8,2365.538
Monaco,2024,8,2369.363
Monaco,2024,8,2372.670
Monaco,2024,8,2375.369
Monaco,2024,8,2377.564
Monaco,2024,8,2381.390
Monaco,2024,8,2381.893
Monaco,2024,8,2383.588
Monaco,2024,8,2385.823
Monaco,2024,8,2389.467
Monaco,2024,8,2391.600
Monaco,2024,8,2394.053
Monaco,2024,8,2327.072
Monaco,2024,8,2386.414
Monaco,2024,8,24.239
Monaco,2024,8,24.132
Monaco,2024,8,28.211
Monaco,2024,8,24.232
Monaco,2024,8,23.813
Monaco,2024,8,24.384
Monaco,2024,8,24.367
Monaco,2025,8,24.525
Monaco,2025,8,24.376
Monaco,2025,8,50.191
Monaco,2025,8,37.243
Monaco,2025,8,24.065
Monaco,2025,8,24.355
Monaco,2025,8,24.311
Monaco,2025,8,25.375
Monaco,2025,8,25.575
Monaco,2025,8,23.978
Monaco,2025,8,24.580
Monaco,2025,8,23.565
Monaco,2025,8,24.545
Monaco,2025,8,24.031
Monaco,2025,8,25.756
Monaco,2025,8,23.576
Monaco,2025,8,24.483
Monaco,2025,8,24.497
Monaco,2025,8,24.114
Monaco,2025,8,24.773
Monaco,2025,8,24.206
Monaco,2025,8,23.927
Monaco,2025,8,24.246
Monaco,2025,8,24.320
Monaco,2025,8,24.190
Monaco,2025,8,24.397
Monaco,2025,8,23.908
Monaco,2025,8,23.678
Monaco,2025,8,24.498
Monaco,2025,8,23.704
Monaco,2025,8,24.049
Monaco,2025,8,19.482
Monaco,2025,8,24.256
Monaco,2025,8,25.063
Monaco,2025,8,25.916
Monaco,2025,8,24.025
Monaco,2025,8,24.457
Monaco,2025,8,24.837
Monaco,2025,8,24.086
Monaco,2025,8,23.950
Monaco,2026,6,32.127
Monaco,2026,6,25.927
Monaco,2026,6,26.759
Monaco,2026,6,24.975
Monaco,2026,6,27.138
Monaco,2026,6,24.803
Monaco,2026,6,25.482
Monaco,2026,6,19.777
Monaco,2026,6,24.810
Monaco,2026,6,24.138
Monaco,2026,6,24.029
Monaco,2026,6,24.784
Monaco,2026,6,25.797
Monaco,2026,6,25.377
Monaco,2026,6,24.136
Monaco,2026,6,25.553
Monaco,2026,6,24.690
Monaco,2026,6,25.622
Monaco,2026,6,25.547
Monaco,2026,6,24.244
Monaco,2026,6,25.662
Monaco,2026,6,26.334
Monaco,2026,6,20.324
Monaco,2026,6,20.508
Monaco,2026,6,19.743
Monaco,2026,6,20.227
Monaco,2026,6,20.211
Monaco,2026,6,24.824
Monaco,2026,6,21.973
Monaco,2026,6,19.988
Monaco,2026,6,19.905
Monaco,2026,6,26.005
Monaco,2026,6,31.421
Monaco,2026,6,19.889
Monaco,2026,6,19.819
Monaco,2026,6,19.675
Monaco,2026,6,31.227
Monaco,2026,6,19.911
Monaco,2026,6,34.907
Monaco,2026,6,20.139
Monaco,2026,6,35.258
Monaco,2026,6,26.878
Monaco,2026,6,24.264
Monaco,2026,6,20.019
Monaco,2026,6,22.728
Monaco,2026,6,24.099
Monaco,2026,6,22.798
Monaco,2026,6,22.785
Monaco,2026,6,23.357
Monaco,2026,6,22.389
Monaco,2026,6,21.488
Monaco,2026,6,23.824
Monaco,2026,6,22.177
Monaco,2026,6,20.717
Monaco,2026,6,23.375
Monaco,2026,6,22.305
Monaco,2026,6,22.540
Monaco,2026,6,20.392
Monaco,2026,6,23.486
Monaco,2026,6,22.530
Monaco,2026,6,2024.189
Monaco,2026,6,2024.741
Monaco,2026,6,2023.036
Monaco,2026,6,2029.911
Monaco,2026,6,2025.881
Monaco,2026,6,2027.049
Monaco,2026,6,2025.991
Monaco,2026,6,2026.890
Monaco,2026,6,2025.722
Monaco,2026,6,62.226
Monaco,2026,6,64.941
Monaco,2026,6,2154.149
Monaco,2026,6,62.596
Monaco,2026,6,63.996
Monaco,2026,6,64.453
Monaco,2026,6,2151.596
Monaco,2026,6,2156.620
Monaco,2026,6,2156.259
Monaco,2026,6,61.930
Monaco,2026,6,2146.050
Monaco,2026,6,62.669
Monaco,2026,6,65.820
Monaco,2026,6,2151.478
Monaco,2026,6,2158.116
Monaco,2026,6,61.968
Monaco,2026,6,19.776
Spagna,2023,7,37.736
Spagna,2023,7,23.691
Spagna,2023,7,22.298
Spagna,2023,7,23.430
Spagna,2023,7,22.522
Spagna,2023,7,22.176
Spagna,2023,7,22.124
Spagna,2023,7,22.112
Spagna,2023,7,22.355
Spagna,2023,7,22.321
Spagna,2023,7,21.778
Spagna,2023,7,23.319
Spagna,2023,7,22.370
Spagna,2023,7,22.583
Spagna,2023,7,22.558
Spagna,2023,7,23.388
Spagna,2023,7,22.850
Spagna,2023,7,22.575
Spagna,2023,7,24.800
Spagna,2023,7,22.275
Spagna,2023,7,22.241
Spagna,2023,7,23.257
Spagna,2023,7,21.775
Spagna,2023,7,23.371
Spagna,2023,7,22.009
Spagna,2023,7,24.110
Spagna,2023,7,22.889
Spagna,2023,7,23.827
Spagna,2023,7,23.449
Spagna,2023,7,21.976
Spagna,2023,7,22.862
Spagna,2023,7,23.610
Spagna,2023,7,24.097
Spagna,2023,7,22.375
Spagna,2023,7,23.003
Spagna,2023,7,22.291
Spagna,2023,7,24.484
Spagna,2023,7,22.896
Spagna,2023,7,22.054
Spagna,2023,7,22.731
Spagna,2023,7,21.537
Spagna,2023,7,22.062
Spagna,2023,7,22.357
Spagna,2024,10,22.523
Spagna,2024,10,22.064
Spagna,2024,10,23.360
Spagna,2024,10,22.744
Spagna,2024,10,22.722
Spagna,2024,10,21.834
Spagna,2024,10,22.181
Spagna,2024,10,26.097
Spagna,2024,10,22.401
Spagna,2024,10,25.023
Spagna,2024,10,22.194
Spagna,2024,10,21.840
Spagna,2024,10,22.364
Spagna,2024,10,21.544
Spagna,2024,10,21.880
Spagna,2024,10,23.248
Spagna,2024,10,21.957
Spagna,2024,10,22.224
Spagna,2024,10,21.618
Spagna,2024,10,22.260
Spagna,2024,10,22.084
Spagna,2024,10,22.963
Spagna,2024,10,28.967
Spagna,2024,10,21.464
Spagna,2024,10,22.506
Spagna,2024,10,22.700
Spagna,2024,10,22.249
Spagna,2024,10,21.921
Spagna,2024,10,23.381
Spagna,2024,10,21.687
Spagna,2024,10,22.518
Spagna,2024,10,24.253
Spagna,2024,10,22.108
Spagna,2024,10,21.603
Spagna,2024,10,22.340
Spagna,2024,10,21.892
Spagna,2024,10,22.564
Spagna,2024,10,22.571
Spagna,2024,10,22.420
Spagna,2024,10,22.631
Spagna,2024,10,21.624
Spagna,2024,10,21.472
Spagna,2025,9,30.823
Spagna,2025,9,22.009
Spagna,2025,9,21.868
Spagna,2025,9,22.233
Spagna,2025,9,30.547
Spagna,2025,9,22.224
Spagna,2025,9,21.869
Spagna,2025,9,22.491
Spagna,2025,9,22.782
Spagna,2025,9,21.957
Spagna,2025,9,21.863
Spagna,2025,9,22.039
Spagna,2025,9,21.769
Spagna,2025,9,22.041
Spagna,2025,9,21.739
Spagna,2025,9,22.554
Spagna,2025,9,22.454
Spagna,2025,9,22.234
Spagna,2025,9,21.858
Spagna,2025,9,22.056
Spagna,2025,9,37.674
Spagna,2025,9,21.933
Spagna,2025,9,22.006
Spagna,2025,9,22.346
Spagna,2025,9,22.270
Spagna,2025,9,21.893
Spagna,2025,9,22.119
Spagna,2025,9,21.752
Spagna,2025,9,22.242
Spagna,2025,9,22.468
Spagna,2025,9,22.127
Spagna,2025,9,21.822
Spagna,2025,9,21.849
Spagna,2025,9,24.416
Spagna,2025,9,21.802
Spagna,2025,9,21.863
Spagna,2025,9,22.019
Spagna,2025,9,21.838
Spagna,2025,9,23.457
Spagna,2025,9,22.953
Spagna,2025,9,22.748
Spagna,2025,9,23.562
Spagna,2025,9,22.197
Spagna,2025,9,22.216
Spagna,2025,9,22.765
Spagna,2025,9,22.283
Spagna,2025,9,22.383
Spagna,2025,9,23.167
Spagna,2025,9,22.830
Spagna,2025,9,21.874
Spagna,2025,9,21.841
Spagna,2025,9,22.818
Spagna,2025,9,21.984
Spagna,2025,9,21.904
Spagna,2026,7,22.480
Spagna,2026,7,25.983
Spagna,2026,7,22.983
Spagna,2026,7,22.273
Spagna,2026,7,24.805
Spagna,2026,7,22.080
Spagna,2026,7,24.005
Spagna,2026,7,22.869
Spagna,2026,7,21.791
Spagna,2026,7,23.256
Spagna,2026,7,22.038
Spagna,2026,7,23.280
Spagna,2026,7,22.682
Spagna,2026,7,21.776
Spagna,2026,7,22.977
Spagna,2026,7,22.783
Spagna,2026,7,22.444
Spagna,2026,7,22.249
Spagna,2026,7,23.118
Spagna,2026,7,22.220
Spagna,2026,7,22.476
Spagna,2026,7,22.477
Spagna,2026,7,22.027
Spagna,2026,7,24.189
Spagna,2026,7,22.595
Spagna,2026,7,24.432
Spagna,2026,7,22.528
Spagna,2026,7,22.285
Spagna,2026,7,777.770
Spagna,2026,7,22.290
Spagna,2026,7,26.449
Spagna,2026,7,23.172
Spagna,2026,7,22.041
Spagna,2026,7,22.661
Spagna,2026,7,21.677
Spagna,2026,7,22.210
Spagna,2026,7,24.010
Spagna,2026,7,23.901
Spagna,2026,7,22.125
Spagna,2026,7,23.912
Spagna,2026,7,23.310
Spagna,2026,7,22.786
Spagna,2026,7,22.837
Spagna,2026,7,22.703
Spagna,2026,7,25.915
Spagna,2026,7,22.772
Spagna,2026,7,21.949
Spagna,2026,7,22.965
