gara,drv,k,freeze_L,residuo,dpace_prepit,cambio_davanti
Miami,OCO,1,54,1.2908,0.3192,0
Miami,OCO,3,12,9.0841,0.0000,0
Miami,OCO,3,13,9.4582,0.0000,0
Miami,OCO,3,14,10.1909,0.0340,0
Miami,OCO,3,15,9.1236,0.1860,0
Miami,OCO,3,16,9.5419,0.1260,0
Miami,OCO,3,17,9.2394,0.0070,0
Miami,OCO,3,18,9.9409,0.0326,1
Miami,OCO,3,19,9.7925,0.0654,0
Miami,OCO,3,20,9.6969,0.0140,0
Miami,OCO,3,21,9.7609,0.0375,0
Miami,OCO,3,22,8.7188,0.0483,1
Miami,OCO,3,23,8.9185,0.0538,1
Miami,OCO,3,24,9.1386,0.3229,1
Miami,OCO,3,35,6.9401,0.3596,0
Miami,OCO,3,36,6.8974,0.2916,0
Miami,OCO,3,37,6.7286,0.2519,0
Miami,OCO,3,38,6.1711,0.3002,0
Miami,OCO,3,39,5.7256,0.4265,0
Miami,OCO,3,40,5.4613,0.4824,0
Miami,OCO,3,41,5.4911,0.4876,0
Miami,OCO,3,42,6.2105,0.5981,1
Miami,OCO,3,43,5.8230,0.6172,1
Miami,OCO,3,44,5.4433,0.5778,1
Miami,OCO,3,45,4.7835,0.4767,1
Miami,OCO,3,46,5.7450,0.4604,0
Miami,OCO,3,47,5.9845,0.4317,0
Miami,OCO,3,48,6.0882,0.4063,0
Miami,OCO,3,49,6.1809,0.3975,0
Miami,OCO,3,50,3.2671,0.4441,0
Miami,OCO,3,51,2.4713,0.4764,0
Miami,OCO,3,52,2.4128,0.4256,0
Miami,OCO,5,12,13.5826,0.0000,0
Miami,OCO,5,13,13.9543,0.0000,0
Miami,OCO,5,14,14.8554,0.0340,0
Miami,OCO,5,15,13.7549,0.1860,0
Miami,OCO,5,16,15.3354,0.1260,1
Miami,OCO,5,17,14.7147,0.0070,0
Miami,OCO,5,18,14.3355,0.0326,0
Miami,OCO,5,19,14.5558,0.0654,0
Miami,OCO,5,20,14.1500,0.0140,1
Miami,OCO,5,21,14.2278,0.0375,1
Miami,OCO,5,22,13.7013,0.0483,1
Miami,OCO,5,35,10.5342,0.3596,0
Miami,OCO,5,36,10.4881,0.2916,0
Miami,OCO,5,37,10.3339,0.2519,0
Miami,OCO,5,38,9.4102,0.3002,0
Miami,OCO,5,39,8.8744,0.4265,0
Miami,OCO,5,40,9.5745,0.4824,1
Miami,OCO,5,41,9.1856,0.4876,1
Miami,OCO,5,42,8.3368,0.5981,1
Miami,OCO,5,43,7.4840,0.6172,1
Miami,OCO,5,44,9.4669,0.5778,1
Miami,OCO,5,45,9.3448,0.4767,1
Miami,OCO,5,46,8.0350,0.4604,0
Miami,OCO,5,47,7.8172,0.4317,0
Miami,OCO,5,48,7.5683,0.4063,0
Miami,OCO,5,49,7.6124,0.3975,0
Miami,OCO,5,50,4.8022,0.4441,0
Miami,PER,1,12,4.9475,1.4073,1
Miami,PER,1,13,4.4342,1.4738,0
Miami,PER,1,14,4.1448,1.6088,0
Miami,PER,1,15,4.4892,1.6598,0
Miami,PER,1,16,4.6071,1.5727,0
Miami,PER,1,17,4.5329,1.4301,1
Miami,PER,1,18,4.4298,1.3887,1
Miami,PER,1,19,4.5262,1.3979,0
Miami,PER,1,20,4.2646,1.3280,0
Miami,PER,1,21,4.3387,1.3350,0
Miami,PER,1,22,4.4138,1.3491,0
Miami,PER,1,23,4.4545,1.3836,0
Miami,PER,1,24,4.3053,1.6222,0
Miami,PER,1,33,3.5696,1.6346,0
Miami,PER,1,34,5.8042,1.6217,0
Miami,PER,1,35,5.5738,1.7107,0
Miami,PER,1,36,3.2126,1.5976,0
Miami,PER,1,37,3.2703,1.5129,0
Miami,PER,1,38,4.5127,1.6034,0
Miami,PER,1,39,5.6451,1.7719,0
Miami,PER,1,40,5.1042,1.7704,1
Miami,PER,1,41,4.8843,1.7182,1
Miami,PER,1,42,3.6219,1.8128,0
Miami,PER,1,43,2.6775,1.8159,0
Miami,PER,1,44,3.3371,1.8446,0
Miami,PER,1,45,3.6607,1.8115,0
Miami,PER,1,46,3.8768,1.7839,0
Miami,PER,1,47,3.8630,1.7441,0
Miami,PER,1,48,2.9222,2.1312,0
Miami,PER,1,49,1.4834,2.5350,1
Miami,PER,1,50,0.6558,2.5347,1
Miami,PER,1,51,-0.3848,2.5201,0
Miami,PER,1,52,-0.6112,2.4199,0
Miami,PER,1,53,-0.6316,2.2896,0
Miami,PER,1,54,-0.6900,2.1481,0
Miami,PER,3,12,9.3369,1.4073,1
Miami,PER,3,13,8.9233,1.4738,0
Miami,PER,3,14,8.6657,1.6088,0
Miami,PER,3,15,9.1013,1.6598,1
Miami,PER,3,16,9.1231,1.5727,1
Miami,PER,3,17,9.1209,1.4301,1
Miami,PER,3,18,8.7317,1.3887,1
Miami,PER,3,19,8.9064,1.3979,0
Miami,PER,3,20,8.7242,1.3280,0
Miami,PER,3,21,8.8904,1.3350,0
Miami,PER,3,22,8.8676,1.3491,0
Miami,PER,3,33,9.7742,1.6346,0
Miami,PER,3,34,9.3704,1.6217,0
Miami,PER,3,35,8.9207,1.7107,0
Miami,PER,3,36,8.1522,1.5976,0
Miami,PER,3,37,9.6926,1.5129,0
Miami,PER,3,38,10.0544,1.6034,1
Miami,PER,3,39,10.6271,1.7719,1
Miami,PER,3,40,8.9163,1.7704,1
Miami,PER,3,41,7.8445,1.7182,1
Miami,PER,3,42,7.2928,1.8128,0
Miami,PER,3,43,6.7231,1.8159,0
Miami,PER,3,44,7.4152,1.8446,0
Miami,PER,3,45,7.5414,1.8115,0
Miami,PER,3,46,7.6707,1.7839,0
Miami,PER,3,47,7.0720,1.7441,1
Miami,PER,3,48,4.5264,2.1312,1
Miami,PER,3,49,1.2698,2.5350,1
Miami,PER,3,50,0.0446,2.5347,1
Miami,PER,3,51,-1.1877,2.5201,0
Miami,PER,3,52,-1.5804,2.4199,0
Miami,PER,5,12,14.1024,1.4073,1
Miami,PER,5,13,13.5355,1.4738,1
Miami,PER,5,14,13.0955,1.6088,1
Miami,PER,5,15,13.7685,1.6598,1
Miami,PER,5,16,13.5112,1.5727,1
Miami,PER,5,17,13.5628,1.4301,1
Miami,PER,5,18,13.2285,1.3887,1
Miami,PER,5,19,13.4996,1.3979,0
Miami,PER,5,20,13.2237,1.3280,0
Miami,PER,5,33,13.7517,1.6346,0
Miami,PER,5,34,14.6636,1.6217,0
Miami,PER,5,35,15.4195,1.7107,0
Miami,PER,5,36,14.1207,1.5976,1
Miami,PER,5,37,15.4519,1.5129,1
Miami,PER,5,38,14.3041,1.6034,1
Miami,PER,5,39,13.6852,1.7719,1
Miami,PER,5,40,12.7775,1.7704,1
Miami,PER,5,41,12.1728,1.7182,1
Miami,PER,5,42,11.7047,1.8128,0
Miami,PER,5,43,10.9886,1.8159,0
Miami,PER,5,44,11.4103,1.8446,0
Miami,PER,5,45,10.7681,1.8115,1
Miami,PER,5,46,10.1465,1.7839,1
Miami,PER,5,47,8.5840,1.7441,1
Miami,PER,5,48,4.8636,2.1312,1
Miami,PER,5,49,0.6383,2.5350,1
Miami,PER,5,50,-0.9246,2.5347,1
Miami,PIA,1,12,4.3392,-1.5350,1
Miami,PIA,1,13,4.5231,-1.6046,0
Miami,PIA,1,14,4.9053,-1.5320,0
Miami,PIA,1,15,5.7313,-1.4186,0
Miami,PIA,1,16,5.9717,-1.4554,0
Miami,PIA,1,17,5.0801,-1.5511,0
Miami,PIA,1,18,4.4413,-1.6075,0
Miami,PIA,1,19,4.1616,-1.6011,1
Miami,PIA,1,20,4.5004,-1.5692,1
Miami,PIA,1,21,4.7655,-1.4624,0
Miami,PIA,1,22,4.5237,-1.4559,0
Miami,PIA,1,23,5.2370,-1.4546,0
Miami,PIA,1,32,4.0594,-0.8720,0
Miami,PIA,1,33,4.8253,-1.0368,1
Miami,PIA,1,34,3.7052,-1.2016,1
Miami,PIA,1,35,3.0702,-0.7830,0
Miami,PIA,1,36,1.3776,-0.4279,0
Miami,PIA,1,37,1.4081,-0.6684,0
Miami,PIA,1,38,1.6555,-0.9090,0
Miami,PIA,1,39,2.0003,-1.0037,0
Miami,PIA,1,40,2.2780,-1.0985,0
Miami,PIA,1,41,2.1783,-1.1063,0
Miami,PIA,1,42,2.1605,-1.0135,0
Miami,PIA,1,43,1.5294,-1.0355,0
Miami,PIA,1,44,1.1502,-1.0575,0
Miami,PIA,1,45,1.5534,-1.2324,1
Miami,PIA,1,46,2.5442,-1.2187,0
Miami,PIA,1,47,2.0092,-1.2417,1
Miami,PIA,1,48,1.4552,-1.2647,0
Miami,PIA,1,49,1.0713,-1.2719,0
Miami,PIA,1,50,1.0545,-1.2946,0
Miami,PIA,1,51,0.7598,-1.3027,0
Miami,PIA,1,52,0.1981,-1.3107,0
Miami,PIA,1,53,0.7212,-1.4218,0
Miami,PIA,1,54,2.0283,-1.4901,1
Miami,PIA,1,55,2.5222,-1.4484,1
Miami,PIA,3,12,9.2363,-1.5350,1
Miami,PIA,3,13,10.6542,-1.6046,0
Miami,PIA,3,14,11.1635,-1.5320,0
Miami,PIA,3,15,10.8686,-1.4186,0
Miami,PIA,3,16,10.5444,-1.4554,0
Miami,PIA,3,17,9.4471,-1.5511,1
Miami,PIA,3,18,9.1026,-1.6075,1
Miami,PIA,3,19,9.0092,-1.6011,1
Miami,PIA,3,20,9.0558,-1.5692,1
Miami,PIA,3,21,10.0179,-1.4624,0
Miami,PIA,3,32,8.1068,-0.8720,1
Miami,PIA,3,33,7.2806,-1.0368,1
Miami,PIA,3,34,5.2714,-1.2016,1
Miami,PIA,3,35,5.1794,-0.7830,0
Miami,PIA,3,36,2.4862,-0.4279,0
Miami,PIA,3,37,2.9971,-0.6684,0
Miami,PIA,3,38,3.6581,-0.9090,0
Miami,PIA,3,39,4.1785,-1.0037,0
Miami,PIA,3,40,4.7140,-1.0985,0
Miami,PIA,3,41,3.9365,-1.1063,0
Miami,PIA,3,42,3.4931,-1.0135,0
Miami,PIA,3,43,3.0827,-1.0355,1
Miami,PIA,3,44,3.6944,-1.0575,0
Miami,PIA,3,45,4.3377,-1.2324,0
Miami,PIA,3,46,4.0844,-1.2187,0
Miami,PIA,3,47,2.5224,-1.2417,1
Miami,PIA,3,48,2.5913,-1.2647,0
Miami,PIA,3,49,1.9706,-1.2719,0
Miami,PIA,3,50,1.4499,-1.2946,0
Miami,PIA,3,51,1.5326,-1.3027,0
Miami,PIA,3,52,2.1322,-1.3107,1
Miami,PIA,3,53,3.2434,-1.4218,1
Miami,PIA,5,12,15.4865,-1.5350,1
Miami,PIA,5,13,16.1913,-1.6046,0
Miami,PIA,5,14,16.0228,-1.5320,0
Miami,PIA,5,15,15.2929,-1.4186,1
Miami,PIA,5,16,15.3371,-1.4554,1
Miami,PIA,5,17,14.5002,-1.5511,1
Miami,PIA,5,18,13.8189,-1.6075,1
Miami,PIA,5,19,14.3437,-1.6011,1
Miami,PIA,5,32,10.0153,-0.8720,1
Miami,PIA,5,33,8.7749,-1.0368,1
Miami,PIA,5,34,6.5686,-1.2016,1
Miami,PIA,5,35,7.4696,-0.7830,0
Miami,PIA,5,36,3.9417,-0.4279,0
Miami,PIA,5,37,4.7642,-0.6684,0
Miami,PIA,5,38,5.8186,-0.9090,0
Miami,PIA,5,39,5.9368,-1.0037,0
Miami,PIA,5,40,6.3220,-1.0985,0
Miami,PIA,5,41,5.7188,-1.1063,1
Miami,PIA,5,42,6.2196,-1.0135,0
Miami,PIA,5,43,5.8671,-1.0355,0
Miami,PIA,5,44,5.2346,-1.0575,0
Miami,PIA,5,45,5.6261,-1.2324,0
Miami,PIA,5,46,4.6298,-1.2187,0
Miami,PIA,5,47,2.8636,-1.2417,1
Miami,PIA,5,48,3.0685,-1.2647,0
Miami,PIA,5,49,2.8829,-1.2719,0
Miami,PIA,5,50,3.5814,-1.2946,1
Miami,PIA,5,51,4.1064,-1.3027,1
Miami,RUS,1,12,5.0572,-1.6677,0
Miami,RUS,1,13,5.1191,-1.6541,0
Miami,RUS,1,14,4.7979,-1.4967,0
Miami,RUS,1,15,5.1258,-1.3010,0
Miami,RUS,1,24,2.6722,-0.8203,1
Miami,RUS,1,25,1.1481,-1.4134,1
Miami,RUS,1,26,2.6844,-1.3103,0
Miami,RUS,1,27,2.5508,-1.4030,1
Miami,RUS,1,28,3.3982,-1.5908,0
Miami,RUS,1,29,4.9199,-1.9975,1
Miami,RUS,1,30,4.4132,-0.8235,1
Miami,RUS,1,31,3.5608,-0.6926,0
Miami,RUS,1,32,4.3994,-0.1512,0
Miami,RUS,1,33,5.6333,-0.2362,1
Miami,RUS,1,34,4.8542,-0.3213,1
Miami,RUS,1,35,3.0575,-0.3662,0
Miami,RUS,1,36,2.4316,-0.4745,0
Miami,RUS,1,37,2.1587,-0.5083,0
Miami,RUS,1,38,1.9585,-0.5420,0
Miami,RUS,1,39,2.0003,-0.6282,0
Miami,RUS,1,40,1.9005,-0.5937,0
Miami,RUS,1,41,2.3900,-0.7177,0
Miami,RUS,1,42,2.8445,-0.6465,0
Miami,RUS,1,43,2.5539,-0.6803,0
Miami,RUS,1,44,2.0414,-0.7141,0
Miami,RUS,1,45,2.2133,-0.8338,0
Miami,RUS,1,46,2.1643,-0.8563,1
Miami,RUS,1,47,1.5990,-0.8779,1
Miami,RUS,1,48,0.9827,-0.8995,0
Miami,RUS,1,49,1.0472,-0.9263,0
Miami,RUS,1,50,1.2216,-0.9687,0
Miami,RUS,1,51,0.8245,-1.0080,0
Miami,RUS,1,52,1.7214,-1.0474,0
Miami,RUS,1,53,5.5145,-1.1529,0
Miami,RUS,1,54,5.8554,-1.1796,1
Miami,RUS,1,55,4.1817,-1.1552,1
Miami,RUS,3,12,9.7733,-1.6677,0
Miami,RUS,3,13,10.4802,-1.6541,0
Miami,RUS,3,24,3.3739,-0.8203,1
Miami,RUS,3,25,1.5312,-1.4134,1
Miami,RUS,3,26,5.7518,-1.3103,0
Miami,RUS,3,27,7.1116,-1.4030,1
Miami,RUS,3,28,7.8113,-1.5908,1
Miami,RUS,3,29,7.0324,-1.9975,1
Miami,RUS,3,30,7.4964,-0.8235,1
Miami,RUS,3,31,9.5306,-0.6926,0
Miami,RUS,3,32,9.5958,-0.1512,1
Miami,RUS,3,33,8.9096,-0.2362,1
Miami,RUS,3,34,7.4744,-0.3213,1
Miami,RUS,3,35,5.4041,-0.3662,0
Miami,RUS,3,36,4.5772,-0.4745,0
Miami,RUS,3,37,4.1784,-0.5083,0
Miami,RUS,3,38,3.8591,-0.5420,0
Miami,RUS,3,39,4.4165,-0.6282,0
Miami,RUS,3,40,4.7451,-0.5937,0
Miami,RUS,3,41,5.1060,-0.7177,0
Miami,RUS,3,42,5.0211,-0.6465,0
Miami,RUS,3,43,4.8539,-0.6803,0
Miami,RUS,3,44,4.2437,-0.7141,1
Miami,RUS,3,45,3.8766,-0.8338,1
Miami,RUS,3,46,3.2375,-0.8563,1
Miami,RUS,3,47,2.6930,-0.8779,1
Miami,RUS,3,48,2.2075,-0.8995,0
Miami,RUS,3,49,1.9093,-0.9263,0
Miami,RUS,3,50,3.0152,-0.9687,0
Miami,RUS,3,51,6.3389,-1.0080,0
Miami,RUS,3,52,7.5767,-1.0474,1
Miami,RUS,3,53,9.7449,-1.1529,1
Miami,RUS,5,24,4.4586,-0.8203,1
Miami,RUS,5,25,3.9243,-1.4134,1
Miami,RUS,5,26,9.8343,-1.3103,1
Miami,RUS,5,27,10.6724,-1.4030,1
Miami,RUS,5,28,11.0013,-1.5908,1
Miami,RUS,5,29,11.5538,-1.9975,1
Miami,RUS,5,30,11.3766,-0.8235,1
Miami,RUS,5,31,13.1434,-0.6926,0
Miami,RUS,5,32,12.5583,-0.1512,1
Miami,RUS,5,33,11.4749,-0.2362,1
Miami,RUS,5,34,9.8086,-0.3213,1
Miami,RUS,5,35,7.6116,-0.3662,0
Miami,RUS,5,36,6.6647,-0.4745,0
Miami,RUS,5,37,6.6141,-0.5083,0
Miami,RUS,5,38,6.7036,-0.5420,0
Miami,RUS,5,39,7.1588,-0.6282,0
Miami,RUS,5,40,6.9216,-0.5937,0
Miami,RUS,5,41,7.5680,-0.7177,0
Miami,RUS,5,42,7.3586,-0.6465,1
Miami,RUS,5,43,6.6038,-0.6803,1
Miami,RUS,5,44,5.3551,-0.7141,1
Miami,RUS,5,45,5.0349,-0.8338,1
Miami,RUS,5,46,4.5528,-0.8563,1
Miami,RUS,5,47,3.6020,-0.8779,1
Miami,RUS,5,48,4.0042,-0.8995,0
Miami,RUS,5,49,7.4615,-0.9263,0
Miami,RUS,5,50,8.9427,-0.9687,1
Miami,RUS,5,51,10.5694,-1.0080,1
Miami,SAI,1,12,3.1804,0.1339,0
Miami,SAI,1,13,2.7211,0.0384,1
Miami,SAI,1,14,3.7345,0.0000,1
Miami,SAI,1,15,4.5548,0.0000,0
Miami,SAI,1,16,5.2099,-0.0848,1
Miami,SAI,1,17,5.1231,-0.2285,1
Miami,SAI,1,18,4.3554,-0.2391,0
Miami,SAI,1,19,4.4458,-0.1868,1
Miami,SAI,1,20,4.1875,-0.2365,1
Miami,SAI,1,21,3.8113,-0.2113,0
Miami,SAI,1,22,3.8484,-0.2157,0
Miami,SAI,1,23,4.4803,-0.2113,0
Miami,SAI,1,32,3.8091,0.0000,0
Miami,SAI,1,33,3.8888,0.0000,0
Miami,SAI,1,34,3.3236,0.0000,0
Miami,SAI,1,35,3.3002,0.0000,0
Miami,SAI,1,36,3.5818,-0.0635,0
Miami,SAI,1,37,3.4423,-0.0216,0
Miami,SAI,1,38,2.9018,0.0204,0
Miami,SAI,1,39,2.8854,0.0432,0
Miami,SAI,1,40,3.1941,0.0660,0
Miami,SAI,1,41,3.0987,0.0000,0
Miami,SAI,1,42,2.5493,0.0346,0
Miami,SAI,1,43,2.1564,0.0660,0
Miami,SAI,1,44,2.1625,0.0974,0
Miami,SAI,1,45,2.0306,0.0000,0
Miami,SAI,1,46,1.9007,0.0000,0
Miami,SAI,1,47,1.8142,0.0000,0
Miami,SAI,1,48,1.6147,0.0000,0
Miami,SAI,1,49,1.6815,0.0000,0
Miami,SAI,1,50,1.9053,-0.0155,0
Miami,SAI,1,51,1.7426,-0.0481,0
Miami,SAI,1,52,1.3790,-0.0807,0
Miami,SAI,1,53,1.2132,-0.1043,0
Miami,SAI,1,54,1.5684,-0.0851,0
Miami,SAI,1,55,2.1352,-0.0484,0
Miami,SAI,3,12,6.4888,0.1339,1
Miami,SAI,3,13,6.8272,0.0384,1
Miami,SAI,3,14,8.7609,0.0000,1
Miami,SAI,3,15,9.7597,0.0000,1
Miami,SAI,3,16,9.7109,-0.0848,1
Miami,SAI,3,17,9.7781,-0.2285,0
Miami,SAI,3,18,8.7068,-0.2391,1
Miami,SAI,3,19,8.3756,-0.1868,1
Miami,SAI,3,20,8.0811,-0.2365,1
Miami,SAI,3,21,8.2915,-0.2113,0
Miami,SAI,3,32,7.8152,0.0000,0
Miami,SAI,3,33,7.6677,0.0000,0
Miami,SAI,3,34,7.1802,0.0000,0
Miami,SAI,3,35,7.1714,0.0000,0
Miami,SAI,3,36,7.0667,-0.0635,0
Miami,SAI,3,37,6.7166,-0.0216,0
Miami,SAI,3,38,6.2906,0.0204,0
Miami,SAI,3,39,6.1028,0.0432,0
Miami,SAI,3,40,5.7861,0.0660,0
Miami,SAI,3,41,5.4744,0.0000,0
Miami,SAI,3,42,5.1076,0.0346,0
Miami,SAI,3,43,4.4488,0.0660,0
Miami,SAI,3,44,4.1911,0.0974,0
Miami,SAI,3,45,3.9973,0.0000,0
Miami,SAI,3,46,3.6925,0.0000,0
Miami,SAI,3,47,3.6394,0.0000,0
Miami,SAI,3,48,3.6304,0.0000,0
Miami,SAI,3,49,3.5289,0.0000,0
Miami,SAI,3,50,3.3835,-0.0155,0
Miami,SAI,3,51,3.1333,-0.0481,0
Miami,SAI,3,52,3.2030,-0.0807,0
Miami,SAI,3,53,3.5134,-0.1043,0
Miami,SAI,5,12,11.0893,0.1339,1
Miami,SAI,5,13,11.5833,0.0384,1
Miami,SAI,5,14,13.0784,0.0000,1
Miami,SAI,5,15,14.4965,0.0000,0
Miami,SAI,5,16,14.2078,-0.0848,0
Miami,SAI,5,17,13.9172,-0.2285,0
Miami,SAI,5,18,12.7643,-0.2391,1
Miami,SAI,5,19,12.9744,-0.1868,1
Miami,SAI,5,32,12.3543,0.0000,0
Miami,SAI,5,33,12.0175,0.0000,0
Miami,SAI,5,34,10.9397,0.0000,0
Miami,SAI,5,35,10.8746,0.0000,0
Miami,SAI,5,36,11.0385,-0.0635,0
Miami,SAI,5,37,10.3229,-0.0216,0
Miami,SAI,5,38,9.0774,0.0204,0
Miami,SAI,5,39,8.5973,0.0432,0
Miami,SAI,5,40,8.3872,0.0660,0
Miami,SAI,5,41,7.9861,0.0000,0
Miami,SAI,5,42,7.5319,0.0346,0
Miami,SAI,5,43,6.6773,0.0660,0
Miami,SAI,5,44,6.1106,0.0974,0
Miami,SAI,5,45,5.9749,0.0000,0
Miami,SAI,5,46,5.8852,0.0000,0
Miami,SAI,5,47,5.6306,0.0000,0
Miami,SAI,5,48,5.2191,0.0000,0
Miami,SAI,5,49,5.0244,0.0000,0
Miami,SAI,5,50,5.3068,-0.0155,0
Miami,SAI,5,51,5.6109,-0.0481,0
Miami,STR,1,12,4.4185,1.4173,1
Miami,STR,1,13,9.1842,1.2188,1
Miami,STR,1,14,9.4538,1.4965,1
Miami,STR,1,15,4.9545,1.6797,0
Miami,STR,1,16,4.3776,1.6454,0
Miami,STR,1,25,3.4737,1.1497,0
Miami,STR,1,26,3.2361,1.2129,0
Miami,STR,1,27,3.3422,1.1273,1
Miami,STR,1,28,2.7518,1.0988,1
Miami,STR,1,29,2.4436,0.7726,0
Miami,STR,1,30,2.5999,1.8197,0
Miami,STR,1,31,2.4312,1.8377,0
Miami,STR,1,32,2.6330,2.3196,1
Miami,STR,1,41,2.3250,1.3438,1
Miami,STR,1,42,4.2427,1.4364,0
Miami,STR,1,43,3.7005,1.4374,0
Miami,STR,1,44,1.3092,1.4630,0
Miami,STR,1,45,1.8905,1.2406,0
Miami,STR,1,46,1.6652,1.3018,0
Miami,STR,1,47,1.3619,1.3506,0
Miami,STR,1,48,1.3676,1.3296,0
Miami,STR,1,49,1.1142,1.3251,1
Miami,STR,1,50,0.6257,1.3123,1
Miami,STR,1,51,0.5248,1.2653,0
Miami,STR,1,52,0.6125,1.1876,0
Miami,STR,1,53,1.9098,1.1204,0
Miami,STR,1,54,1.8000,1.0856,0
Miami,STR,3,12,14.0969,1.4173,1
Miami,STR,3,13,14.1783,1.2188,1
Miami,STR,3,14,13.8907,1.4965,1
Miami,STR,3,25,6.8204,1.1497,1
Miami,STR,3,26,5.9901,1.2129,1
Miami,STR,3,27,5.9063,1.1273,1
Miami,STR,3,28,5.2586,1.0988,1
Miami,STR,3,29,4.7543,0.7726,0
Miami,STR,3,30,5.2188,1.8197,0
Miami,STR,3,41,6.3000,1.3438,1
Miami,STR,3,42,5.8755,1.4364,0
Miami,STR,3,43,5.5909,1.4374,0
Miami,STR,3,44,2.9744,1.4630,0
Miami,STR,3,45,3.6249,1.2406,0
Miami,STR,3,46,3.2654,1.3018,0
Miami,STR,3,47,2.5689,1.3506,1
Miami,STR,3,48,2.1002,1.3296,1
Miami,STR,3,49,1.7204,1.3251,1
Miami,STR,3,50,1.2184,1.3123,1
Miami,STR,3,51,2.4347,1.2653,0
Miami,STR,3,52,2.4731,1.1876,0
Miami,STR,5,12,18.7584,1.4173,1
Miami,STR,5,25,9.3891,1.1497,1
Miami,STR,5,26,8.4992,1.2129,1
Miami,STR,5,27,8.3375,1.1273,1
Miami,STR,5,28,7.7844,1.0988,1
Miami,STR,5,41,8.4650,1.3438,1
Miami,STR,5,42,7.8642,1.4364,0
Miami,STR,5,43,7.3254,1.4374,0
Miami,STR,5,44,4.5746,1.4630,0
Miami,STR,5,45,5.2044,1.2406,1
Miami,STR,5,46,4.2306,1.3018,1
Miami,STR,5,47,3.2678,1.3506,1
Miami,STR,5,48,2.7997,1.3296,1
Miami,STR,5,49,3.7116,1.3251,1
Miami,STR,5,50,3.0591,1.3123,1
Miami,VER,1,14,2.1585,-1.3136,1
Miami,VER,1,15,2.8858,-1.2141,1
Miami,VER,1,16,2.2274,-1.3066,1
Miami,VER,1,17,1.9381,-1.3073,1
Miami,VER,1,18,4.1135,-1.2832,0
Miami,VER,1,19,3.3501,-1.4014,1
Miami,VER,1,20,2.7920,-1.3625,1
Miami,VER,1,21,3.7206,-1.4524,1
Miami,VER,1,22,3.6065,-1.4997,0
Miami,VER,1,23,3.6668,-1.4606,0
Miami,VER,1,24,3.5245,-1.3009,1
Miami,VER,1,25,3.3733,-1.5634,1
Miami,VER,1,26,4.2242,-1.5362,1
Miami,VER,1,27,5.0504,-1.5203,1
Miami,VER,1,28,5.3925,-1.5995,0
Miami,VER,1,29,4.2472,-1.8711,0
Miami,VER,1,30,3.5808,-0.7558,0
Miami,VER,1,31,3.7207,-0.6471,0
Miami,VER,1,32,3.4797,-0.1278,0
Miami,VER,1,33,3.3094,-0.2593,0
Miami,VER,1,34,3.1232,-0.3908,0
Miami,VER,1,35,2.7666,-0.4497,0
Miami,VER,1,36,2.5411,-0.5722,0
Miami,VER,1,37,2.5941,-0.6749,0
Miami,VER,1,38,2.9490,-0.7777,0
Miami,VER,1,39,3.5105,-0.7809,0
Miami,VER,1,40,3.3421,-0.7840,0
Miami,VER,1,41,3.2058,-0.8106,0
Miami,VER,1,42,3.3745,-0.7365,0
Miami,VER,1,43,2.9959,-0.7603,0
Miami,VER,1,44,2.9503,-0.7840,0
Miami,VER,1,45,4.4208,-0.8811,1
Miami,VER,1,46,5.0314,-0.8808,1
Miami,VER,1,47,4.4402,-0.9210,1
Miami,VER,1,48,3.6560,-0.9612,0
Miami,VER,1,49,3.1229,-0.9747,0
Miami,VER,1,50,3.4338,-1.0038,0
Miami,VER,1,51,3.4091,-1.0598,0
Miami,VER,1,52,3.7183,-1.1158,0
Miami,VER,1,53,5.7181,-1.2032,0
Miami,VER,1,54,7.0519,-1.2478,1
Miami,VER,1,55,5.7784,-1.2225,1
Miami,VER,3,14,4.1159,-1.3136,1
Miami,VER,3,15,4.9057,-1.2141,1
Miami,VER,3,16,4.2288,-1.3066,1
Miami,VER,3,17,4.0281,-1.3073,1
Miami,VER,3,18,7.3118,-1.2832,1
Miami,VER,3,19,6.1761,-1.4014,1
Miami,VER,3,20,5.3840,-1.3625,1
Miami,VER,3,21,7.3713,-1.4524,1
Miami,VER,3,22,8.0909,-1.4997,1
Miami,VER,3,23,7.6647,-1.4606,1
Miami,VER,3,24,6.9561,-1.3009,1
Miami,VER,3,25,7.5585,-1.5634,1
Miami,VER,3,26,9.7204,-1.5362,1
Miami,VER,3,27,9.4257,-1.5203,1
Miami,VER,3,28,9.1261,-1.5995,0
Miami,VER,3,29,8.1653,-1.8711,0
Miami,VER,3,30,7.3026,-0.7558,0
Miami,VER,3,31,7.2295,-0.6471,0
Miami,VER,3,32,6.7594,-0.1278,0
Miami,VER,3,33,6.1738,-0.2593,0
Miami,VER,3,34,5.7033,-0.3908,0
Miami,VER,3,35,5.3823,-0.4497,0
Miami,VER,3,36,5.4942,-0.5722,0
Miami,VER,3,37,6.1521,-0.6749,0
Miami,VER,3,38,6.3820,-0.7777,0
Miami,VER,3,39,6.8621,-0.7809,0
Miami,VER,3,40,6.9171,-0.7840,0
Miami,VER,3,41,6.3896,-0.8106,0
Miami,VER,3,42,6.5001,-0.7365,0
Miami,VER,3,43,7.5688,-0.7603,1
Miami,VER,3,44,8.1105,-0.7840,1
Miami,VER,3,45,8.9337,-0.8811,1
Miami,VER,3,46,8.7038,-0.8808,1
