gara,A,B,k,L,residuo_gap,residuo_gap_reinfl,residuo_gap_perlap
Giappone,OCO,LAW,3,38,-0.6152,-0.6152,-0.1538
Giappone,OCO,LAW,3,39,-0.1450,-0.1450,-0.0362
Giappone,OCO,LAW,3,40,-0.1794,-0.1794,-0.0449
Giappone,OCO,LAW,3,41,0.0734,0.0734,0.0184
Giappone,OCO,LAW,3,42,0.1252,0.1252,0.0313
Giappone,OCO,LAW,3,43,-0.0386,-0.0386,-0.0096
Giappone,OCO,LAW,3,44,-0.2334,-0.2334,-0.0584
Giappone,OCO,LAW,3,45,-0.1106,-0.1106,-0.0277
Giappone,OCO,LAW,3,46,0.0860,0.0860,0.0215
Giappone,OCO,LAW,3,47,0.1720,0.1720,0.0430
Giappone,OCO,LAW,3,48,0.1210,0.1210,0.0302
Giappone,OCO,LAW,5,30,-0.2236,-0.2236,-0.0373
Giappone,OCO,LAW,5,31,-0.1970,-0.1970,-0.0328
Giappone,OCO,LAW,5,32,0.2270,0.2270,0.0378
Giappone,OCO,LAW,5,33,0.1250,0.1250,0.0208
Giappone,OCO,LAW,5,34,0.1120,0.1120,0.0187
Giappone,OCO,LAW,5,35,0.2210,0.2210,0.0368
Giappone,OCO,LAW,5,36,0.0620,0.0620,0.0103
Giappone,OCO,LAW,5,37,0.1111,0.1111,0.0185
Giappone,OCO,LAW,5,38,-0.6938,-0.6938,-0.1156
Giappone,OCO,LAW,5,39,0.1061,0.1061,0.0177
Giappone,OCO,LAW,5,40,-0.1616,-0.1616,-0.0269
Giappone,OCO,LAW,5,41,-0.0844,-0.0844,-0.0141
Giappone,OCO,LAW,5,42,0.0689,0.0689,0.0115
Giappone,OCO,LAW,5,43,-0.0584,-0.0584,-0.0097
Giappone,OCO,LAW,5,44,-0.3086,-0.3086,-0.0514
Giappone,OCO,LAW,5,45,-0.0874,-0.0874,-0.0146
Giappone,OCO,LAW,5,46,0.1070,0.1070,0.0178
Giappone,OCO,LIN,1,5,-1.0930,-1.0930,-0.5465
Giappone,OCO,LIN,3,5,-1.4390,-1.4390,-0.3598
Giappone,OCO,LIN,5,5,-2.2150,-2.2150,-0.3692
Giappone,OCO,VER,1,10,0.9270,0.9270,0.4635
Giappone,OCO,VER,1,11,0.8800,0.8800,0.4400
Giappone,OCO,VER,1,12,0.9166,0.9166,0.4583
Giappone,OCO,VER,1,13,0.8662,0.8662,0.4331
Giappone,OCO,VER,1,14,1.1038,1.1038,0.5519
Giappone,OCO,VER,1,3,-0.1390,-0.1390,-0.0695
Giappone,OCO,VER,1,4,-0.3734,-0.3734,-0.1867
Giappone,OCO,VER,1,6,0.2930,0.2930,0.1465
Giappone,OCO,VER,1,7,0.5540,0.5540,0.2770
Giappone,OCO,VER,1,8,0.9650,0.9650,0.4825
Giappone,OCO,VER,1,9,0.9410,0.9410,0.4705
Giappone,OCO,VER,3,10,2.0510,2.0510,0.5128
Giappone,OCO,VER,3,11,1.7510,1.7510,0.4377
Giappone,OCO,VER,3,12,2.0442,2.0442,0.5111
Giappone,OCO,VER,3,3,0.0290,0.0290,0.0073
Giappone,OCO,VER,3,4,-0.2518,-0.2518,-0.0629
Giappone,OCO,VER,3,6,1.4800,1.4800,0.3700
Giappone,OCO,VER,3,7,2.0510,2.0510,0.5128
Giappone,OCO,VER,3,8,2.4580,2.4580,0.6145
Giappone,OCO,VER,3,9,2.2311,2.2311,0.5578
Giappone,OCO,VER,5,10,3.3861,3.3861,0.5643
Giappone,OCO,VER,5,3,0.5830,0.5830,0.0972
Giappone,OCO,VER,5,4,0.7638,0.7638,0.1273
Giappone,OCO,VER,5,6,3.1950,3.1950,0.5325
Giappone,OCO,VER,5,7,3.8970,3.8970,0.6495
Giappone,OCO,VER,5,8,4.1480,4.1480,0.6913
Giappone,OCO,VER,5,9,3.5121,3.5121,0.5854
Giappone,PER,ALB,1,10,0.2822,0.2822,0.1411
Giappone,PER,ALB,1,11,0.5726,0.5726,0.2863
Giappone,PER,ALB,1,12,0.4286,0.4286,0.2143
Giappone,PER,ALB,1,13,0.3100,0.3100,0.1550
Giappone,PER,ALB,1,14,0.4094,0.4094,0.2047
Giappone,PER,ALB,1,15,0.3568,0.3568,0.1784
Giappone,PER,ALB,1,16,1.5658,1.5658,0.7829
Giappone,PER,ALB,1,30,0.9006,0.9006,0.4503
Giappone,PER,ALB,1,31,0.9276,0.9276,0.4638
Giappone,PER,ALB,1,32,0.3718,0.3718,0.1859
Giappone,PER,ALB,1,33,0.7336,0.7336,0.3668
Giappone,PER,ALB,1,34,0.8146,0.8146,0.4073
Giappone,PER,ALB,1,35,0.7118,0.7118,0.3559
Giappone,PER,ALB,1,36,0.7824,0.7824,0.3912
Giappone,PER,ALB,1,37,0.9250,0.9250,0.4625
Giappone,PER,ALB,1,38,0.8416,0.8416,0.4208
Giappone,PER,ALB,1,39,1.4496,1.4496,0.7248
Giappone,PER,ALB,1,4,1.2818,1.2818,0.6409
Giappone,PER,ALB,1,40,0.6300,0.6300,0.3150
Giappone,PER,ALB,1,5,0.8936,0.8936,0.4468
Giappone,PER,ALB,1,6,0.7478,0.7478,0.3739
Giappone,PER,ALB,1,7,0.5452,0.5452,0.2726
Giappone,PER,ALB,1,8,0.6410,0.6410,0.3205
Giappone,PER,ALB,1,9,0.4150,0.4150,0.2075
Giappone,PER,ALB,3,10,0.7995,0.7995,0.1999
Giappone,PER,ALB,3,11,0.9262,0.9262,0.2315
Giappone,PER,ALB,3,12,0.9302,0.9302,0.2326
Giappone,PER,ALB,3,13,0.7760,0.7760,0.1940
Giappone,PER,ALB,3,14,2.0068,2.0068,0.5017
Giappone,PER,ALB,3,30,2.0452,2.0452,0.5113
Giappone,PER,ALB,3,31,2.2362,2.2362,0.5590
Giappone,PER,ALB,3,32,1.3356,1.3356,0.3339
Giappone,PER,ALB,3,33,1.7172,1.7172,0.4293
Giappone,PER,ALB,3,34,1.7302,1.7302,0.4325
Giappone,PER,ALB,3,35,1.8406,1.8406,0.4601
Giappone,PER,ALB,3,36,1.8148,1.8148,0.4537
Giappone,PER,ALB,3,37,2.4870,2.4870,0.6218
Giappone,PER,ALB,3,38,1.5432,1.5432,0.3858
Giappone,PER,ALB,3,4,2.3756,2.3756,0.5939
Giappone,PER,ALB,3,5,1.8712,1.8712,0.4678
Giappone,PER,ALB,3,6,1.9546,1.9546,0.4886
Giappone,PER,ALB,3,7,1.4733,1.4733,0.3683
Giappone,PER,ALB,3,8,1.2020,1.2020,0.3005
Giappone,PER,ALB,3,9,1.1109,1.1109,0.2777
Giappone,PER,ALB,5,10,1.3897,1.3897,0.2316
Giappone,PER,ALB,5,11,1.4358,1.4358,0.2393
Giappone,PER,ALB,5,12,2.6198,2.6198,0.4366
Giappone,PER,ALB,5,30,3.7818,3.7818,0.6303
Giappone,PER,ALB,5,31,3.7948,3.7948,0.6325
Giappone,PER,ALB,5,32,2.5292,2.5292,0.4215
Giappone,PER,ALB,5,33,3.1178,3.1178,0.5196
Giappone,PER,ALB,5,34,3.1193,3.1193,0.5199
Giappone,PER,ALB,5,35,3.6064,3.6064,0.6011
Giappone,PER,ALB,5,36,2.7071,2.7071,0.4512
Giappone,PER,ALB,5,4,3.9284,3.9284,0.6547
Giappone,PER,ALB,5,5,3.2318,3.2318,0.5386
Giappone,PER,ALB,5,6,3.0814,3.0814,0.5136
Giappone,PER,ALB,5,7,2.6455,2.6455,0.4409
Giappone,PER,ALB,5,8,1.9980,1.9980,0.3330
Giappone,PER,ALB,5,9,1.5877,1.5877,0.2646
Giappone,PER,COL,1,46,0.3217,0.3217,0.1608
Giappone,PER,COL,1,47,0.1501,0.1501,0.0750
Giappone,PER,COL,1,48,0.0045,0.0045,0.0022
Giappone,PER,COL,1,49,-0.3780,-0.3780,-0.1890
Giappone,PER,COL,1,50,-0.3981,-0.3981,-0.1990
Giappone,PER,COL,3,46,0.3353,0.3353,0.0838
Giappone,PER,COL,3,47,-0.2689,-0.2689,-0.0672
Giappone,PER,COL,3,48,-0.4941,-0.4941,-0.1235
Giappone,PER,COL,5,46,-0.1540,-0.1540,-0.0257
Giappone,PER,HUL,1,3,2.0490,2.0490,1.0245
Giappone,PER,HUL,3,3,3.3470,3.3470,0.8368
Giappone,PER,HUL,5,3,5.6280,5.6280,0.9380
Giappone,PIA,ANT,1,30,0.1118,0.1118,0.0559
Giappone,PIA,ANT,1,31,0.5376,0.5376,0.2688
Giappone,PIA,ANT,1,32,0.1998,0.1998,0.0999
Giappone,PIA,ANT,1,33,0.2154,0.2154,0.1077
Giappone,PIA,ANT,1,34,0.1050,0.1050,0.0525
Giappone,PIA,ANT,1,35,0.2130,0.2130,0.1065
Giappone,PIA,ANT,1,36,0.4730,0.4730,0.2365
Giappone,PIA,ANT,1,37,0.5434,0.5434,0.2717
Giappone,PIA,ANT,1,38,0.3208,0.3208,0.1604
Giappone,PIA,ANT,1,39,0.5482,0.5482,0.2741
Giappone,PIA,ANT,1,40,0.7590,0.7590,0.3795
Giappone,PIA,ANT,1,41,0.7074,0.7074,0.3537
Giappone,PIA,ANT,1,42,0.8778,0.8778,0.4389
Giappone,PIA,ANT,1,43,0.3808,0.3808,0.1904
Giappone,PIA,ANT,1,44,-0.0211,-0.0211,-0.0105
Giappone,PIA,ANT,1,45,-0.7935,-0.7935,-0.3967
Giappone,PIA,ANT,1,46,-1.6729,-1.6729,-0.8364
Giappone,PIA,ANT,1,47,-1.1200,-1.1200,-0.5600
Giappone,PIA,ANT,1,48,-1.0132,-1.0132,-0.5066
Giappone,PIA,ANT,1,49,-0.6036,-0.6036,-0.3018
Giappone,PIA,ANT,1,50,-0.4595,-0.4595,-0.2298
Giappone,PIA,ANT,3,30,0.3116,0.3116,0.0779
Giappone,PIA,ANT,3,31,0.9422,0.9422,0.2356
Giappone,PIA,ANT,3,32,0.4976,0.4976,0.1244
Giappone,PIA,ANT,3,33,0.5438,0.5438,0.1359
Giappone,PIA,ANT,3,34,0.6160,0.6160,0.1540
Giappone,PIA,ANT,3,35,0.7170,0.7170,0.1793
Giappone,PIA,ANT,3,36,0.6771,0.6771,0.1693
Giappone,PIA,ANT,3,37,1.0979,1.0979,0.2745
Giappone,PIA,ANT,3,38,1.1447,1.1447,0.2862
Giappone,PIA,ANT,3,39,1.2595,1.2595,0.3149
Giappone,PIA,ANT,3,40,1.6440,1.6440,0.4110
Giappone,PIA,ANT,3,41,1.3128,1.3128,0.3282
Giappone,PIA,ANT,3,42,1.2255,1.2255,0.3064
Giappone,PIA,ANT,3,43,-0.2104,-0.2104,-0.0526
Giappone,PIA,ANT,3,44,-1.5852,-1.5852,-0.3963
Giappone,PIA,ANT,3,45,-1.8339,-1.8339,-0.4585
Giappone,PIA,ANT,3,46,-2.6357,-2.6357,-0.6589
Giappone,PIA,ANT,3,47,-1.7350,-1.7350,-0.4338
Giappone,PIA,ANT,3,48,-1.4803,-1.4803,-0.3701
Giappone,PIA,ANT,5,30,0.6094,0.6094,0.1016
Giappone,PIA,ANT,5,31,1.4598,1.4598,0.2433
Giappone,PIA,ANT,5,32,1.2014,1.2014,0.2002
Giappone,PIA,ANT,5,33,1.1632,1.1632,0.1939
Giappone,PIA,ANT,5,34,0.8580,0.8580,0.1430
Giappone,PIA,ANT,5,35,1.2321,1.2321,0.2053
Giappone,PIA,ANT,5,36,1.3841,1.3841,0.2307
Giappone,PIA,ANT,5,37,1.8153,1.8153,0.3026
Giappone,PIA,ANT,5,38,2.0945,2.0945,0.3491
Giappone,PIA,ANT,5,39,1.8687,1.8687,0.3114
Giappone,PIA,ANT,5,40,1.9990,1.9990,0.3332
Giappone,PIA,ANT,5,41,0.9461,0.9461,0.1577
Giappone,PIA,ANT,5,42,0.0303,0.0303,0.0050
Giappone,PIA,ANT,5,43,-1.0486,-1.0486,-0.1748
Giappone,PIA,ANT,5,44,-2.4392,-2.4392,-0.4065
Giappone,PIA,ANT,5,45,-2.3694,-2.3694,-0.3949
Giappone,PIA,ANT,5,46,-3.0526,-3.0526,-0.5088
Giappone,PIA,RUS,1,8,-1.7094,-1.7094,-0.8547
Giappone,PIA,RUS,3,8,-2.2278,-2.2278,-0.5569
Giappone,PIA,RUS,5,8,-3.2622,-3.2622,-0.5437
Giappone,RUS,HAM,1,30,0.1390,0.1390,0.0695
Giappone,RUS,HAM,1,31,-0.1404,-0.1404,-0.0702
Giappone,RUS,HAM,1,32,0.1600,0.1600,0.0800
Giappone,RUS,HAM,1,33,-0.1760,-0.1760,-0.0880
Giappone,RUS,HAM,1,34,-0.3450,-0.3450,-0.1725
Giappone,RUS,HAM,1,35,0.8890,0.8890,0.4445
Giappone,RUS,HAM,1,36,0.9650,0.9650,0.4825
Giappone,RUS,HAM,1,42,-2.0643,-2.0643,-1.0321
Giappone,RUS,HAM,3,30,0.2990,0.2990,0.0747
Giappone,RUS,HAM,3,31,-0.3368,-0.3368,-0.0842
Giappone,RUS,HAM,3,32,-0.1850,-0.1850,-0.0463
Giappone,RUS,HAM,3,33,0.7130,0.7130,0.1782
Giappone,RUS,HAM,3,34,0.6200,0.6200,0.1550
Giappone,RUS,HAM,3,35,0.8580,0.8580,0.2145
Giappone,RUS,HAM,3,36,0.6350,0.6350,0.1587
Giappone,RUS,HAM,3,42,-2.6006,-2.6006,-0.6501
Giappone,RUS,HAM,5,30,-0.0460,-0.0460,-0.0077
Giappone,RUS,HAM,5,31,0.5318,0.5318,0.0886
Giappone,RUS,HAM,5,32,0.7800,0.7800,0.1300
Giappone,RUS,HAM,5,33,0.6820,0.6820,0.1137
Giappone,RUS,HAM,5,34,0.2900,0.2900,0.0483
Giappone,RUS,HAM,5,35,0.6640,0.6640,0.1107
Giappone,RUS,HAM,5,36,0.0180,0.0180,0.0030
Giappone,RUS,HAM,5,42,-3.8508,-3.8508,-0.6418
Giappone,RUS,LEC,1,3,-2.1580,-2.1580,-1.0790
Giappone,RUS,LEC,1,37,0.3960,0.3960,0.1980
Giappone,RUS,LEC,1,38,-0.0470,-0.0470,-0.0235
Giappone,RUS,LEC,1,39,-0.0070,-0.0070,-0.0035
Giappone,RUS,LEC,1,40,0.5045,0.5045,0.2522
Giappone,RUS,LEC,1,41,0.2226,0.2226,0.1113
Giappone,RUS,LEC,1,43,-0.9023,-0.9023,-0.4512
Giappone,RUS,LEC,1,44,-0.5260,-0.5260,-0.2630
Giappone,RUS,LEC,1,45,-0.0033,-0.0033,-0.0017
Giappone,RUS,LEC,1,46,0.0694,0.0694,0.0347
Giappone,RUS,LEC,1,47,-0.1074,-0.1074,-0.0537
Giappone,RUS,LEC,1,48,-1.0988,-1.0988,-0.5494
Giappone,RUS,LEC,1,49,0.1858,0.1858,0.0929
Giappone,RUS,LEC,3,3,-2.8630,-2.8630,-0.7157
Giappone,RUS,LEC,3,37,0.3890,0.3890,0.0972
Giappone,RUS,LEC,3,38,0.6030,0.6030,0.1508
Giappone,RUS,LEC,3,39,0.2980,0.2980,0.0745
Giappone,RUS,LEC,3,40,-0.2001,-0.2001,-0.0500
Giappone,RUS,LEC,3,41,-0.4438,-0.4438,-0.1110
Giappone,RUS,LEC,3,43,-1.1806,-1.1806,-0.2952
Giappone,RUS,LEC,3,44,-0.6160,-0.6160,-0.1540
Giappone,RUS,LEC,3,45,-0.1437,-0.1437,-0.0359
Giappone,RUS,LEC,3,46,-1.0382,-1.0382,-0.2595
Giappone,RUS,LEC,3,47,0.1172,0.1172,0.0293
Giappone,RUS,LEC,3,48,0.0012,0.0012,0.0003
Giappone,RUS,LEC,5,3,-2.8590,-2.8590,-0.4765
Giappone,RUS,LEC,5,37,0.6940,0.6940,0.1157
Giappone,RUS,LEC,5,38,0.0440,0.0440,0.0073
Giappone,RUS,LEC,5,39,-0.2860,-0.2860,-0.0477
Giappone,RUS,LEC,5,40,-0.6926,-0.6926,-0.1154
Giappone,RUS,LEC,5,41,-0.4862,-0.4862,-0.0810
Giappone,RUS,LEC,5,43,-1.5960,-1.5960,-0.2660
Giappone,RUS,LEC,5,44,-1.8830,-1.8830,-0.3138
Giappone,RUS,LEC,5,45,0.0480,0.0480,0.0080
Giappone,RUS,LEC,5,46,0.0422,0.0422,0.0070
Giappone,RUS,PIA,1,10,-0.1170,-0.1170,-0.0585
Giappone,RUS,PIA,1,11,0.3630,0.3630,0.1815
Giappone,RUS,PIA,1,12,0.3990,0.3990,0.1995
Giappone,RUS,PIA,1,13,0.1546,0.1546,0.0773
Giappone,RUS,PIA,1,4,-0.4711,-0.4711,-0.2356
Giappone,RUS,PIA,1,5,-0.6500,-0.6500,-0.3250
Giappone,RUS,PIA,1,50,0.5432,0.5432,0.2716
Giappone,RUS,PIA,1,6,-1.1090,-1.1090,-0.5545
Giappone,RUS,PIA,1,7,0.4770,0.4770,0.2385
Giappone,RUS,PIA,1,9,-0.2620,-0.2620,-0.1310
Giappone,RUS,PIA,3,10,0.2820,0.2820,0.0705
Giappone,RUS,PIA,3,11,0.6120,0.6120,0.1530
Giappone,RUS,PIA,3,4,-1.5801,-1.5801,-0.3950
Giappone,RUS,PIA,3,5,-0.1730,-0.1730,-0.0433
Giappone,RUS,PIA,3,6,-0.0350,-0.0350,-0.0087
Giappone,RUS,PIA,3,7,0.2150,0.2150,0.0537
Giappone,RUS,PIA,3,9,0.1010,0.1010,0.0252
Giappone,RUS,PIA,5,4,-0.5061,-0.5061,-0.0844
Giappone,RUS,PIA,5,5,-0.4350,-0.4350,-0.0725
Giappone,RUS,PIA,5,6,-0.1520,-0.1520,-0.0253
Giappone,RUS,PIA,5,7,0.5780,0.5780,0.0963
Giappone,RUS,PIA,5,9,0.3500,0.3500,0.0583
Giappone,SAI,BEA,1,10,-2.0460,-2.0460,-1.0230
Giappone,SAI,BEA,1,11,-0.3506,-0.3506,-0.1753
Giappone,SAI,BEA,1,7,-0.0500,-0.0500,-0.0250
Giappone,SAI,BEA,1,8,-0.7348,-0.7348,-0.3674
Giappone,SAI,BEA,1,9,-2.5436,-2.5436,-1.2718
Giappone,SAI,BEA,3,7,-2.4508,-2.4508,-0.6127
Giappone,SAI,BEA,3,8,-3.0756,-3.0756,-0.7689
Giappone,SAI,BEA,3,9,-3.4082,-3.4082,-0.8520
Giappone,SAI,BEA,5,7,-3.1726,-3.1726,-0.5288
Giappone,SAI,BOR,1,3,0.4830,0.4830,0.2415
Giappone,SAI,BOR,1,4,1.1390,1.1390,0.5695
Giappone,SAI,BOR,1,5,1.1512,1.1512,0.5756
Giappone,SAI,BOR,1,6,0.3696,0.3696,0.1848
Giappone,SAI,BOR,3,3,2.7310,2.7310,0.6827
Giappone,SAI,BOR,3,4,2.6350,2.6350,0.6588
Giappone,SAI,BOR,3,5,0.9494,0.9494,0.2374
Giappone,SAI,BOR,3,6,0.3562,0.3562,0.0891
Giappone,SAI,BOR,5,3,3.6260,3.6260,0.6043
Giappone,SAI,BOR,5,4,3.7480,3.7480,0.6247
Giappone,SAI,BOR,5,5,0.0256,0.0256,0.0043
Giappone,SAI,BOR,5,6,-0.4632,-0.4632,-0.0772
Giappone,SAI,HUL,1,15,0.5246,0.5246,0.2623
Giappone,SAI,HUL,1,17,0.9467,0.9467,0.4733
Giappone,SAI,HUL,1,30,2.1620,2.1620,1.0810
Giappone,SAI,HUL,3,15,1.7752,1.7752,0.4438
Giappone,SAI,HUL,3,30,2.5470,2.5470,0.6367
Giappone,SAI,HUL,5,30,1.6020,1.6020,0.2670
Giappone,SAI,LIN,1,31,0.3358,0.3358,0.1679
Giappone,SAI,LIN,1,32,-0.0242,-0.0242,-0.0121
Giappone,SAI,LIN,1,33,-1.2676,-1.2676,-0.6338
Giappone,SAI,LIN,1,34,-1.4666,-1.4666,-0.7333
Giappone,SAI,LIN,1,35,-0.3852,-0.3852,-0.1926
Giappone,SAI,LIN,1,36,-0.0770,-0.0770,-0.0385
Giappone,SAI,LIN,1,37,-0.1280,-0.1280,-0.0640
Giappone,SAI,LIN,1,38,0.4860,0.4860,0.2430
Giappone,SAI,LIN,1,39,0.5046,0.5046,0.2523
Giappone,SAI,LIN,1,40,0.2124,0.2124,0.1062
Giappone,SAI,LIN,1,41,0.1924,0.1924,0.0962
Giappone,SAI,LIN,1,42,0.2002,0.2002,0.1001
Giappone,SAI,LIN,1,43,0.1592,0.1592,0.0796
Giappone,SAI,LIN,1,44,0.5897,0.5897,0.2949
Giappone,SAI,LIN,1,45,0.7264,0.7264,0.3632
Giappone,SAI,LIN,1,46,0.3939,0.3939,0.1970
Giappone,SAI,LIN,1,47,-0.0575,-0.0575,-0.0288
Giappone,SAI,LIN,1,48,0.1050,0.1050,0.0525
Giappone,SAI,LIN,1,49,0.9082,0.9082,0.4541
Giappone,SAI,LIN,1,50,0.3266,0.3266,0.1633
Giappone,SAI,LIN,3,31,-0.1124,-0.1124,-0.0281
Giappone,SAI,LIN,3,32,-0.2694,-0.2694,-0.0674
Giappone,SAI,LIN,3,33,-2.0562,-2.0562,-0.5141
Giappone,SAI,LIN,3,34,-2.6362,-2.6362,-0.6590
Giappone,SAI,LIN,3,35,-0.9733,-0.9733,-0.2433
Giappone,SAI,LIN,3,36,0.4090,0.4090,0.1022
Giappone,SAI,LIN,3,37,0.4880,0.4880,0.1220
Giappone,SAI,LIN,3,38,0.8040,0.8040,0.2010
Giappone,SAI,LIN,3,39,0.8611,0.8611,0.2153
Giappone,SAI,LIN,3,40,0.7528,0.7528,0.1882
Giappone,SAI,LIN,3,41,0.4857,0.4857,0.1214
Giappone,SAI,LIN,3,42,0.6694,0.6694,0.1673
Giappone,SAI,LIN,3,43,0.6343,0.6343,0.1586
Giappone,SAI,LIN,3,44,0.6674,0.6674,0.1669
Giappone,SAI,LIN,3,45,0.5808,0.5808,0.1452
Giappone,SAI,LIN,3,46,0.6218,0.6218,0.1555
Giappone,SAI,LIN,3,47,1.0009,1.0009,0.2502
Giappone,SAI,LIN,3,48,0.8051,0.8051,0.2013
Giappone,SAI,LIN,5,31,-0.0816,-0.0816,-0.0136
Giappone,SAI,LIN,5,32,-0.3464,-0.3464,-0.0577
Giappone,SAI,LIN,5,33,-3.0478,-3.0478,-0.5080
Giappone,SAI,LIN,5,34,-3.2428,-3.2428,-0.5405
Giappone,SAI,LIN,5,35,-0.8175,-0.8175,-0.1363
Giappone,SAI,LIN,5,36,0.7270,0.7270,0.1212
Giappone,SAI,LIN,5,37,0.9560,0.9560,0.1593
Giappone,SAI,LIN,5,38,1.4500,1.4500,0.2417
Giappone,SAI,LIN,5,39,1.3187,1.3187,0.2198
Giappone,SAI,LIN,5,40,1.5621,1.5621,0.2604
Giappone,SAI,LIN,5,41,1.0951,1.0951,0.1825
Giappone,SAI,LIN,5,42,0.6266,0.6266,0.1044
Giappone,SAI,LIN,5,43,0.2375,0.2375,0.0396
Giappone,SAI,LIN,5,44,0.5792,0.5792,0.0965
Giappone,SAI,LIN,5,45,1.5512,1.5512,0.2585
Giappone,SAI,LIN,5,46,1.4447,1.4447,0.2408
Giappone,STR,ALO,1,3,-0.0320,-0.0320,-0.0160
Giappone,STR,ALO,1,4,-0.1370,-0.1370,-0.0685
Giappone,STR,ALO,1,5,-0.1650,-0.1650,-0.0825
Giappone,STR,ALO,1,6,-1.3360,-1.3360,-0.6680
Giappone,STR,ALO,1,7,-1.3078,-1.3078,-0.6539
Giappone,STR,ALO,3,3,-0.1970,-0.1970,-0.0493
Giappone,STR,ALO,3,4,-1.4730,-1.4730,-0.3682
Giappone,STR,ALO,3,5,-1.4680,-1.4680,-0.3670
Giappone,STR,ALO,3,6,-1.6270,-1.6270,-0.4068
Giappone,STR,ALO,3,7,-1.3216,-1.3216,-0.3304
Giappone,STR,ALO,5,3,-1.5000,-1.5000,-0.2500
Giappone,STR,ALO,5,4,-1.7640,-1.7640,-0.2940
Giappone,STR,ALO,5,5,-1.4770,-1.4770,-0.2462
Giappone,STR,ALO,5,6,-1.0550,-1.0550,-0.1758
Giappone,STR,ALO,5,7,-1.0764,-1.0764,-0.1794
Giappone,STR,PER,1,10,0.3048,0.3048,0.1524
Giappone,STR,PER,1,11,0.7372,0.7372,0.3686
Giappone,STR,PER,1,12,0.2696,0.2696,0.1348
Giappone,STR,PER,1,13,0.4520,0.4520,0.2260
Giappone,STR,PER,1,14,0.8306,0.8306,0.4153
Giappone,STR,PER,1,15,0.7452,0.7452,0.3726
Giappone,STR,PER,1,16,-0.5032,-0.5032,-0.2516
Giappone,STR,PER,1,8,-0.4490,-0.4490,-0.2245
Giappone,STR,PER,1,9,-0.2724,-0.2724,-0.1362
Giappone,STR,PER,3,10,0.5496,0.5496,0.1374
Giappone,STR,PER,3,11,1.3545,1.3545,0.3386
Giappone,STR,PER,3,12,1.1573,1.1573,0.2893
Giappone,STR,PER,3,13,1.1461,1.1461,0.2865
Giappone,STR,PER,3,14,0.2782,0.2782,0.0696
Giappone,STR,PER,3,8,-0.2760,-0.2760,-0.0690
Giappone,STR,PER,3,9,0.4152,0.4152,0.1038
Giappone,STR,PER,5,10,1.4124,1.4124,0.2354
Giappone,STR,PER,5,11,2.2137,2.2137,0.3690
Giappone,STR,PER,5,12,0.6619,0.6619,0.1103
Giappone,STR,PER,5,8,-0.1630,-0.1630,-0.0272
Giappone,STR,PER,5,9,0.9828,0.9828,0.1638
Giappone,VER,GAS,1,10,-0.4522,-0.4522,-0.2261
Giappone,VER,GAS,1,11,-0.4028,-0.4028,-0.2014
Giappone,VER,GAS,1,12,-0.8874,-0.8874,-0.4437
Giappone,VER,GAS,1,13,-0.9750,-0.9750,-0.4875
Giappone,VER,GAS,1,14,-0.8366,-0.8366,-0.4183
Giappone,VER,GAS,1,15,-0.8682,-0.8682,-0.4341
Giappone,VER,GAS,1,16,-0.8622,-0.8622,-0.4311
Giappone,VER,GAS,1,17,-0.7332,-0.7332,-0.3666
Giappone,VER,GAS,1,30,0.3580,0.3580,0.1790
Giappone,VER,GAS,1,31,-0.0920,-0.0920,-0.0460
Giappone,VER,GAS,1,32,-0.4228,-0.4228,-0.2114
Giappone,VER,GAS,1,33,-0.5410,-0.5410,-0.2705
Giappone,VER,GAS,1,34,-0.1860,-0.1860,-0.0930
Giappone,VER,GAS,1,35,-0.1050,-0.1050,-0.0525
Giappone,VER,GAS,1,36,-0.1100,-0.1100,-0.0550
Giappone,VER,GAS,1,37,0.3740,0.3740,0.1870
Giappone,VER,GAS,1,38,0.6340,0.6340,0.3170
Giappone,VER,GAS,1,39,-0.0512,-0.0512,-0.0256
Giappone,VER,GAS,1,40,-0.4748,-0.4748,-0.2374
Giappone,VER,GAS,1,41,-0.4422,-0.4422,-0.2211
Giappone,VER,GAS,1,42,-0.5484,-0.5484,-0.2742
Giappone,VER,GAS,1,43,-0.0652,-0.0652,-0.0326
Giappone,VER,GAS,1,44,0.2531,0.2531,0.1265
Giappone,VER,GAS,1,45,-0.2062,-0.2062,-0.1031
Giappone,VER,GAS,1,46,-1.1784,-1.1784,-0.5892
Giappone,VER,GAS,1,47,0.1246,0.1246,0.0623
Giappone,VER,GAS,1,49,-0.4694,-0.4694,-0.2347
Giappone,VER,GAS,1,5,-0.7006,-0.7006,-0.3503
Giappone,VER,GAS,1,50,-0.2064,-0.2064,-0.1032
Giappone,VER,GAS,1,6,-1.0694,-1.0694,-0.5347
Giappone,VER,GAS,1,7,-0.7814,-0.7814,-0.3907
Giappone,VER,GAS,1,8,-0.8360,-0.8360,-0.4180
Giappone,VER,GAS,1,9,-0.9066,-0.9066,-0.4533
Giappone,VER,GAS,3,10,-1.5024,-1.5024,-0.3756
Giappone,VER,GAS,3,11,-1.4327,-1.4327,-0.3582
Giappone,VER,GAS,3,12,-1.8028,-1.8028,-0.4507
Giappone,VER,GAS,3,13,-1.9460,-1.9460,-0.4865
Giappone,VER,GAS,3,14,-1.7232,-1.7232,-0.4308
