gara,A,B,k,L,residuo_gap,residuo_gap_reinfl,residuo_gap_perlap
Canada,PIA,ALB,3,5,-0.0632,-0.0632,-0.0158
Canada,PIA,BEA,1,34,3.6869,3.6869,1.8435
Canada,PIA,BEA,3,34,6.5999,6.5999,1.6500
Canada,PIA,BEA,5,34,8.3929,8.3929,1.3988
Canada,PIA,NOR,1,33,0.4281,0.4281,0.2140
Canada,PIA,NOR,1,6,0.6529,0.6529,0.3264
Canada,PIA,NOR,1,7,2.7579,2.7579,1.3789
Canada,PIA,NOR,3,33,0.7201,0.7201,0.1800
Canada,PIA,NOR,5,33,-72.6228,-72.6228,-12.1038
Canada,RUS,ANT,1,22,0.5846,0.5846,0.2923
Canada,RUS,ANT,1,23,-1.7431,-1.7431,-0.8715
Canada,RUS,ANT,1,24,-2.1126,-2.1126,-1.0563
Canada,RUS,ANT,1,3,-0.0530,-0.0530,-0.0265
Canada,RUS,ANT,1,4,-1.3690,-1.3690,-0.6845
Canada,RUS,ANT,1,5,-2.5260,-2.5260,-1.2630
Canada,RUS,ANT,3,22,-1.3217,-1.3217,-0.3304
Canada,RUS,ANT,3,23,-2.2011,-2.2011,-0.5503
Canada,RUS,ANT,3,24,-2.4142,-2.4142,-0.6035
Canada,RUS,ANT,3,3,-1.6870,-1.6870,-0.4217
Canada,RUS,ANT,3,4,-1.6000,-1.6000,-0.4000
Canada,RUS,ANT,3,5,-3.4120,-3.4120,-0.8530
Canada,RUS,ANT,5,22,-1.4171,-1.4171,-0.2362
Canada,RUS,ANT,5,3,-1.6810,-1.6810,-0.2802
Canada,RUS,ANT,5,4,-1.6140,-1.6140,-0.2690
Canada,RUS,ANT,5,5,-4.3240,-4.3240,-0.7207
Canada,SAI,ALO,1,14,-4.1280,-4.1280,-2.0640
Canada,SAI,BEA,1,15,2.2319,2.2319,1.1159
Canada,SAI,BEA,1,16,2.2796,2.2796,1.1398
Canada,SAI,BEA,1,17,2.1916,2.1916,1.0958
Canada,SAI,BEA,1,18,1.7049,1.7049,0.8524
Canada,SAI,BEA,1,19,1.1438,1.1438,0.5719
Canada,SAI,BEA,1,20,1.3447,1.3447,0.6724
Canada,SAI,BEA,1,21,0.8876,0.8876,0.4438
Canada,SAI,BEA,1,22,0.7854,0.7854,0.3927
Canada,SAI,BEA,1,23,0.5906,0.5906,0.2953
Canada,SAI,BEA,1,24,-0.1585,-0.1585,-0.0793
Canada,SAI,BEA,1,25,-0.2768,-0.2768,-0.1384
Canada,SAI,BEA,3,15,4.9348,4.9348,1.2337
Canada,SAI,BEA,3,16,4.5283,4.5283,1.1321
Canada,SAI,BEA,3,17,4.0122,4.0122,1.0030
Canada,SAI,BEA,3,18,3.5378,3.5378,0.8844
Canada,SAI,BEA,3,19,2.1965,2.1965,0.5491
Canada,SAI,BEA,3,20,2.4304,2.4304,0.6076
Canada,SAI,BEA,3,21,1.9573,1.9573,0.4893
Canada,SAI,BEA,3,22,0.9017,0.9017,0.2254
Canada,SAI,BEA,3,23,0.3203,0.3203,0.0801
Canada,SAI,BEA,5,15,7.2666,7.2666,1.2111
Canada,SAI,BEA,5,16,6.9049,6.9049,1.1508
Canada,SAI,BEA,5,17,5.7418,5.7418,0.9570
Canada,SAI,BEA,5,18,5.1116,5.1116,0.8519
Canada,SAI,BEA,5,19,3.4313,3.4313,0.5719
Canada,SAI,BEA,5,20,2.8471,2.8471,0.4745
Canada,SAI,BEA,5,21,2.1659,2.1659,0.3610
Canada,SAI,NOR,1,34,-3.3195,-3.3195,-1.6598
Canada,SAI,NOR,3,34,-0.9228,-0.9228,-0.2307
Canada,SAI,OCO,1,10,3.0744,3.0744,1.5372
Canada,SAI,OCO,1,11,1.9414,1.9414,0.9707
Canada,SAI,OCO,1,8,4.0784,4.0784,2.0392
Canada,SAI,OCO,1,9,4.0254,4.0254,2.0127
Canada,SAI,OCO,3,8,8.0338,8.0338,2.0085
Canada,SAI,OCO,3,9,0.8804,0.8804,0.2201
Canada,SAI,STR,1,6,-0.6472,-0.6472,-0.3236
Canada,SAI,STR,1,7,-5.1761,-5.1761,-2.5881
Canada,SAI,STR,3,6,0.8845,0.8845,0.2211
Canada,SAI,STR,3,7,-11.1941,-11.1941,-2.7985
Canada,STR,ALB,1,4,3.3559,3.3559,1.6779
Canada,STR,ALB,3,4,9.2428,9.2428,2.3107
Canada,STR,ALB,5,4,14.5236,14.5236,2.4206
Canada,STR,HUL,1,9,-0.5514,-0.5514,-0.2757
Canada,STR,OCO,1,7,4.5986,4.5986,2.2993
Canada,STR,OCO,3,7,6.7893,6.7893,1.6973
Canada,STR,PIA,1,5,0.9251,0.9251,0.4626
Canada,STR,PIA,1,6,5.9650,5.9650,2.9825
Canada,STR,PIA,3,5,8.3350,8.3350,2.0837
Canada,STR,SAI,1,8,-2.2855,-2.2855,-1.1428
Canada,VER,ANT,1,10,1.6440,1.6440,0.8220
Canada,VER,ANT,1,11,-1.1910,-1.1910,-0.5955
Canada,VER,ANT,1,12,-1.2372,-1.2372,-0.6186
Canada,VER,ANT,1,13,0.9401,0.9401,0.4700
Canada,VER,ANT,1,14,1.4138,1.4138,0.7069
Canada,VER,ANT,1,15,0.4306,0.4306,0.2153
Canada,VER,ANT,1,16,-0.3217,-0.3217,-0.1609
Canada,VER,ANT,1,17,1.2914,1.2914,0.6457
Canada,VER,ANT,1,18,1.1900,1.1900,0.5950
Canada,VER,ANT,1,19,1.5660,1.5660,0.7830
Canada,VER,ANT,1,20,0.3685,0.3685,0.1842
Canada,VER,ANT,1,21,-0.2075,-0.2075,-0.1038
Canada,VER,ANT,1,25,-0.1953,-0.1953,-0.0976
Canada,VER,ANT,1,26,-0.3066,-0.3066,-0.1533
Canada,VER,ANT,1,35,-0.6090,-0.6090,-0.3045
Canada,VER,ANT,1,36,-0.7591,-0.7591,-0.3796
Canada,VER,ANT,1,37,-0.2262,-0.2262,-0.1131
Canada,VER,ANT,1,38,-1.1210,-1.1210,-0.5605
Canada,VER,ANT,1,39,-3.9178,-3.9178,-1.9589
Canada,VER,ANT,1,40,-2.5246,-2.5246,-1.2623
Canada,VER,ANT,1,55,0.9555,0.9555,0.4777
Canada,VER,ANT,1,56,0.9536,0.9536,0.4768
Canada,VER,ANT,1,57,-0.0651,-0.0651,-0.0326
Canada,VER,ANT,1,58,-0.1895,-0.1895,-0.0948
Canada,VER,ANT,1,59,0.5881,0.5881,0.2940
Canada,VER,ANT,1,60,0.3761,0.3761,0.1880
Canada,VER,ANT,1,61,-0.1256,-0.1256,-0.0628
Canada,VER,ANT,1,9,2.5940,2.5940,1.2970
Canada,VER,ANT,3,10,0.9300,0.9300,0.2325
Canada,VER,ANT,3,11,-0.7320,-0.7320,-0.1830
Canada,VER,ANT,3,12,-0.1595,-0.1595,-0.0399
Canada,VER,ANT,3,13,1.3731,1.3731,0.3433
Canada,VER,ANT,3,14,1.4156,1.4156,0.3539
Canada,VER,ANT,3,15,1.4902,1.4902,0.3725
Canada,VER,ANT,3,16,0.7456,0.7456,0.1864
Canada,VER,ANT,3,17,3.6017,3.6017,0.9004
Canada,VER,ANT,3,18,2.1030,2.1030,0.5258
Canada,VER,ANT,3,19,1.7100,1.7100,0.4275
Canada,VER,ANT,3,20,1.0319,1.0319,0.2580
Canada,VER,ANT,3,21,-2.6331,-2.6331,-0.6583
Canada,VER,ANT,3,35,-1.3490,-1.3490,-0.3372
Canada,VER,ANT,3,36,-1.9722,-1.9722,-0.4931
Canada,VER,ANT,3,37,-3.8145,-3.8145,-0.9536
Canada,VER,ANT,3,38,-4.4280,-4.4280,-1.1070
Canada,VER,ANT,3,55,0.9559,0.9559,0.2390
Canada,VER,ANT,3,56,0.6412,0.6412,0.1603
Canada,VER,ANT,3,57,0.3998,0.3998,0.0999
Canada,VER,ANT,3,58,0.1179,0.1179,0.0295
Canada,VER,ANT,3,59,0.5871,0.5871,0.1468
Canada,VER,ANT,3,60,0.3891,0.3891,0.0973
Canada,VER,ANT,3,61,-1.0572,-1.0572,-0.2643
Canada,VER,ANT,3,9,2.2330,2.2330,0.5582
Canada,VER,ANT,5,10,2.5310,2.5310,0.4218
Canada,VER,ANT,5,11,-0.7800,-0.7800,-0.1300
Canada,VER,ANT,5,12,-0.4937,-0.4937,-0.0823
Canada,VER,ANT,5,13,2.4352,2.4352,0.4059
Canada,VER,ANT,5,14,2.8065,2.8065,0.4677
Canada,VER,ANT,5,15,3.5688,3.5688,0.5948
Canada,VER,ANT,5,16,1.5359,1.5359,0.2560
Canada,VER,ANT,5,17,4.4901,4.4901,0.7483
Canada,VER,ANT,5,18,3.3110,3.3110,0.5518
Canada,VER,ANT,5,19,-0.3640,-0.3640,-0.0607
Canada,VER,ANT,5,20,-1.8246,-1.8246,-0.3041
Canada,VER,ANT,5,21,-3.1986,-3.1986,-0.5331
Canada,VER,ANT,5,35,-5.4510,-5.4510,-0.9085
Canada,VER,ANT,5,36,-5.3714,-5.3714,-0.8952
Canada,VER,ANT,5,55,1.4864,1.4864,0.2477
Canada,VER,ANT,5,56,0.8258,0.8258,0.1376
Canada,VER,ANT,5,57,0.2756,0.2756,0.0459
Canada,VER,ANT,5,58,0.0624,0.0624,0.0104
Canada,VER,ANT,5,59,-0.2198,-0.2198,-0.0366
Canada,VER,ANT,5,60,-0.1928,-0.1928,-0.0321
Canada,VER,ANT,5,61,-0.9798,-0.9798,-0.1633
Canada,VER,ANT,5,9,3.0180,3.0180,0.5030
Canada,VER,HAM,1,3,-0.3930,-0.3930,-0.1965
Canada,VER,HAM,1,4,-0.0420,-0.0420,-0.0210
Canada,VER,HAM,1,5,-0.1160,-0.1160,-0.0580
Canada,VER,HAM,1,6,-0.3930,-0.3930,-0.1965
Canada,VER,HAM,1,62,-0.1072,-0.1072,-0.0536
Canada,VER,HAM,1,63,-0.6061,-0.6061,-0.3030
Canada,VER,HAM,1,64,-0.9625,-0.9625,-0.4813
Canada,VER,HAM,1,65,-0.1428,-0.1428,-0.0714
Canada,VER,HAM,1,7,-1.2010,-1.2010,-0.6005
Canada,VER,HAM,1,8,-1.0770,-1.0770,-0.5385
Canada,VER,HAM,3,3,-0.5090,-0.5090,-0.1272
Canada,VER,HAM,3,4,-0.4350,-0.4350,-0.1087
Canada,VER,HAM,3,5,-1.3170,-1.3170,-0.3293
Canada,VER,HAM,3,6,-1.4700,-1.4700,-0.3675
Canada,VER,HAM,3,62,-1.0045,-1.0045,-0.2511
Canada,VER,HAM,3,63,-0.8121,-0.8121,-0.2030
Canada,VER,HAM,3,7,-1.1280,-1.1280,-0.2820
Canada,VER,HAM,3,8,-0.9180,-0.9180,-0.2295
Canada,VER,HAM,5,3,-1.7100,-1.7100,-0.2850
Canada,VER,HAM,5,4,-1.5120,-1.5120,-0.2520
Canada,VER,HAM,5,5,-1.2440,-1.2440,-0.2073
Canada,VER,HAM,5,6,-1.3110,-1.3110,-0.2185
Canada,VER,HAM,5,7,-0.9530,-0.9530,-0.1588
Canada,VER,HAM,5,8,-0.8940,-0.8940,-0.1490
Canada,VER,RUS,1,22,-0.1078,-0.1078,-0.0539
Canada,VER,RUS,1,23,-1.0352,-1.0352,-0.5176
Canada,VER,RUS,1,24,-1.0032,-1.0032,-0.5016
Canada,VER,RUS,3,22,-1.2445,-1.2445,-0.3111
Canada,VER,RUS,3,23,-1.4954,-1.4954,-0.3738
Canada,VER,RUS,3,24,-1.5875,-1.5875,-0.3969
Canada,VER,RUS,5,22,-1.9623,-1.9623,-0.3270
Cina,ALO,BOT,1,17,-0.6889,-0.6889,-0.3444
Cina,ALO,BOT,3,17,-2.6667,-2.6667,-0.6667
Cina,ALO,BOT,5,17,-4.7306,-4.7306,-0.7884
Cina,ALO,HUL,1,14,-1.9051,-1.9051,-0.9526
Cina,ALO,HUL,1,15,-2.4889,-2.4889,-1.2444
Cina,ALO,HUL,1,3,1.9300,1.9300,0.9650
Cina,ALO,HUL,1,4,3.0010,3.0010,1.5005
Cina,ALO,HUL,1,5,1.8097,1.8097,0.9049
Cina,ALO,HUL,3,14,-2.9943,-2.9943,-0.7486
Cina,ALO,HUL,3,15,-2.4587,-2.4587,-0.6147
Cina,ALO,HUL,3,3,5.9340,5.9340,1.4835
Cina,ALO,HUL,3,4,5.0180,5.0180,1.2545
Cina,ALO,HUL,3,5,3.0144,3.0144,0.7536
Cina,ALO,HUL,5,14,-4.1744,-4.1744,-0.6957
Cina,ALO,HUL,5,15,-3.9216,-3.9216,-0.6536
Cina,ALO,HUL,5,3,9.1730,9.1730,1.5288
Cina,ALO,PER,1,16,-2.3214,-2.3214,-1.1607
Cina,ALO,PER,1,18,-1.6604,-1.6604,-0.8302
Cina,ALO,PER,1,19,-1.8429,-1.8429,-0.9215
Cina,ALO,PER,1,20,-1.7473,-1.7473,-0.8736
Cina,ALO,PER,1,21,-1.0727,-1.0727,-0.5364
Cina,ALO,PER,1,22,-1.3620,-1.3620,-0.6810
Cina,ALO,PER,1,23,-2.0834,-2.0834,-1.0417
Cina,ALO,PER,1,24,-2.1029,-2.1029,-1.0514
Cina,ALO,PER,1,25,-1.3721,-1.3721,-0.6860
Cina,ALO,PER,1,26,-0.8541,-0.8541,-0.4271
Cina,ALO,PER,3,16,-3.9779,-3.9779,-0.9945
Cina,ALO,PER,3,18,-3.3641,-3.3641,-0.8410
Cina,ALO,PER,3,19,-3.2451,-3.2451,-0.8113
Cina,ALO,PER,3,20,-3.3471,-3.3471,-0.8368
Cina,ALO,PER,3,21,-3.3024,-3.3024,-0.8256
Cina,ALO,PER,3,22,-3.8820,-3.8820,-0.9705
Cina,ALO,PER,3,23,-3.6969,-3.6969,-0.9242
Cina,ALO,PER,3,24,-3.0327,-3.0327,-0.7582
Cina,ALO,PER,5,16,-5.9333,-5.9333,-0.9889
Cina,ALO,PER,5,18,-5.1761,-5.1761,-0.8627
Cina,ALO,PER,5,19,-5.8042,-5.8042,-0.9674
Cina,ALO,PER,5,20,-6.1050,-6.1050,-1.0175
Cina,ALO,PER,5,21,-5.0621,-5.0621,-0.8437
Cina,ALO,PER,5,22,-5.2290,-5.2290,-0.8715
Cina,BEA,COL,1,19,-1.5484,-1.5484,-0.7742
Cina,BEA,COL,3,19,-4.1549,-4.1549,-1.0387
Cina,BEA,COL,5,19,-5.8593,-5.8593,-0.9765
Cina,BEA,HAM,1,27,-0.5123,-0.5123,-0.2561
Cina,BEA,HAM,1,28,-0.0091,-0.0091,-0.0046
Cina,BEA,HAM,1,29,-0.1673,-0.1673,-0.0836
Cina,BEA,HAM,1,30,0.0317,0.0317,0.0159
Cina,BEA,HAM,1,31,-0.3277,-0.3277,-0.1639
Cina,BEA,HAM,1,32,-0.5394,-0.5394,-0.2697
Cina,BEA,HAM,1,33,-1.1000,-1.1000,-0.5500
Cina,BEA,HAM,1,34,-1.1249,-1.1249,-0.5624
Cina,BEA,HAM,1,39,-0.7131,-0.7131,-0.3566
Cina,BEA,HAM,3,27,-0.6796,-0.6796,-0.1699
Cina,BEA,HAM,3,28,0.4317,0.4317,0.1079
Cina,BEA,HAM,3,29,-0.3746,-0.3746,-0.0936
Cina,BEA,HAM,3,30,-0.4766,-0.4766,-0.1191
Cina,BEA,HAM,3,31,-1.5674,-1.5674,-0.3919
Cina,BEA,HAM,3,32,-1.9309,-1.9309,-0.4827
Cina,BEA,HAM,3,33,-1.8540,-1.8540,-0.4635
Cina,BEA,HAM,3,34,-1.8727,-1.8727,-0.4682
Cina,BEA,HAM,3,39,0.0067,0.0067,0.0017
Cina,BEA,HAM,5,27,-0.8869,-0.8869,-0.1478
Cina,BEA,HAM,5,28,0.3326,0.3326,0.0554
Cina,BEA,HAM,5,29,-1.4939,-1.4939,-0.2490
Cina,BEA,HAM,5,30,-1.8369,-1.8369,-0.3061
Cina,BEA,HAM,5,31,-2.4611,-2.4611,-0.4102
Cina,BEA,HAM,5,32,-2.9453,-2.9453,-0.4909
Cina,BEA,HAM,5,33,-4.3830,-4.3830,-0.7305
Cina,BEA,HAM,5,34,-4.4076,-4.4076,-0.7346
Cina,BEA,HAM,5,39,0.5466,0.5466,0.0911
Cina,BEA,LEC,1,35,-1.0074,-1.0074,-0.5037
Cina,BEA,LEC,1,36,-0.8060,-0.8060,-0.4030
