pop,gara,drv,k,L,E,residuo_cum,residuo_cum_fuel,n_neu_flag,n_neu_json,edge,lapped
ctrl,Giappone,LIN,5,41,47,4.1855,0.9590,0,0,0,0
ctrl,Giappone,LIN,5,42,48,4.0208,1.1340,0,0,0,0
ctrl,Giappone,LIN,5,43,49,4.2563,1.7091,0,0,0,0
ctrl,Giappone,LIN,5,44,50,4.0779,1.8704,0,0,0,0
ctrl,Giappone,LIN,5,45,51,3.4162,1.5483,0,0,0,0
ctrl,Giappone,LIN,5,46,52,2.8480,1.3197,0,0,0,0
ctrl,Giappone,LIN,5,47,53,2.4682,1.2795,0,0,1,0
ctrl,Giappone,LIN,5,5,11,17.8744,2.4215,0,0,0,0
ctrl,Giappone,LIN,5,6,12,16.8473,1.7341,0,0,0,0
ctrl,Giappone,LIN,5,7,13,18.6763,3.9027,0,0,0,0
ctrl,Giappone,LIN,5,8,14,19.4903,5.0564,0,0,0,0
ctrl,Giappone,LIN,5,9,15,20.0263,5.9319,0,0,0,0
ctrl,Giappone,NOR,1,10,12,6.4120,1.6006,0,0,0,0
ctrl,Giappone,NOR,1,11,13,5.2251,0.5270,0,0,0,0
ctrl,Giappone,NOR,1,20,22,30.0933,26.4140,1,2,0,0
ctrl,Giappone,NOR,1,21,23,74.3439,70.7778,2,3,0,0
ctrl,Giappone,NOR,1,22,24,99.8327,96.3798,3,3,0,0
ctrl,Giappone,NOR,1,23,25,113.4161,110.0764,3,3,0,0
ctrl,Giappone,NOR,1,24,26,113.2451,110.0186,3,3,0,0
ctrl,Giappone,NOR,1,25,27,102.6621,99.5488,3,3,0,0
ctrl,Giappone,NOR,1,26,28,50.9531,47.9531,2,2,0,0
ctrl,Giappone,NOR,1,27,29,4.6481,1.7613,1,1,0,0
ctrl,Giappone,NOR,1,28,30,3.1477,0.3741,0,0,0,0
ctrl,Giappone,NOR,1,29,31,3.0102,0.3498,0,0,0,0
ctrl,Giappone,NOR,1,3,5,3.7926,-1.8112,0,0,0,0
ctrl,Giappone,NOR,1,30,32,3.5170,0.9698,0,0,0,0
ctrl,Giappone,NOR,1,31,33,3.0456,0.6116,0,0,0,0
ctrl,Giappone,NOR,1,32,34,1.9452,-0.3756,0,0,0,0
ctrl,Giappone,NOR,1,33,35,1.8078,-0.3998,0,0,0,0
ctrl,Giappone,NOR,1,34,36,1.7424,-0.3520,0,0,0,0
ctrl,Giappone,NOR,1,35,37,1.8582,-0.1230,0,0,0,0
ctrl,Giappone,NOR,1,36,38,2.0479,0.1800,0,0,0,0
ctrl,Giappone,NOR,1,37,39,2.0312,0.2764,0,0,0,0
ctrl,Giappone,NOR,1,38,40,1.9273,0.2858,0,0,0,0
ctrl,Giappone,NOR,1,39,41,1.5973,0.0690,0,0,0,0
ctrl,Giappone,NOR,1,4,6,4.1860,-1.3046,0,0,0,0
ctrl,Giappone,NOR,1,40,42,1.9909,0.5758,0,0,0,0
ctrl,Giappone,NOR,1,41,43,2.4209,1.1191,0,0,0,0
ctrl,Giappone,NOR,1,42,44,2.0791,0.8904,0,0,0,0
ctrl,Giappone,NOR,1,43,45,1.6449,0.5695,0,0,0,0
ctrl,Giappone,NOR,1,44,46,1.6785,0.7163,0,0,0,0
ctrl,Giappone,NOR,1,45,47,1.7591,0.9101,0,0,0,0
ctrl,Giappone,NOR,1,46,48,2.9077,2.1718,0,0,0,0
ctrl,Giappone,NOR,1,47,49,2.7609,2.1383,0,0,0,0
ctrl,Giappone,NOR,1,48,50,2.2342,1.7248,0,0,0,0
ctrl,Giappone,NOR,1,49,51,3.6301,3.2339,0,0,0,0
ctrl,Giappone,NOR,1,5,7,4.8544,-0.5230,0,0,0,0
ctrl,Giappone,NOR,1,50,52,2.6231,2.3401,0,0,0,0
ctrl,Giappone,NOR,1,51,53,1.1429,0.9731,0,0,1,0
ctrl,Giappone,NOR,1,6,8,5.2748,0.0106,0,0,0,0
ctrl,Giappone,NOR,1,7,9,6.0482,0.8972,0,0,0,0
ctrl,Giappone,NOR,1,8,10,5.8828,0.8450,0,0,0,0
ctrl,Giappone,NOR,1,9,11,6.2054,1.2808,0,0,0,0
ctrl,Giappone,NOR,3,20,24,132.1995,125.0675,3,4,0,0
ctrl,Giappone,NOR,3,21,25,185.4755,178.5699,4,5,0,0
ctrl,Giappone,NOR,3,22,26,210.7934,204.1141,5,5,0,0
ctrl,Giappone,NOR,3,23,27,216.0781,209.6253,5,5,0,0
ctrl,Giappone,NOR,3,24,28,164.1981,157.9717,4,4,0,0
ctrl,Giappone,NOR,3,25,29,107.3961,101.3961,3,3,0,0
ctrl,Giappone,NOR,3,26,30,54.2901,48.5165,2,2,0,0
ctrl,Giappone,NOR,3,27,31,7.9471,2.3999,1,1,0,0
ctrl,Giappone,NOR,3,28,32,6.0131,0.6923,0,0,0,0
ctrl,Giappone,NOR,3,29,33,6.1832,1.0889,0,0,0,0
ctrl,Giappone,NOR,3,3,7,7.0602,-3.9210,0,0,0,0
ctrl,Giappone,NOR,3,30,34,5.7650,0.8970,0,0,0,0
ctrl,Giappone,NOR,3,31,35,4.9592,0.3177,0,0,0,0
ctrl,Giappone,NOR,3,32,36,3.5484,-0.8667,0,0,0,0
ctrl,Giappone,NOR,3,33,37,3.5025,-0.6861,0,0,0,0
ctrl,Giappone,NOR,3,34,38,3.6027,-0.3595,0,0,0,0
ctrl,Giappone,NOR,3,35,39,3.8893,0.1535,0,0,0,0
ctrl,Giappone,NOR,3,36,40,4.0649,0.5555,0,0,0,0
ctrl,Giappone,NOR,3,37,41,3.6733,0.3903,0,0,0,0
ctrl,Giappone,NOR,3,38,42,3.9286,0.8720,0,0,0,0
ctrl,Giappone,NOR,3,39,43,4.0787,1.2485,0,0,0,0
ctrl,Giappone,NOR,3,4,8,8.4430,-2.3118,0,0,0,0
ctrl,Giappone,NOR,3,40,44,4.1708,1.5670,0,0,0,0
ctrl,Giappone,NOR,3,41,45,4.0959,1.7185,0,0,0,0
ctrl,Giappone,NOR,3,42,46,3.8272,1.6763,0,0,0,0
ctrl,Giappone,NOR,3,43,47,3.4679,1.5434,0,0,0,0
ctrl,Giappone,NOR,3,44,48,4.6311,2.9329,0,0,0,0
ctrl,Giappone,NOR,3,45,49,4.5482,3.0765,0,0,0,0
ctrl,Giappone,NOR,3,46,50,5.1534,3.9081,0,0,0,0
ctrl,Giappone,NOR,3,47,51,6.5249,5.5060,0,0,0,0
ctrl,Giappone,NOR,3,48,52,5.1134,4.3209,0,0,0,0
ctrl,Giappone,NOR,3,49,53,4.9343,4.3682,0,0,1,0
ctrl,Giappone,NOR,3,5,9,10.5318,0.0035,0,0,0,0
ctrl,Giappone,NOR,3,6,10,11.1575,0.8557,0,0,0,0
ctrl,Giappone,NOR,3,7,11,12.6243,2.5489,0,0,0,0
ctrl,Giappone,NOR,3,8,12,12.5415,2.6925,0,0,0,0
ctrl,Giappone,NOR,3,9,13,11.4998,1.8771,0,0,0,0
ctrl,Giappone,NOR,5,20,26,243.1648,232.8063,5,6,0,0
ctrl,Giappone,NOR,5,21,27,285.8532,275.8344,6,7,0,0
ctrl,Giappone,NOR,5,22,28,259.4620,249.7828,6,6,0,0
ctrl,Giappone,NOR,5,23,29,220.8122,211.4725,5,5,0,0
ctrl,Giappone,NOR,5,24,30,167.5352,158.5352,4,4,0,0
ctrl,Giappone,NOR,5,25,31,110.7812,102.1208,3,3,0,0
ctrl,Giappone,NOR,5,26,32,58.2432,49.9224,2,2,0,0
ctrl,Giappone,NOR,5,27,33,11.4702,3.4890,1,1,0,0
ctrl,Giappone,NOR,5,28,34,7.6095,-0.0321,0,0,0,0
ctrl,Giappone,NOR,5,29,35,8.1630,0.8611,0,0,0,0
ctrl,Giappone,NOR,5,3,9,11.1508,-4.9813,0,0,0,0
ctrl,Giappone,NOR,5,30,36,7.6709,0.7087,0,0,0,0
ctrl,Giappone,NOR,5,31,37,6.7598,0.1371,0,0,0,0
ctrl,Giappone,NOR,5,32,38,5.2696,-1.0135,0,0,0,0
ctrl,Giappone,NOR,5,33,39,5.3703,-0.5731,0,0,0,0
ctrl,Giappone,NOR,5,34,40,5.4321,-0.1717,0,0,0,0
ctrl,Giappone,NOR,5,35,41,5.5315,0.2673,0,0,0,0
ctrl,Giappone,NOR,5,36,42,6.1558,1.2313,0,0,0,0
ctrl,Giappone,NOR,5,37,43,6.1995,1.6145,0,0,0,0
ctrl,Giappone,NOR,5,38,44,6.1190,1.8737,0,0,0,0
ctrl,Giappone,NOR,5,39,45,5.8140,1.9084,0,0,0,0
ctrl,Giappone,NOR,5,4,10,13.3079,-2.4845,0,0,0,0
ctrl,Giappone,NOR,5,40,46,6.0197,2.4537,0,0,0,0
ctrl,Giappone,NOR,5,41,47,5.9488,2.7224,0,0,0,0
ctrl,Giappone,NOR,5,42,48,6.8493,3.9625,0,0,0,0
ctrl,Giappone,NOR,5,43,49,6.3208,3.7737,0,0,0,0
ctrl,Giappone,NOR,5,44,50,6.9216,4.7140,0,0,0,0
ctrl,Giappone,NOR,5,45,51,8.3403,6.4724,0,0,0,0
ctrl,Giappone,NOR,5,46,52,8.0441,6.5158,0,0,0,0
ctrl,Giappone,NOR,5,47,53,7.9628,6.7742,0,0,1,0
ctrl,Giappone,NOR,5,5,11,16.7371,1.2843,0,0,0,0
ctrl,Giappone,NOR,5,6,12,17.8163,2.7031,0,0,0,0
ctrl,Giappone,NOR,5,7,13,18.2895,3.5159,0,0,0,0
ctrl,Giappone,OCO,1,10,12,5.5486,0.7372,0,0,0,0
ctrl,Giappone,OCO,1,11,13,5.7323,1.0342,0,0,0,0
ctrl,Giappone,OCO,1,12,14,5.8222,1.2372,0,0,0,0
ctrl,Giappone,OCO,1,13,15,5.6480,1.1763,0,0,0,0
ctrl,Giappone,OCO,1,14,16,5.6145,1.2561,0,0,0,0
ctrl,Giappone,OCO,1,3,5,5.2808,-0.3230,0,0,0,0
ctrl,Giappone,OCO,1,30,32,2.2690,-0.2782,0,0,0,0
ctrl,Giappone,OCO,1,31,33,2.3506,-0.0834,0,0,0,0
ctrl,Giappone,OCO,1,32,34,2.4670,0.1462,0,0,0,0
ctrl,Giappone,OCO,1,33,35,2.6426,0.4350,0,0,0,0
ctrl,Giappone,OCO,1,34,36,2.5782,0.4838,0,0,0,0
ctrl,Giappone,OCO,1,35,37,2.4808,0.4996,0,0,0,0
ctrl,Giappone,OCO,1,36,38,2.6117,0.7438,0,0,0,0
ctrl,Giappone,OCO,1,37,39,2.0716,0.3168,0,0,0,0
ctrl,Giappone,OCO,1,38,40,1.8552,0.2136,0,0,0,0
ctrl,Giappone,OCO,1,39,41,2.4216,0.8933,0,0,0,0
ctrl,Giappone,OCO,1,4,6,6.3782,0.8876,0,0,0,0
ctrl,Giappone,OCO,1,40,42,2.4082,0.9931,0,0,0,0
ctrl,Giappone,OCO,1,41,43,2.4269,1.1251,0,0,0,0
ctrl,Giappone,OCO,1,42,44,2.4347,1.2461,0,0,0,0
ctrl,Giappone,OCO,1,43,45,2.4313,1.3559,0,0,0,0
ctrl,Giappone,OCO,1,44,46,2.1409,1.1787,0,0,0,0
ctrl,Giappone,OCO,1,45,47,2.0007,1.1517,0,0,0,0
ctrl,Giappone,OCO,1,46,48,1.7619,1.0261,0,0,0,0
ctrl,Giappone,OCO,1,47,49,1.5587,0.9361,0,0,0,0
ctrl,Giappone,OCO,1,48,50,1.4835,0.9741,0,0,0,0
ctrl,Giappone,OCO,1,49,51,1.0221,0.6259,0,0,0,0
ctrl,Giappone,OCO,1,5,7,5.4168,0.0394,0,0,0,0
ctrl,Giappone,OCO,1,50,52,0.5367,0.2537,0,0,0,0
ctrl,Giappone,OCO,1,51,53,0.3773,0.2075,0,0,1,0
ctrl,Giappone,OCO,1,6,8,4.5664,-0.6978,0,0,0,0
ctrl,Giappone,OCO,1,7,9,4.7578,-0.3932,0,0,0,0
ctrl,Giappone,OCO,1,8,10,5.4488,0.4110,0,0,0,0
ctrl,Giappone,OCO,1,9,11,5.4848,0.5603,0,0,0,0
ctrl,Giappone,OCO,3,10,14,11.4931,2.0969,0,0,0,0
ctrl,Giappone,OCO,3,11,15,11.4267,2.2569,0,0,0,0
ctrl,Giappone,OCO,3,12,16,11.5663,2.6229,0,0,0,0
ctrl,Giappone,OCO,3,3,7,10.6976,-0.2835,0,0,0,0
ctrl,Giappone,OCO,3,30,34,4.7120,-0.1560,0,0,0,0
ctrl,Giappone,OCO,3,31,35,4.9932,0.3517,0,0,0,0
ctrl,Giappone,OCO,3,32,36,5.0620,0.6469,0,0,0,0
ctrl,Giappone,OCO,3,33,37,5.2062,1.0175,0,0,0,0
ctrl,Giappone,OCO,3,34,38,5.2944,1.3321,0,0,0,0
ctrl,Giappone,OCO,3,35,39,4.6125,0.8767,0,0,0,0
ctrl,Giappone,OCO,3,36,40,4.6245,1.1150,0,0,0,0
ctrl,Giappone,OCO,3,37,41,4.4931,1.2101,0,0,0,0
ctrl,Giappone,OCO,3,38,42,4.2633,1.2067,0,0,0,0
ctrl,Giappone,OCO,3,39,43,5.0331,2.2029,0,0,0,0
ctrl,Giappone,OCO,3,4,8,11.5704,0.8157,0,0,0,0
ctrl,Giappone,OCO,3,40,44,4.9573,2.3535,0,0,0,0
ctrl,Giappone,OCO,3,41,45,5.0229,2.6455,0,0,0,0
ctrl,Giappone,OCO,3,42,46,4.7905,2.6395,0,0,0,0
ctrl,Giappone,OCO,3,43,47,4.6297,2.7052,0,0,0,0
ctrl,Giappone,OCO,3,44,48,4.1389,2.4408,0,0,0,0
ctrl,Giappone,OCO,3,45,49,3.7575,2.2858,0,0,0,0
ctrl,Giappone,OCO,3,46,50,3.3499,2.1046,0,0,0,0
ctrl,Giappone,OCO,3,47,51,2.7175,1.6986,0,0,0,0
ctrl,Giappone,OCO,3,48,52,2.1891,1.3966,0,0,0,0
ctrl,Giappone,OCO,3,49,53,1.5102,0.9442,0,0,1,0
ctrl,Giappone,OCO,3,5,9,10.1746,-0.3537,0,0,0,0
ctrl,Giappone,OCO,3,6,10,9.8098,-0.4921,0,0,0,0
ctrl,Giappone,OCO,3,7,11,10.2426,0.1671,0,0,0,0
ctrl,Giappone,OCO,3,8,12,11.1795,1.3305,0,0,0,0
ctrl,Giappone,OCO,3,9,13,11.4156,1.7929,0,0,0,0
ctrl,Giappone,OCO,5,10,16,17.3597,3.6050,0,0,0,0
ctrl,Giappone,OCO,5,3,9,15.4554,-0.6767,0,0,0,0
ctrl,Giappone,OCO,5,30,36,7.2829,0.3207,0,0,0,0
ctrl,Giappone,OCO,5,31,37,7.5568,0.9341,0,0,0,0
ctrl,Giappone,OCO,5,32,38,7.7949,1.5119,0,0,0,0
ctrl,Giappone,OCO,5,33,39,7.4208,1.4774,0,0,0,0
ctrl,Giappone,OCO,5,34,40,7.4116,1.8078,0,0,0,0
ctrl,Giappone,OCO,5,35,41,7.0943,1.8302,0,0,0,0
ctrl,Giappone,OCO,5,36,42,7.1902,2.2657,0,0,0,0
ctrl,Giappone,OCO,5,37,43,7.1047,2.5198,0,0,0,0
ctrl,Giappone,OCO,5,38,44,6.8125,2.5672,0,0,0,0
ctrl,Giappone,OCO,5,39,45,7.8137,3.9080,0,0,0,0
ctrl,Giappone,OCO,5,4,10,17.4396,1.6471,0,0,0,0
ctrl,Giappone,OCO,5,40,46,7.4275,3.8614,0,0,0,0
ctrl,Giappone,OCO,5,41,47,7.3858,4.1594,0,0,0,0
ctrl,Giappone,OCO,5,42,48,7.0032,4.1164,0,0,0,0
ctrl,Giappone,OCO,5,43,49,6.5840,4.0368,0,0,0,0
ctrl,Giappone,OCO,5,44,50,5.9628,3.7553,0,0,0,0
ctrl,Giappone,OCO,5,45,51,5.1142,3.2463,0,0,0,0
ctrl,Giappone,OCO,5,46,52,4.1598,2.6315,0,0,0,0
ctrl,Giappone,OCO,5,47,53,3.3422,2.1535,0,0,1,0
ctrl,Giappone,OCO,5,5,11,15.6594,0.2065,0,0,0,0
ctrl,Giappone,OCO,5,6,12,15.3351,0.2219,0,0,0,0
ctrl,Giappone,OCO,5,7,13,16.1734,1.3998,0,0,0,0
ctrl,Giappone,OCO,5,8,14,17.3063,2.8724,0,0,0,0
ctrl,Giappone,OCO,5,9,15,17.3084,3.2140,0,0,0,0
ctrl,Giappone,PER,1,10,12,4.9590,0.1476,0,0,0,0
ctrl,Giappone,PER,1,11,13,5.0339,0.3358,0,0,0,0
ctrl,Giappone,PER,1,12,14,4.9621,0.3772,0,0,0,0
ctrl,Giappone,PER,1,13,15,5.0743,0.6026,0,0,0,0
ctrl,Giappone,PER,1,14,16,4.8909,0.5325,0,0,0,0
ctrl,Giappone,PER,1,15,17,4.6545,0.4093,0,0,0,0
ctrl,Giappone,PER,1,16,18,5.9292,1.7971,0,0,0,0
ctrl,Giappone,PER,1,3,5,3.4646,-2.1392,0,0,0,0
ctrl,Giappone,PER,1,30,32,1.7530,-0.7942,0,0,0,0
ctrl,Giappone,PER,1,31,33,2.5384,0.1044,0,0,0,0
ctrl,Giappone,PER,1,32,34,2.0986,-0.2222,0,0,0,0
ctrl,Giappone,PER,1,33,35,1.9440,-0.2636,0,0,0,0
ctrl,Giappone,PER,1,34,36,1.8322,-0.2622,0,0,0,0
ctrl,Giappone,PER,1,35,37,2.0718,0.0906,0,0,0,0
ctrl,Giappone,PER,1,36,38,2.1757,0.3078,0,0,0,0
ctrl,Giappone,PER,1,37,39,1.9669,0.2122,0,0,0,0
ctrl,Giappone,PER,1,38,40,1.8432,0.2016,0,0,0,0
ctrl,Giappone,PER,1,39,41,2.4239,0.8956,0,0,0,0
ctrl,Giappone,PER,1,4,6,5.1330,-0.3576,0,0,0,0
ctrl,Giappone,PER,1,40,42,2.3712,0.9561,0,0,0,0
ctrl,Giappone,PER,1,41,43,2.0553,0.7535,0,0,0,0
ctrl,Giappone,PER,1,42,44,2.0095,0.8208,0,0,0,0
ctrl,Giappone,PER,1,43,45,1.7845,0.7091,0,0,0,0
ctrl,Giappone,PER,1,44,46,1.6116,0.6493,0,0,0,0
ctrl,Giappone,PER,1,45,47,1.4139,0.5649,0,0,0,0
ctrl,Giappone,PER,1,46,48,1.1453,0.4095,0,0,0,0
ctrl,Giappone,PER,1,47,49,1.2131,0.5905,0,0,0,0
ctrl,Giappone,PER,1,48,50,1.3139,0.8045,0,0,0,0
ctrl,Giappone,PER,1,49,51,1.0939,0.6977,0,0,0,0
ctrl,Giappone,PER,1,5,7,6.0364,0.6590,0,0,0,0
ctrl,Giappone,PER,1,50,52,0.6950,0.4120,0,0,0,0
ctrl,Giappone,PER,1,51,53,0.3232,0.1534,0,0,1,0
ctrl,Giappone,PER,1,6,8,5.9092,0.6450,0,0,0,0
ctrl,Giappone,PER,1,7,9,5.4850,0.3340,0,0,0,0
ctrl,Giappone,PER,1,8,10,5.5318,0.4940,0,0,0,0
ctrl,Giappone,PER,1,9,11,5.3116,0.3871,0,0,0,0
ctrl,Giappone,PER,3,10,14,9.9459,0.5497,0,0,0,0
ctrl,Giappone,PER,3,11,15,10.1518,0.9820,0,0,0,0
ctrl,Giappone,PER,3,12,16,9.9453,1.0019,0,0,0,0
ctrl,Giappone,PER,3,13,17,9.8697,1.1527,0,0,0,0
ctrl,Giappone,PER,3,14,18,10.9149,2.4243,0,0,0,0
ctrl,Giappone,PER,3,3,7,7.6342,-3.3470,0,0,0,0
ctrl,Giappone,PER,3,30,34,3.4860,-1.3820,0,0,0,0
ctrl,Giappone,PER,3,31,35,4.5868,-0.0548,0,0,0,0
ctrl,Giappone,PER,3,32,36,3.7691,-0.6460,0,0,0,0
ctrl,Giappone,PER,3,33,37,3.9349,-0.2538,0,0,0,0
ctrl,Giappone,PER,3,34,38,3.9703,0.0080,0,0,0,0
ctrl,Giappone,PER,3,35,39,4.0805,0.3447,0,0,0,0
ctrl,Giappone,PER,3,36,40,4.0565,0.5470,0,0,0,0
ctrl,Giappone,PER,3,37,41,4.3909,1.1079,0,0,0,0
ctrl,Giappone,PER,3,38,42,4.2143,1.1577,0,0,0,0
ctrl,Giappone,PER,3,39,43,4.5469,1.7167,0,0,0,0
ctrl,Giappone,PER,3,4,8,10.9570,0.2022,0,0,0,0
ctrl,Giappone,PER,3,40,44,4.4783,1.8745,0,0,0,0
ctrl,Giappone,PER,3,41,45,3.9207,1.5433,0,0,0,0
ctrl,Giappone,PER,3,42,46,3.6851,1.5341,0,0,0,0
ctrl,Giappone,PER,3,43,47,3.3711,1.4466,0,0,0,0
ctrl,Giappone,PER,3,44,48,3.0381,1.3400,0,0,0,0
ctrl,Giappone,PER,3,45,49,2.7759,1.3042,0,0,0,0
ctrl,Giappone,PER,3,46,50,2.4756,1.2304,0,0,0,0
ctrl,Giappone,PER,3,47,51,2.3492,1.3304,0,0,0,0
ctrl,Giappone,PER,3,48,52,2.0768,1.2844,0,0,0,0
ctrl,Giappone,PER,3,49,53,1.4659,0.8998,0,0,1,0
ctrl,Giappone,PER,3,5,9,11.9538,1.4255,0,0,0,0
ctrl,Giappone,PER,3,6,10,11.7423,1.4405,0,0,0,0
ctrl,Giappone,PER,3,7,11,10.9669,0.8915,0,0,0,0
ctrl,Giappone,PER,3,8,12,10.6225,0.7735,0,0,0,0
ctrl,Giappone,PER,3,9,13,10.3952,0.7725,0,0,0,0
ctrl,Giappone,PER,5,10,16,14.9539,1.1992,0,0,0,0
ctrl,Giappone,PER,5,11,17,14.9908,1.5757,0,0,0,0
ctrl,Giappone,PER,5,12,18,16.0614,2.9859,0,0,0,0
ctrl,Giappone,PER,5,3,9,11.6848,-4.4473,0,0,0,0
ctrl,Giappone,PER,5,30,36,4.7909,-2.1713,0,0,0,0
ctrl,Giappone,PER,5,31,37,6.6821,0.0595,0,0,0,0
ctrl,Giappone,PER,5,32,38,5.7457,-0.5373,0,0,0,0
ctrl,Giappone,PER,5,33,39,5.8629,-0.0805,0,0,0,0
ctrl,Giappone,PER,5,34,40,5.8135,0.2097,0,0,0,0
ctrl,Giappone,PER,5,35,41,6.5463,1.2821,0,0,0,0
ctrl,Giappone,PER,5,36,42,6.4652,1.5407,0,0,0,0
ctrl,Giappone,PER,5,37,43,6.5138,1.9289,0,0,0,0
ctrl,Giappone,PER,5,38,44,6.3215,2.0762,0,0,0,0
ctrl,Giappone,PER,5,39,45,6.4798,2.5742,0,0,0,0
ctrl,Giappone,PER,5,4,10,16.7049,0.9125,0,0,0,0
ctrl,Giappone,PER,5,40,46,6.2515,2.6854,0,0,0,0
ctrl,Giappone,PER,5,41,47,5.5880,2.3616,0,0,0,0
ctrl,Giappone,PER,5,42,48,5.1756,2.2888,0,0,0,0
ctrl,Giappone,PER,5,43,49,4.9056,2.3585,0,0,0,0
ctrl,Giappone,PER,5,44,50,4.6497,2.4422,0,0,0,0
ctrl,Giappone,PER,5,45,51,4.0608,2.1929,0,0,0,0
ctrl,Giappone,PER,5,46,52,3.2550,1.7267,0,0,0,0
ctrl,Giappone,PER,5,47,53,2.7633,1.5747,0,0,1,0
ctrl,Giappone,PER,5,5,11,17.8681,2.4153,0,0,0,0
ctrl,Giappone,PER,5,6,12,17.1345,2.0213,0,0,0,0
ctrl,Giappone,PER,5,7,13,16.2209,1.4473,0,0,0,0
ctrl,Giappone,PER,5,8,14,15.7413,1.3074,0,0,0,0
ctrl,Giappone,PER,5,9,15,15.5628,1.4684,0,0,0,0
ctrl,Giappone,PIA,1,10,12,5.8708,1.0595,0,0,0,0
ctrl,Giappone,PIA,1,11,13,5.2632,0.5651,0,0,0,0
ctrl,Giappone,PIA,1,12,14,5.2086,0.6237,0,0,0,0
ctrl,Giappone,PIA,1,13,15,5.2160,0.7443,0,0,0,0
ctrl,Giappone,PIA,1,28,30,1.6814,-1.0922,0,0,0,0
ctrl,Giappone,PIA,1,29,31,2.0148,-0.6456,0,0,0,0
ctrl,Giappone,PIA,1,3,5,6.0356,0.4318,0,0,0,0
ctrl,Giappone,PIA,1,30,32,2.3340,-0.2132,0,0,0,0
ctrl,Giappone,PIA,1,31,33,2.4966,0.0626,0,0,0,0
ctrl,Giappone,PIA,1,32,34,2.2040,-0.1168,0,0,0,0
ctrl,Giappone,PIA,1,33,35,2.2742,0.0666,0,0,0,0
ctrl,Giappone,PIA,1,34,36,2.3294,0.2350,0,0,0,0
ctrl,Giappone,PIA,1,35,37,2.4832,0.5020,0,0,0,0
ctrl,Giappone,PIA,1,36,38,2.7390,0.8711,0,0,0,0
ctrl,Giappone,PIA,1,37,39,2.4788,0.7241,0,0,0,0
ctrl,Giappone,PIA,1,38,40,2.2166,0.5751,0,0,0,0
ctrl,Giappone,PIA,1,39,41,2.4812,0.9528,0,0,0,0
ctrl,Giappone,PIA,1,4,6,5.8528,0.3622,0,0,0,0
ctrl,Giappone,PIA,1,40,42,2.4927,1.0776,0,0,0,0
ctrl,Giappone,PIA,1,41,43,2.2053,0.9035,0,0,0,0
ctrl,Giappone,PIA,1,42,44,2.0819,0.8933,0,0,0,0
ctrl,Giappone,PIA,1,43,45,1.9025,0.8271,0,0,0,0
ctrl,Giappone,PIA,1,44,46,1.6161,0.6538,0,0,0,0
ctrl,Giappone,PIA,1,45,47,1.2315,0.3825,0,0,0,0
ctrl,Giappone,PIA,1,46,48,1.2149,0.4791,0,0,0,0
ctrl,Giappone,PIA,1,47,49,0.9447,0.3221,0,0,0,0
ctrl,Giappone,PIA,1,48,50,0.7705,0.2611,0,0,0,0
ctrl,Giappone,PIA,1,49,51,1.6333,1.2371,0,0,0,0
ctrl,Giappone,PIA,1,5,7,5.6510,0.2736,0,0,0,0
ctrl,Giappone,PIA,1,50,52,1.3465,1.0635,0,0,0,0
ctrl,Giappone,PIA,1,51,53,0.7595,0.5897,0,0,1,0
ctrl,Giappone,PIA,1,6,8,6.3192,1.0550,0,0,0,0
ctrl,Giappone,PIA,1,7,9,5.9964,0.8454,0,0,0,0
ctrl,Giappone,PIA,1,8,10,5.2478,0.2100,0,0,0,0
ctrl,Giappone,PIA,1,9,11,5.9184,0.9938,0,0,0,0
ctrl,Giappone,PIA,3,10,14,11.1655,1.7693,0,0,0,0
ctrl,Giappone,PIA,3,11,15,10.5623,1.3925,0,0,0,0
ctrl,Giappone,PIA,3,28,32,3.0118,-2.3090,0,0,0,0
ctrl,Giappone,PIA,3,29,33,4.0096,-1.0848,0,0,0,0
ctrl,Giappone,PIA,3,3,7,11.9982,1.0170,0,0,0,0
ctrl,Giappone,PIA,3,30,34,4.5380,-0.3300,0,0,0,0
ctrl,Giappone,PIA,3,31,35,4.8142,0.1727,0,0,0,0
ctrl,Giappone,PIA,3,32,36,4.4430,0.0279,0,0,0,0
ctrl,Giappone,PIA,3,33,37,4.7573,0.5687,0,0,0,0
ctrl,Giappone,PIA,3,34,38,5.1587,1.1965,0,0,0,0
ctrl,Giappone,PIA,3,35,39,5.0263,1.2905,0,0,0,0
ctrl,Giappone,PIA,3,36,40,4.9940,1.4845,0,0,0,0
ctrl,Giappone,PIA,3,37,41,5.0115,1.7285,0,0,0,0
ctrl,Giappone,PIA,3,38,42,4.7741,1.7175,0,0,0,0
ctrl,Giappone,PIA,3,39,43,4.7603,1.9301,0,0,0,0
ctrl,Giappone,PIA,3,4,8,12.3656,1.6109,0,0,0,0
ctrl,Giappone,PIA,3,40,44,4.6575,2.0537,0,0,0,0
ctrl,Giappone,PIA,3,41,45,4.3337,1.9563,0,0,0,0
ctrl,Giappone,PIA,3,42,46,4.0669,1.9159,0,0,0,0
ctrl,Giappone,PIA,3,43,47,3.3771,1.4525,0,0,0,0
ctrl,Giappone,PIA,3,44,48,2.9482,1.2501,0,0,0,0
ctrl,Giappone,PIA,3,45,49,2.3040,0.8323,0,0,0,0
ctrl,Giappone,PIA,3,46,50,2.1238,0.8785,0,0,0,0
ctrl,Giappone,PIA,3,47,51,2.6144,1.5956,0,0,0,0
